LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1672213103.594354,53257.000,6640,1,SF,1,100,6.7968
1672213103.928051,53583.000,6689,1,SF,1,100,6.7182
1672213104.194190,53843.000,6740,1,SF,1,100,6.6404
1672213104.525841,54167.000,6789,1,SF,1,100,6.5636
1672213104.857491,54491.000,6843,1,SF,1,100,6.4877
1672213105.253628,54878.000,6909,1,SF,1,100,6.4126
1672213105.589373,55206.000,6961,1,SF,1,100,6.3385
1672213105.855512,55466.000,6997,1,SF,1,100,6.2651
1672213106.256768,55858.000,7063,1,SF,1,100,6.1927
1672213106.522907,56118.000,7115,1,SF,1,100,6.1210
1672213106.920069,56506.000,7167,1,SF,1,100,6.0502
1672213107.185184,56765.000,7217,1,SF,1,100,5.9802
1672213107.581322,57152.000,7269,1,SF,1,100,5.9110
1672213107.917066,57480.000,7321,1,SF,1,100,5.8427
1672213108.182182,57739.000,7371,1,SF,1,100,5.7751
1672213108.584461,58132.000,7421,1,SF,1,100,5.7083
1672213108.848553,58390.000,7473,1,SF,1,100,5.6422
1672213109.180203,58714.000,7525,1,SF,1,100,5.5770
1672213109.511854,59038.000,7575,1,SF,1,100,5.5125
1672213109.843504,59362.000,7612,1,SF,1,100,5.4487
1672213110.175154,59686.000,7646,1,SF,1,100,5.3857
1672213110.505781,60009.000,7697,1,SF,1,100,5.3234
1672213110.907037,60401.000,7765,1,SF,1,100,5.2618
1672213111.174199,60662.000,7804,1,SF,1,100,5.2009
1672213111.573408,61052.000,7872,1,SF,1,100,5.1407
1672213111.906082,61377.000,7921,1,SF,1,100,5.0813
1672213112.173244,61638.000,7974,1,SF,1,100,5.0225
1672213112.506942,61964.000,8023,1,SF,1,100,4.9644
1672213112.908198,62356.000,8093,1,SF,1,100,4.9070
1672213113.238824,62679.000,8143,1,SF,1,100,4.8502
1672213113.507010,62941.000,8193,1,SF,1,100,4.7941
1672213113.838661,63265.000,8245,1,SF,1,100,4.7386
1672213114.169287,63588.000,8296,1,SF,1,100,4.6838
1672213114.567472,63977.000,8365,1,SF,1,100,4.6296
1672213114.898099,64300.000,8415,1,SF,1,100,4.5761
1672213115.168333,64564.000,8464,1,SF,1,100,4.5231
1672213115.498959,64887.000,8514,1,SF,1,100,4.4708
1672213115.833680,65214.000,8568,1,SF,1,100,4.4191
1672213116.301471,65671.000,8640,1,SF,1,100,4.3680
1672213116.501075,65866.000,8674,1,SF,1,100,4.3174
1672213116.898237,66254.000,8742,1,SF,1,100,4.2675
1672213117.230910,66579.000,8793,1,SF,1,100,4.2181
1672213117.496026,66838.000,8844,1,SF,1,100,4.1693
1672213117.829723,67164.000,8895,1,SF,1,100,4.1211
1672213118.163421,67490.000,8947,1,SF,1,100,4.0734
1672213118.562629,67880.000,9015,1,SF,1,100,4.0263
1672213118.894279,68204.000,9067,1,SF,1,100,3.9797
1672213119.159395,68463.000,9117,1,SF,1,100,3.9337
1672213119.494116,68790.000,9166,1,SF,1,100,3.8882
1672213119.826790,69115.000,9219,1,SF,1,100,3.8432
1672213120.229069,69508.000,9287,1,SF,1,100,3.7988
1672213120.492138,69765.000,9336,1,SF,1,100,3.7548
1672213120.825835,70091.000,9389,1,SF,1,100,3.7114
1672213121.157485,70415.000,9438,1,SF,1,100,3.6684
1672213121.489136,70739.000,9495,1,SF,1,100,3.6260
1672213121.820786,71063.000,9547,1,SF,1,100,3.5841
1672213122.218971,71452.000,9613,1,SF,1,100,3.5426
1672213122.487157,71714.000,9663,1,SF,1,100,3.5016
