LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1672213103.322073,52991.000,6611,1,T1,1,100,27.154
1672213103.454119,53120.000,6627,1,T1,1,100,27.279
1672213103.587188,53250.000,6647,1,T1,1,100,27.334
1672213103.720258,53380.000,6663,1,T1,1,100,27.322
1672213103.853328,53510.000,6696,1,T1,1,100,27.316
1672213103.988444,53642.000,6713,1,T1,1,100,27.350
1672213104.120490,53771.000,6729,1,T1,1,100,27.399
1672213104.253560,53901.000,6762,1,T1,1,100,27.421
1672213104.386629,54031.000,6779,1,T1,1,100,27.466
1672213104.518675,54160.000,6796,1,T1,1,100,27.485
1672213104.650721,54289.000,6815,1,T1,1,100,27.387
1672213104.783791,54419.000,6850,1,T1,1,100,27.451
1672213104.916860,54549.000,6866,1,T1,1,100,27.408
1672213105.049930,54679.000,6883,1,T1,1,100,27.389
1672213105.181976,54808.000,6916,1,T1,1,100,27.452
1672213105.312998,54936.000,6932,1,T1,1,100,27.373
1672213105.446068,55066.000,6949,1,T1,1,100,27.339
1672213105.582208,55199.000,6968,1,T1,1,100,27.253
1672213105.715277,55329.000,7004,2,T1,1,100,27.393
1672213105.848347,55459.000,7004,2,T1,1,100,27.418
1672213105.981416,55589.000,7036,1,T1,1,100,27.394
1672213106.114486,55719.000,7053,1,T1,1,100,27.454
1672213106.250626,55852.000,7070,1,T1,1,100,27.516
1672213106.382672,55981.000,7102,1,T1,1,100,27.436
1672213106.515742,56111.000,7122,1,T1,1,100,27.472
1672213106.647788,56240.000,7140,1,T1,1,100,27.523
1672213106.779834,56369.000,7157,1,T1,1,100,27.510
1672213106.912903,56499.000,7174,1,T1,1,100,27.575
1672213107.045973,56629.000,7206,1,T1,1,100,27.568
1672213107.179042,56759.000,7224,1,T1,1,100,27.459
1672213107.311088,56888.000,7240,1,T1,1,100,27.482
1672213107.443134,57017.000,7257,1,T1,1,100,27.528
1672213107.574157,57145.000,7276,1,T1,1,100,27.618
1672213107.707226,57275.000,7310,1,T1,1,100,27.551
1672213107.842343,57407.000,7328,1,T1,1,100,27.593
1672213107.976436,57538.000,7344,1,T1,1,100,27.647
1672213108.109505,57668.000,7361,1,T1,1,100,27.599
1672213108.241551,57797.000,7378,1,T1,1,100,27.649
1672213108.375644,57928.000,7410,1,T1,1,100,27.671
1672213108.511785,58061.000,7428,1,T1,1,100,27.680
1672213108.643831,58190.000,7446,1,T1,1,100,27.684
1672213108.774853,58318.000,7463,1,T1,1,100,27.757
1672213108.907923,58448.000,7498,1,T1,1,100,27.718
1672213109.039968,58577.000,7514,1,T1,1,100,27.736
1672213109.173038,58707.000,7532,1,T1,1,100,27.673
1672213109.306108,58837.000,7548,1,T1,1,100,27.717
1672213109.439177,58967.000,7565,1,T1,1,100,27.665
1672213109.571223,59096.000,7600,2,T1,1,100,27.678
1672213109.703269,59225.000,7600,2,T1,1,100,27.683
1672213109.836339,59355.000,7619,1,T1,1,100,27.650
1672213109.969408,59485.000,7636,1,T1,1,100,27.671
1672213110.101454,59614.000,7653,1,T1,1,100,27.645
1672213110.233500,59743.000,7670,1,T1,1,100,27.563
1672213110.366570,59873.000,7686,1,T1,1,100,27.598
1672213110.499639,60003.000,7704,1,T1,1,100,27.578
1672213110.634756,60135.000,7738,1,T1,1,100,27.746
1672213110.766802,60264.000,7754,1,T1,1,100,27.784
1672213110.899871,60394.000,7772,1,T1,1,100,27.800
1672213111.031917,60523.000,7793,1,T1,1,100,27.807
1672213111.167034,60655.000,7811,1,T1,1,100,27.704
1672213111.301127,60786.000,7843,1,T1,1,100,27.695
1672213111.434197,60916.000,7859,1,T1,1,100,27.761
1672213111.567266,61046.000,7879,1,T1,1,100,27.790
1672213111.699312,61175.000,7895,1,T1,1,100,27.803
1672213111.834429,61307.000,7928,1,T1,1,100,27.844
1672213111.965451,61435.000,7945,1,T1,1,100,27.791
1672213112.098521,61565.000,7963,1,T1,1,100,27.732
1672213112.234661,61698.000,7996,1,T1,1,100,27.671
1672213112.367731,61828.000,8013,1,T1,1,100,27.787
1672213112.499777,61957.000,8030,1,T1,1,100,27.801
1672213112.631822,62086.000,8049,1,T1,1,100,27.772
