LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1672213268.895380,214745,33788,1,SR,1,100,0.466667
1672213269.632380,215465,34189,1,SR,1,100,2.333333
1672213272.091095,217867,34336,1,SR,1,100,0.866667
1672213273.219116,218969,34386,1,SR,1,100,0.066667
1672213273.554860,219297,34474,1,SR,1,100,0.266667
1672213273.953045,219686,34507,1,SR,1,100,0.066667
1672213274.154697,219883,34543,1,SR,1,100,0.133333
1672213274.553905,220273,34609,1,SR,1,100,0.133333
1672213275.086184,220793,34690,1,SR,1,100,0.066667
1672213275.284765,220987,34757,1,SR,1,100,0.266667
1672213275.686020,221379,34789,1,SR,1,100,0.066667
1672213275.886648,221575,34823,1,SR,1,100,0.133333
1672213276.419950,222096,34908,1,SR,1,100,0.133333
1672213277.086321,222747,35022,1,SR,1,100,0.200000
1672213277.551041,223201,35072,1,SR,1,100,0.066667
1672213277.750645,223396,35120,1,SR,1,100,0.133333
1672213278.279853,223913,35188,1,SR,1,100,0.066667
1672213278.482528,224111,35258,1,SR,1,100,0.266667
1672213278.880713,224500,35293,1,SR,1,100,0.066667
1672213279.349527,224958,35376,1,SR,1,100,0.200000
1672213280.086528,225678,35506,1,SR,1,100,0.200000
1672213280.819433,226394,35652,1,SR,1,100,0.400000
1672213281.617851,227174,35750,1,SR,1,100,0.266667
1672213282.015012,227562,35816,1,SR,1,100,0.266667
1672213283.080592,228603,35963,1,SR,1,100,0.200000
1672213283.409171,228924,35997,1,SR,1,100,0.133333
1672213283.675311,229184,36032,1,SR,1,100,0.066667
1672213283.872868,229377,36071,1,SR,1,100,0.133333
1672213284.141054,229639,36121,1,SR,1,100,0.133333
1672213284.539239,230028,36173,1,SR,1,100,0.066667
1672213285.004982,230483,36270,1,SR,1,100,0.200000
1672213285.334585,230805,36303,1,SR,1,100,0.133333
1672213285.599701,231064,36339,1,SR,1,100,0.066667
1672213285.800329,231260,36372,1,SR,1,100,0.066667
1672213286.133003,231585,36472,1,SR,1,100,0.400000
1672213286.668351,232108,36536,1,SR,1,100,0.200000
1672213287.131024,232560,36602,1,SR,1,100,0.200000
1672213287.467792,232889,36652,1,SR,1,100,0.133333
1672213288.136211,233542,36768,1,SR,1,100,0.200000
1672213288.464790,233863,36801,1,SR,1,100,0.066667
1672213288.667465,234061,36834,1,SR,1,100,0.066667
1672213288.866046,234255,36867,1,SR,1,100,0.066667
1672213289.064627,234449,36892,1,SR,1,100,0.066667
1672213289.395253,234772,36959,1,SR,1,100,0.133333
1672213289.792415,235160,37009,1,SR,1,100,0.133333
1672213290.192647,235551,37075,1,SR,1,100,0.066667
1672213290.394299,235748,37142,1,SR,1,100,0.266667
1672213290.926577,236268,37206,1,SR,1,100,0.200000
1672213291.259250,236593,37257,1,SR,1,100,0.200000
