LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1672411490.227513,24692.000,1781,1,BV,1,100,4.12
1672411491.226778,25668.000,1934,1,BV,1,100,4.12
1672411492.226042,26644.000,2108,1,BV,1,100,4.12
1672411493.224283,27619.000,2260,1,BV,1,100,4.12
1672411494.227643,28599.000,2413,1,BV,1,100,4.12
1672411495.228955,29577.000,2584,1,BV,1,100,4.12
1672411496.224123,30549.000,2735,1,BV,1,100,4.11
1672411497.224412,31526.000,2873,1,BV,1,100,4.11
1672411498.222652,32501.000,3030,1,BV,1,100,4.11
1672411499.218845,33474.000,3200,1,BV,1,100,4.11
1672411500.220157,34452.000,3351,1,BV,1,100,4.11
1672411501.216350,35425.000,3520,1,BV,1,100,4.12
1672411502.214591,36400.000,3687,1,BV,1,100,4.12
1672411503.208736,37371.000,3847,1,BV,1,100,4.12
1672411504.201857,38341.000,3997,1,BV,1,100,4.11
1672411505.203170,39319.000,4166,1,BV,1,100,4.12
1672411506.206529,40299.000,4333,1,BV,1,100,4.11
1672411507.205794,41275.000,4486,1,BV,1,100,4.11
1672411508.200963,42247.000,4660,1,BV,1,100,4.12
1672411509.200227,43223.000,4810,1,BV,1,100,4.12
1672411510.201539,44201.000,4979,1,BV,1,100,4.11
1672411511.199780,45176.000,5149,1,BV,1,100,4.11
1672411512.200068,46153.000,5300,1,BV,1,100,4.12
1672411513.197285,47127.000,5473,1,BV,1,100,4.12
1672411514.196549,48103.000,5626,1,BV,1,100,4.12
1672411515.192742,49076.000,5796,1,BV,1,100,4.12
1672411516.189959,50050.000,5947,1,BV,1,100,4.12
1672411517.190247,51027.000,6118,1,BV,1,100,4.12
1672411518.187464,52001.000,6285,1,BV,1,100,4.12
1672411519.187752,52978.000,6442,1,BV,1,100,4.11
1672411520.184969,53952.000,6593,1,BV,1,100,4.11
1672411521.183209,54927.000,6747,1,BV,1,100,4.12
1672411522.182474,55903.000,6898,1,BV,1,100,4.12
1672411523.176619,56874.000,7064,1,BV,1,100,4.11
1672411524.176907,57851.000,7215,1,BV,1,100,4.11
1672411525.173100,58824.000,7356,1,BV,1,100,4.11
1672411526.175436,59803.000,7517,1,BV,1,100,4.12
1672411527.170605,60775.000,7681,1,BV,1,100,4.12
1672411528.163726,61745.000,7825,1,BV,1,100,4.11
1672411529.166062,62724.000,7976,1,BV,1,100,4.11
1672411530.163279,63698.000,8139,1,BV,1,100,4.11
1672411531.165615,64677.000,8303,1,BV,1,100,4.11
1672411532.164879,65653.000,8449,1,BV,1,100,4.10
1672411533.162096,66627.000,8612,1,BV,1,100,4.11
1672411534.166480,67608.000,8764,1,BV,1,100,4.11
1672411535.160625,68579.000,8927,1,BV,1,100,4.11
1672411536.162961,69558.000,9079,1,BV,1,100,4.11
1672411537.162225,70534.000,9244,1,BV,1,100,4.11
1672411538.158418,71507.000,9409,1,BV,1,100,4.11
1672411539.158706,72484.000,9556,1,BV,1,100,4.11
1672411540.155923,73458.000,9724,1,BV,1,100,4.11
1672411541.156211,74435.000,9871,1,BV,1,100,4.11
1672411542.151380,75407.000,10034,1,BV,1,100,4.11
1672411543.149621,76382.000,10194,1,BV,1,100,4.12
1672411544.149909,77359.000,10338,1,BV,1,100,4.12
1672411545.148149,78334.000,10487,1,BV,1,100,4.12
1672411546.147414,79310.000,10654,1,BV,1,100,4.12
1672411547.141559,80281.000,10814,1,BV,1,100,4.12
1672411548.136728,81253.000,10957,1,BV,1,100,4.11
1672411549.137017,82230.000,11120,1,BV,1,100,4.11
1672411550.136281,83206.000,11275,1,BV,1,100,4.11
1672411551.135545,84182.000,11438,1,BV,1,100,4.11
1672411552.129690,85153.000,11585,1,BV,1,100,4.11
1672411553.129979,86130.000,11750,1,BV,1,100,4.11
1672411554.128219,87105.000,11913,1,BV,1,100,4.11
1672411555.126460,88080.000,12072,1,BV,1,100,4.11
1672411556.124700,89055.000,12218,1,BV,1,100,4.11
1672411557.127036,90034.000,12366,1,BV,1,100,4.11
1672411558.128348,91012.000,12531,1,BV,1,100,4.11
1672411559.122494,91983.000,12693,1,BV,1,100,4.11
1672411560.122782,92960.000,12840,1,BV,1,100,4.11
1672411561.121022,93935.000,12987,1,BV,1,100,4.11
1672411562.115168,94906.000,13145,1,BV,1,100,4.11
1672411563.116480,95884.000,13305,1,BV,1,100,4.11
1672411564.117792,96862.000,13450,1,BV,1,100,4.11
1672411565.113985,97835.000,13595,1,BV,1,100,4.11
1672411566.112225,98810.000,13767,1,BV,1,100,4.11
1672411567.111490,99786.000,13918,1,BV,1,100,4.11
1672411568.110754,100762.000,14081,1,BV,1,100,4.11
1672411569.110018,101738.000,14227,1,BV,1,100,4.11
1672411570.107235,102712.000,14390,1,BV,1,100,4.11
1672411571.105476,103687.000,14561,1,BV,1,100,4.11
1672411572.107811,104666.000,14695,1,BV,1,100,4.11
1672411573.101957,105637.000,14839,1,BV,1,100,4.11
1672411574.098150,106610.000,15000,1,BV,1,100,4.11
1672411575.095366,107584.000,15144,1,BV,1,100,4.11
1672411576.093607,108559.000,15310,1,BV,1,100,4.11
1672411577.096967,109539.000,15455,1,BV,1,100,4.11
1672411578.094183,110513.000,15620,1,BV,1,100,4.11
1672411579.093448,111489.000,15786,1,BV,1,100,4.11
1672411580.094760,112467.000,15930,1,BV,1,100,4.11
1672411581.089929,113439.000,16098,1,BV,1,100,4.11
1672411582.092265,114418.000,16244,1,BV,1,100,4.11
1672411583.092553,115395.000,16408,1,BV,1,100,4.11
1672411584.091817,116371.000,16554,1,BV,1,100,4.11
1672411585.090058,117346.000,16719,1,BV,1,100,4.11
1672411586.088299,118321.000,16879,1,BV,1,100,4.11
1672411587.085515,119295.000,17030,1,BV,1,100,4.11
1672411588.080684,120267.000,17182,1,BV,1,100,4.11
1672411589.079949,121243.000,17345,1,BV,1,100,4.11
1672411590.081261,122221.000,17506,1,BV,1,100,4.11
1672411591.082573,123199.000,17653,1,BV,1,100,4.11
1672411592.078766,124172.000,17822,1,BV,1,100,4.12
1672411593.073935,125144.000,17950,1,BV,1,100,4.11
1672411594.073199,126120.000,18113,1,BV,1,100,4.11
1672411595.071440,127095.000,18277,1,BV,1,100,4.11
1672411596.072752,128073.000,18428,1,BV,1,100,4.11
1672411597.068945,129046.000,18576,1,BV,1,100,4.11
1672411598.065138,130019.000,18741,1,BV,1,100,4.11
1672411599.065426,130996.000,18887,1,BV,1,100,4.11
1672411600.059571,131967.000,18994,1,BV,1,100,4.11
