LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1672411492.155397,26575.000,2072,2,AK,1,100,2070
1672411492.155397,26575.000,2072,2,AK,1,100,RD
1672411494.769252,29128.000,2876,2,AK,1,100,2070
1672411497.383106,31681.000,2876,2,AK,1,100,RD
1672411497.407167,31704.500,2879,2,AK,1,100,2877
1672411497.431227,31728.000,2879,2,AK,1,100,RD
1672411500.022045,34258.500,3724,2,AK,1,100,2877
1672411502.612863,36789.000,3724,2,AK,1,100,RD
1672411502.630268,36806.000,3727,2,AK,1,100,3725
1672411502.647674,36823.000,3727,2,AK,1,100,RD
1672411505.245659,39360.500,4573,2,AK,1,100,3725
1672411507.843644,41898.000,4573,2,AK,1,100,RD
1672411507.859001,41913.000,4576,2,AK,1,100,4574
1672411507.874359,41928.000,4576,2,AK,1,100,RD
1672411510.471832,44465.000,5420,2,AK,1,100,4574
1672411513.069305,47002.000,5420,2,AK,1,100,RD
1672411513.081591,47014.000,5423,2,AK,1,100,5421
1672411513.093877,47026.000,5423,2,AK,1,100,RD
1672411515.706708,49578.000,6288,2,AK,1,100,5421
1672411518.319539,52130.000,6288,2,AK,1,100,RD
1672411520.939536,54689.000,7097,2,AK,1,100,6289
1672411523.559534,57248.000,7097,2,AK,1,100,RD
1672411523.569772,57258.000,7099,2,AK,1,100,6289
1672411523.580010,57268.000,7099,2,AK,1,100,RD
1672411523.608678,57296.000,7102,2,AK,1,100,7100
1672411523.637345,57324.000,7102,2,AK,1,100,RD
1672411526.212294,59839.000,7906,2,AK,1,100,7100
1672411528.787243,62354.000,7906,2,AK,1,100,RD
1672411528.823077,62389.000,7909,2,AK,1,100,7907
1672411528.858911,62424.000,7909,2,AK,1,100,RD
1672411531.438467,64943.500,8727,2,AK,1,100,7907
1672411534.018023,67463.000,8727,2,AK,1,100,RD
1672411534.055393,67499.500,8730,2,AK,1,100,8728
1672411534.092763,67536.000,8730,2,AK,1,100,RD
1672411536.670272,70053.500,9559,2,AK,1,100,8728
1672411539.247780,72571.000,9559,2,AK,1,100,RD
1672411539.281567,72604.000,9562,2,AK,1,100,9560
1672411539.315353,72637.000,9562,2,AK,1,100,RD
1672411541.895421,75157.000,10372,2,AK,1,100,9560
1672411544.475489,77677.000,10372,2,AK,1,100,RD
1672411544.503644,77704.500,10375,2,AK,1,100,10373
1672411544.531800,77732.000,10375,2,AK,1,100,RD
1672411547.119547,80259.500,11188,2,AK,1,100,10373
1672411549.707293,82787.000,11188,2,AK,1,100,RD
1672411549.731865,82811.000,11191,2,AK,1,100,11189
1672411549.756438,82835.000,11191,2,AK,1,100,RD
1672411552.347768,85366.000,12016,2,AK,1,100,11189
1672411554.939098,87897.000,12016,2,AK,1,100,RD
1672411554.958039,87915.500,12019,2,AK,1,100,12017
1672411554.976980,87934.000,12019,2,AK,1,100,RD
1672411557.571893,90468.500,12820,2,AK,1,100,12017
1672411560.166807,93003.000,12820,2,AK,1,100,RD
1672411560.185236,93021.000,12823,2,AK,1,100,12821
1672411560.203665,93039.000,12823,2,AK,1,100,RD
1672411562.795507,95570.500,13632,2,AK,1,100,12821
1672411565.387349,98102.000,13632,2,AK,1,100,RD
1672411565.401171,98115.500,13635,2,AK,1,100,13633
1672411565.414993,98129.000,13635,2,AK,1,100,RD
1672411568.027311,100680.500,14457,2,AK,1,100,13633
1672411570.639630,103232.000,14457,2,AK,1,100,RD
1672411570.650892,103243.000,14460,2,AK,1,100,14458
1672411570.662154,103254.000,14460,2,AK,1,100,RD
1672411573.281128,105812.000,15259,2,AK,1,100,14458
1672411575.900102,108370.000,15259,2,AK,1,100,RD
1672411575.938496,108407.500,15262,2,AK,1,100,15260
1672411575.976890,108445.000,15262,2,AK,1,100,RD
1672411578.552862,110961.000,16077,2,AK,1,100,15260
1672411581.128835,113477.000,16077,2,AK,1,100,RD
1672411581.169276,113516.500,16080,2,AK,1,100,16078
1672411581.209718,113556.000,16080,2,AK,1,100,RD
1672411583.784667,116071.000,16898,2,AK,1,100,16078
1672411586.359615,118586.000,16898,2,AK,1,100,RD
1672411586.391866,118617.500,16901,2,AK,1,100,16899
1672411586.424117,118649.000,16901,2,AK,1,100,RD
1672411589.006233,121171.000,17720,2,AK,1,100,16899
1672411591.588348,123693.000,17720,2,AK,1,100,RD
1672411591.621111,123725.000,17723,2,AK,1,100,17721
1672411591.653874,123757.000,17723,2,AK,1,100,RD
1672411594.248275,126291.000,18527,2,AK,1,100,17721
1672411596.842677,128825.000,18527,2,AK,1,100,RD
1672411596.859058,128841.000,18530,2,AK,1,100,18528
1672411596.875440,128857.000,18530,2,AK,1,100,RD
1672411599.471377,131392.500,19291,2,AK,1,100,18528
1672411602.067314,133928.000,19291,2,AK,1,100,RD
1672411604.692431,136492.000,20114,2,AK,1,100,19292
1672411607.317548,139056.000,20114,2,AK,1,100,RD
1672411607.325739,139064.000,20116,2,AK,1,100,19292
1672411607.333929,139072.000,20116,2,AK,1,100,RD
1672411607.375395,139112.500,20119,2,AK,1,100,20117
1672411607.416860,139153.000,20119,2,AK,1,100,RD
1672411609.985666,141662.000,20951,2,AK,1,100,20117
1672411612.554471,144171.000,20951,2,AK,1,100,RD
1672411612.594401,144210.000,20954,2,AK,1,100,20952
1672411612.634331,144249.000,20954,2,AK,1,100,RD
1672411615.204672,146759.500,21773,2,AK,1,100,20952
1672411617.775014,149270.000,21773,2,AK,1,100,RD
1672411617.818527,149312.500,21776,2,AK,1,100,21774
1672411617.862040,149355.000,21776,2,AK,1,100,RD
1672411620.433405,151866.500,22602,2,AK,1,100,21774
1672411623.004770,154378.000,22602,2,AK,1,100,RD
1672411623.017056,154390.000,22605,2,AK,1,100,22603
1672411623.029342,154402.000,22605,2,AK,1,100,RD
1672411625.636542,156948.500,23426,2,AK,1,100,22603
1672411628.243742,159495.000,23426,2,AK,1,100,RD
1672411628.279064,159529.500,23429,2,AK,1,100,23427
1672411628.314386,159564.000,23429,2,AK,1,100,RD
1672411630.905205,162094.500,24247,2,AK,1,100,23427
1672411633.496023,164625.000,24247,2,AK,1,100,RD
1672411633.510868,164639.500,24250,2,AK,1,100,24248
1672411633.525714,164654.000,24250,2,AK,1,100,RD
1672411636.147247,167214.500,25084,2,AK,1,100,24248
1672411638.768780,169775.000,25084,2,AK,1,100,RD
1672411638.781067,169787.000,25087,2,AK,1,100,25085
1672411638.793353,169799.000,25087,2,AK,1,100,RD
1672411641.418981,172363.500,25923,2,AK,1,100,25085
1672411644.044610,174928.000,25923,2,AK,1,100,RD
1672411644.064063,174947.000,25926,2,AK,1,100,25924
1672411644.083516,174966.000,25926,2,AK,1,100,RD
1672411646.678941,177501.000,26750,2,AK,1,100,25924
1672411649.274367,180036.000,26750,2,AK,1,100,RD
1672411649.289212,180050.500,26753,2,AK,1,100,26751
1672411649.304058,180065.000,26753,2,AK,1,100,RD
1672411651.916888,182617.000,27590,2,AK,1,100,26751
1672411654.529719,185169.000,27590,2,AK,1,100,RD
1672411654.544053,185183.000,27593,2,AK,1,100,27591
1672411654.558387,185197.000,27593,2,AK,1,100,RD
1672411657.159443,187737.500,28414,2,AK,1,100,27591
