LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1672411489.933672,24405.000,1737,1,T1,1,100,29.051
1672411490.055509,24524.000,1754,1,T1,1,100,29.164
1672411490.188608,24654.000,1771,1,T1,1,100,29.213
1672411490.321706,24784.000,1792,1,T1,1,100,29.163
1672411490.455829,24915.000,1808,1,T1,1,100,29.141
1672411490.589952,25046.000,1826,1,T1,1,100,29.168
1672411490.722026,25175.000,1858,1,T1,1,100,29.214
1672411490.855125,25305.000,1874,1,T1,1,100,29.199
1672411490.988224,25435.000,1892,1,T1,1,100,29.263
1672411491.119275,25563.000,1908,1,T1,1,100,29.327
1672411491.252374,25693.000,1943,1,T1,1,100,29.319
1672411491.385472,25823.000,1960,1,T1,1,100,29.209
1672411491.517547,25952.000,1976,1,T1,1,100,29.268
1672411491.650646,26082.000,1994,1,T1,1,100,29.258
1672411491.782721,26211.000,2010,1,T1,1,100,29.253
1672411491.916844,26342.000,2043,1,T1,1,100,29.322
1672411492.053014,26475.000,2060,1,T1,1,100,29.317
1672411492.186113,26605.000,2079,1,T1,1,100,29.314
1672411492.319211,26735.000,2116,1,T1,1,100,29.242
1672411492.452310,26865.000,2133,1,T1,1,100,29.247
1672411492.584385,26994.000,2150,1,T1,1,100,29.249
1672411492.719531,27126.000,2167,1,T1,1,100,29.285
1672411492.853654,27257.000,2183,1,T1,1,100,29.265
1672411492.985729,27386.000,2201,1,T1,1,100,29.292
1672411493.118828,27516.000,2233,1,T1,1,100,29.268
1672411493.251926,27646.000,2250,1,T1,1,100,29.293
1672411493.386049,27777.000,2269,1,T1,1,100,29.198
1672411493.519148,27907.000,2302,1,T1,1,100,29.227
1672411493.654294,28039.000,2318,1,T1,1,100,29.382
1672411493.789440,28171.000,2335,1,T1,1,100,29.378
1672411493.923563,28302.000,2370,1,T1,1,100,29.447
1672411494.053590,28429.000,2386,1,T1,1,100,29.406
1672411494.186689,28559.000,2403,1,T1,1,100,29.389
1672411494.322859,28692.000,2422,1,T1,1,100,29.310
1672411494.455958,28822.000,2439,1,T1,1,100,29.382
1672411494.588033,28951.000,2472,1,T1,1,100,29.343
1672411494.720108,29080.000,2488,1,T1,1,100,29.290
1672411494.853207,29210.000,2505,1,T1,1,100,29.374
1672411494.989377,29343.000,2522,1,T1,1,100,29.339
1672411495.123499,29474.000,2554,1,T1,1,100,29.395
1672411495.255574,29603.000,2574,1,T1,1,100,29.348
1672411495.388673,29733.000,2592,1,T1,1,100,29.257
1672411495.519724,29861.000,2609,1,T1,1,100,29.182
1672411495.652823,29991.000,2642,1,T1,1,100,29.362
1672411495.785922,30121.000,2658,1,T1,1,100,29.228
1672411495.917996,30250.000,2676,1,T1,1,100,29.382
1672411496.050071,30379.000,2692,1,T1,1,100,29.414
1672411496.184194,30510.000,2709,1,T1,1,100,29.356
1672411496.316269,30639.000,2746,1,T1,1,100,29.402
1672411496.449368,30769.000,2762,1,T1,1,100,29.316
1672411496.584514,30901.000,2780,1,T1,1,100,29.385
1672411496.718125,31031.500,2812,2,T1,1,100,29.450
1672411496.851735,31162.000,2812,2,T1,1,100,29.585
1672411496.982786,31290.000,2829,1,T1,1,100,29.501
1672411497.117933,31422.000,2846,1,T1,1,100,29.536
1672411497.252055,31553.000,2863,1,T1,1,100,29.551
1672411497.384130,31682.000,2887,1,T1,1,100,29.522
1672411497.516205,31811.000,2903,1,T1,1,100,29.580
1672411497.651352,31943.000,2936,1,T1,1,100,29.570
1672411497.784450,32073.000,2953,1,T1,1,100,29.530
1672411497.917549,32203.000,2970,1,T1,1,100,29.549
1672411498.050648,32333.000,2987,1,T1,1,100,29.592
1672411498.182723,32462.000,3020,1,T1,1,100,29.540
1672411498.315821,32592.000,3038,1,T1,1,100,29.517
1672411498.448920,32722.000,3055,1,T1,1,100,29.472
1672411498.580995,32851.000,3088,1,T1,1,100,29.488
1672411498.714094,32981.000,3104,1,T1,1,100,29.530
1672411498.847193,33111.000,3121,1,T1,1,100,29.619
1672411498.978244,33239.000,3138,1,T1,1,100,29.587
1672411499.111342,33369.000,3172,1,T1,1,100,29.538
1672411499.245465,33500.000,3190,1,T1,1,100,29.516
1672411499.380611,33632.000,3208,1,T1,1,100,29.507
1672411499.514734,33763.000,3241,1,T1,1,100,29.539
1672411499.646809,33892.000,3258,1,T1,1,100,29.552
1672411499.779908,34022.000,3275,1,T1,1,100,29.558
1672411499.913006,34152.000,3292,1,T1,1,100,29.631
1672411500.047129,34283.000,3325,1,T1,1,100,29.628
1672411500.180228,34413.000,3341,1,T1,1,100,29.555
1672411500.313326,34543.000,3361,1,T1,1,100,29.559
1672411500.444377,34671.000,3393,1,T1,1,100,29.561
1672411500.578500,34802.000,3410,1,T1,1,100,29.562
1672411500.710575,34931.000,3427,1,T1,1,100,29.598
1672411500.843674,35061.000,3443,1,T1,1,100,29.613
1672411500.976773,35191.000,3476,1,T1,1,100,29.620
1672411501.108847,35320.000,3493,1,T1,1,100,29.587
1672411501.240922,35449.000,3510,1,T1,1,100,29.644
1672411501.372997,35578.000,3544,1,T1,1,100,29.598
1672411501.506096,35708.000,3561,1,T1,1,100,29.542
1672411501.642266,35841.000,3578,1,T1,1,100,29.554
1672411501.776389,35972.000,3595,1,T1,1,100,29.630
1672411501.907440,36100.000,3628,1,T1,1,100,29.698
1672411502.039515,36229.000,3644,1,T1,1,100,29.727
1672411502.174661,36361.000,3661,1,T1,1,100,29.705
1672411502.307760,36491.000,3696,1,T1,1,100,29.730
1672411502.440859,36621.000,3712,1,T1,1,100,29.671
1672411502.571910,36749.000,3735,1,T1,1,100,29.751
1672411502.703985,36878.000,3751,1,T1,1,100,29.680
1672411502.838107,37009.000,3768,1,T1,1,100,29.684
1672411502.970182,37138.000,3801,1,T1,1,100,29.686
1672411503.103281,37268.000,3819,1,T1,1,100,29.545
1672411503.236380,37398.000,3837,1,T1,1,100,29.626
1672411503.367431,37526.000,3855,1,T1,1,100,29.519
1672411503.500530,37656.000,3888,1,T1,1,100,29.650
1672411503.633628,37786.000,3905,1,T1,1,100,29.707
1672411503.765703,37915.000,3921,1,T1,1,100,29.802
1672411503.899826,38046.000,3938,1,T1,1,100,29.737
1672411504.029853,38173.000,3971,1,T1,1,100,29.744
1672411504.161928,38302.000,3987,1,T1,1,100,29.783
1672411504.297074,38434.000,4007,1,T1,1,100,29.729
1672411504.430173,38564.000,4039,1,T1,1,100,29.705
1672411504.563272,38694.000,4056,1,T1,1,100,29.802
1672411504.696370,38824.000,4073,1,T1,1,100,29.843
1672411504.827421,38952.000,4089,1,T1,1,100,29.861
1672411504.963592,39085.000,4122,1,T1,1,100,29.727
1672411505.097714,39216.000,4139,1,T1,1,100,29.740
1672411505.229789,39345.000,4156,1,T1,1,100,29.710
1672411505.362888,39475.000,4190,1,T1,1,100,29.662
1672411505.497010,39606.000,4207,1,T1,1,100,29.783
1672411505.630109,39736.000,4224,1,T1,1,100,29.764
1672411505.763208,39866.000,4256,1,T1,1,100,29.792
1672411505.897331,39997.000,4274,1,T1,1,100,29.733
1672411506.032477,40129.000,4290,1,T1,1,100,29.742
1672411506.166600,40260.000,4307,1,T1,1,100,29.640
1672411506.296627,40387.000,4342,1,T1,1,100,29.667
1672411506.429726,40517.000,4360,1,T1,1,100,29.714
1672411506.564872,40649.000,4378,1,T1,1,100,29.770
1672411506.698995,40780.000,4410,1,T1,1,100,29.794
1672411506.832093,40910.000,4426,1,T1,1,100,29.769
1672411506.963144,41038.000,4444,1,T1,1,100,29.829
1672411507.096243,41168.000,4460,1,T1,1,100,29.749
1672411507.233437,41302.000,4495,1,T1,1,100,29.785
1672411507.366536,41432.000,4512,1,T1,1,100,29.765
1672411507.498611,41561.000,4528,1,T1,1,100,29.721
1672411507.631710,41691.000,4561,1,T1,1,100,29.808
1672411507.762761,41819.000,4583,1,T1,1,100,29.882
1672411507.895859,41949.000,4600,1,T1,1,100,29.807
1672411508.028958,42079.000,4617,1,T1,1,100,29.739
1672411508.161033,42208.000,4633,1,T1,1,100,29.710
1672411508.294132,42338.000,4668,1,T1,1,100,29.662
1672411508.427231,42468.000,4685,1,T1,1,100,29.676
1672411508.559305,42597.000,4702,1,T1,1,100,29.718
1672411508.692404,42727.000,4719,1,T1,1,100,29.807
1672411508.827551,42859.000,4752,1,T1,1,100,29.739
1672411508.961673,42990.000,4768,1,T1,1,100,29.816
1672411509.094772,43120.000,4785,1,T1,1,100,29.850
1672411509.226847,43249.000,4820,1,T1,1,100,29.829
1672411509.361993,43381.000,4836,1,T1,1,100,29.784
1672411509.496116,43512.000,4853,1,T1,1,100,29.871
1672411509.628191,43641.000,4870,1,T1,1,100,29.909
1672411509.761289,43771.000,4902,1,T1,1,100,29.925
1672411509.894388,43901.000,4920,1,T1,1,100,30.003
1672411510.028511,44032.000,4936,1,T1,1,100,30.001
1672411510.161609,44162.000,4969,1,T1,1,100,29.894
1672411510.294708,44292.000,4988,1,T1,1,100,29.883
1672411510.426783,44421.000,5004,1,T1,1,100,29.914
1672411510.560906,44552.000,5024,1,T1,1,100,29.963
1672411510.692981,44681.000,5056,1,T1,1,100,30.019
1672411510.825056,44810.000,5072,1,T1,1,100,29.973
1672411510.959178,44941.000,5090,1,T1,1,100,29.846
1672411511.092277,45071.000,5122,1,T1,1,100,29.792
1672411511.224352,45200.000,5139,1,T1,1,100,29.804
1672411511.356427,45329.000,5158,1,T1,1,100,29.809
1672411511.489525,45459.000,5174,1,T1,1,100,29.846
1672411511.625696,45592.000,5207,1,T1,1,100,29.863
1672411511.759818,45723.000,5224,1,T1,1,100,29.941
1672411511.891893,45852.000,5241,1,T1,1,100,29.903
1672411512.024992,45982.000,5273,1,T1,1,100,29.816
1672411512.159114,46113.000,5290,1,T1,1,100,29.850
1672411512.293237,46244.000,5309,1,T1,1,100,29.899
1672411512.426336,46374.000,5326,1,T1,1,100,29.921
1672411512.559435,46504.000,5359,1,T1,1,100,30.001
1672411512.690486,46632.000,5375,1,T1,1,100,30.001
1672411512.824608,46763.000,5392,1,T1,1,100,29.929
1672411512.957195,46892.500,5430,2,T1,1,100,29.934
1672411513.089782,47022.000,5430,2,T1,1,100,29.865
1672411513.224928,47154.000,5463,1,T1,1,100,29.871
1672411513.359051,47285.000,5481,1,T1,1,100,29.944
1672411513.492150,47415.000,5498,1,T1,1,100,29.976
1672411513.623201,47543.000,5533,1,T1,1,100,30.060
1672411513.756299,47673.000,5549,1,T1,1,100,29.991
1672411513.893493,47807.000,5567,1,T1,1,100,29.996
1672411514.026592,47937.000,5599,1,T1,1,100,29.963
1672411514.157643,48065.000,5616,1,T1,1,100,29.984
1672411514.289718,48194.000,5635,1,T1,1,100,30.028
1672411514.422817,48324.000,5651,1,T1,1,100,30.083
1672411514.555916,48454.000,5684,1,T1,1,100,30.036
1672411514.689014,48584.000,5701,1,T1,1,100,30.122
1672411514.821089,48713.000,5717,1,T1,1,100,30.124
1672411514.954188,48843.000,5735,1,T1,1,100,30.054
1672411515.087287,48973.000,5767,1,T1,1,100,30.023
1672411515.219362,49102.000,5786,1,T1,1,100,30.081
1672411515.352460,49232.000,5805,1,T1,1,100,30.070
1672411515.485559,49362.000,5838,1,T1,1,100,29.960
1672411515.616610,49490.000,5854,1,T1,1,100,30.018
1672411515.749709,49620.000,5871,1,T1,1,100,29.937
1672411515.882808,49750.000,5887,1,T1,1,100,29.973
1672411516.014883,49879.000,5920,1,T1,1,100,29.917
1672411516.150029,50011.000,5937,1,T1,1,100,29.893
1672411516.282104,50140.000,5956,1,T1,1,100,29.883
1672411516.415203,50270.000,5988,1,T1,1,100,29.985
1672411516.548301,50400.000,6006,1,T1,1,100,29.993
1672411516.682424,50531.000,6022,1,T1,1,100,29.962
1672411516.815523,50661.000,6041,1,T1,1,100,29.983
1672411516.948622,50791.000,6074,1,T1,1,100,29.922
1672411517.080696,50920.000,6090,1,T1,1,100,29.931
1672411517.217891,51054.000,6108,1,T1,1,100,29.970
1672411517.350989,51184.000,6142,1,T1,1,100,29.987
1672411517.483064,51313.000,6158,1,T1,1,100,29.994
1672411517.616163,51443.000,6176,1,T1,1,100,29.891
1672411517.749262,51573.000,6208,1,T1,1,100,29.847
1672411517.880313,51701.000,6225,1,T1,1,100,29.898
1672411518.013412,51831.000,6242,1,T1,1,100,29.920
1672411518.146510,51961.000,6258,1,T1,1,100,29.966
1672411518.281657,52093.000,6297,2,T1,1,100,30.021
1672411518.416803,52225.000,6297,2,T1,1,100,29.938
1672411518.547854,52353.000,6330,1,T1,1,100,29.831
1672411518.679929,52482.000,6346,1,T1,1,100,29.927
1672411518.815075,52614.000,6363,1,T1,1,100,30.004
1672411518.949198,52745.000,6398,1,T1,1,100,29.966
1672411519.082297,52875.000,6414,1,T1,1,100,30.056
1672411519.214372,53004.000,6432,1,T1,1,100,30.024
1672411519.345423,53132.000,6450,1,T1,1,100,30.117
1672411519.481593,53265.000,6483,1,T1,1,100,30.086
1672411519.615716,53396.000,6500,1,T1,1,100,30.002
1672411519.747790,53525.000,6516,1,T1,1,100,30.036
1672411519.880889,53655.000,6534,1,T1,1,100,30.051
1672411520.011940,53783.000,6550,1,T1,1,100,30.093
1672411520.145039,53913.000,6583,1,T1,1,100,30.111
1672411520.278138,54043.000,6602,1,T1,1,100,30.154
1672411520.410213,54172.000,6618,1,T1,1,100,30.173
1672411520.543311,54302.000,6654,2,T1,1,100,30.146
1672411520.676410,54432.000,6654,2,T1,1,100,30.169
1672411520.807461,54560.000,6670,1,T1,1,100,30.180
1672411520.939536,54689.000,6688,1,T1,1,100,30.113
1672411521.073659,54820.000,6704,1,T1,1,100,30.191
1672411521.208805,54952.000,6737,1,T1,1,100,30.224
1672411521.341904,55082.000,6756,1,T1,1,100,30.239
1672411521.472955,55210.000,6772,1,T1,1,100,30.068
1672411521.609125,55343.000,6805,1,T1,1,100,30.171
1672411521.743248,55474.000,6822,1,T1,1,100,30.180
1672411521.875323,55603.000,6839,1,T1,1,100,30.291
1672411522.008421,55733.000,6871,1,T1,1,100,30.197
1672411522.142544,55864.000,6888,1,T1,1,100,30.227
1672411522.273595,55992.000,6907,1,T1,1,100,30.275
1672411522.406694,56122.000,6924,1,T1,1,100,30.155
1672411522.539793,56252.000,6957,1,T1,1,100,30.067
1672411522.671867,56381.000,6973,1,T1,1,100,30.064
1672411522.805990,56512.000,6990,1,T1,1,100,30.134
1672411522.938065,56641.000,7007,1,T1,1,100,30.164
1672411523.070140,56770.000,7037,1,T1,1,100,30.142
1672411523.204262,56901.000,7054,1,T1,1,100,30.097
1672411523.338385,57032.000,7071,1,T1,1,100,30.148
1672411523.470460,57161.000,7110,2,T1,1,100,30.135
1672411523.602535,57290.000,7110,2,T1,1,100,30.129
1672411523.734610,57419.000,7125,1,T1,1,100,30.162
1672411523.871804,57553.000,7158,1,T1,1,100,30.177
1672411524.004903,57683.000,7174,1,T1,1,100,30.147
1672411524.136977,57812.000,7189,1,T1,1,100,30.170
1672411524.270076,57942.000,7222,1,T1,1,100,30.145
1672411524.402151,58071.000,7238,1,T1,1,100,30.063
1672411524.537297,58203.000,7254,1,T1,1,100,30.027
1672411524.670396,58333.000,7270,1,T1,1,100,30.083
1672411524.803495,58463.000,7301,1,T1,1,100,30.178
1672411524.935570,58592.000,7316,1,T1,1,100,30.183
1672411525.068669,58722.000,7332,1,T1,1,100,30.186
1672411525.199720,58850.000,7365,1,T1,1,100,30.187
1672411525.331795,58979.000,7382,1,T1,1,100,30.223
1672411525.466941,59111.000,7398,1,T1,1,100,30.132
1672411525.601063,59242.000,7414,1,T1,1,100,30.128
1672411525.734162,59372.000,7444,1,T1,1,100,30.126
