LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1672411490.227513,24692.000,1782,1,B%,1,100,100
1672411491.226778,25668.000,1935,1,B%,1,100,100
1672411492.226042,26644.000,2109,1,B%,1,100,100
1672411493.224283,27619.000,2261,1,B%,1,100,100
1672411494.227643,28599.000,2414,1,B%,1,100,100
1672411495.228955,29577.000,2585,1,B%,1,100,100
1672411496.224123,30549.000,2736,1,B%,1,100,100
1672411497.224412,31526.000,2874,1,B%,1,100,100
1672411498.222652,32501.000,3031,1,B%,1,100,100
1672411499.218845,33474.000,3201,1,B%,1,100,100
1672411500.220157,34452.000,3352,1,B%,1,100,100
1672411501.216350,35425.000,3521,1,B%,1,100,100
1672411502.214591,36400.000,3688,1,B%,1,100,100
1672411503.208736,37371.000,3848,1,B%,1,100,100
1672411504.201857,38341.000,3998,1,B%,1,100,100
1672411505.203170,39319.000,4167,1,B%,1,100,100
1672411506.206529,40299.000,4334,1,B%,1,100,100
1672411507.205794,41275.000,4487,1,B%,1,100,100
1672411508.200963,42247.000,4661,1,B%,1,100,100
1672411509.200227,43223.000,4811,1,B%,1,100,100
1672411510.201539,44201.000,4980,1,B%,1,100,100
1672411511.199780,45176.000,5150,1,B%,1,100,100
1672411512.200068,46153.000,5301,1,B%,1,100,100
1672411513.197285,47127.000,5474,1,B%,1,100,100
1672411514.196549,48103.000,5627,1,B%,1,100,100
1672411515.192742,49076.000,5797,1,B%,1,100,100
1672411516.189959,50050.000,5948,1,B%,1,100,100
1672411517.190247,51027.000,6119,1,B%,1,100,100
1672411518.187464,52001.000,6286,1,B%,1,100,100
1672411519.187752,52978.000,6443,1,B%,1,100,100
1672411520.184969,53952.000,6594,1,B%,1,100,100
1672411521.183209,54927.000,6748,1,B%,1,100,100
1672411522.182474,55903.000,6899,1,B%,1,100,100
1672411523.176619,56874.000,7065,1,B%,1,100,100
1672411524.176907,57851.000,7216,1,B%,1,100,100
1672411525.173100,58824.000,7357,1,B%,1,100,100
1672411526.175436,59803.000,7518,1,B%,1,100,100
1672411527.170605,60775.000,7682,1,B%,1,100,100
1672411528.163726,61745.000,7826,1,B%,1,100,100
1672411529.166062,62724.000,7977,1,B%,1,100,100
1672411530.163279,63698.000,8140,1,B%,1,100,100
1672411531.165615,64677.000,8304,1,B%,1,100,100
1672411532.164879,65653.000,8450,1,B%,1,100,100
1672411533.162096,66627.000,8613,1,B%,1,100,100
1672411534.166480,67608.000,8765,1,B%,1,100,100
1672411535.160625,68579.000,8928,1,B%,1,100,100
1672411536.162961,69558.000,9080,1,B%,1,100,100
1672411537.162225,70534.000,9245,1,B%,1,100,100
1672411538.158418,71507.000,9410,1,B%,1,100,100
1672411539.158706,72484.000,9557,1,B%,1,100,100
1672411540.155923,73458.000,9725,1,B%,1,100,100
