LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1672411490.342183,24804,1785,1,HR,1,100,14
1672411492.245495,26663,2091,1,HR,1,100,16
1672411493.821179,28202,2346,1,HR,1,100,18
1672411495.235098,29583,2566,1,HR,1,100,21
1672411496.349032,30671,2739,1,HR,1,100,25
1672411499.088818,33347,3165,1,HR,1,100,25
1672411503.081780,37247,3812,1,HR,1,100,24
1672411506.380581,40469,4353,1,HR,1,100,23
1672411510.541453,44533,5016,1,HR,1,100,22
1672411513.641630,47561,5526,1,HR,1,100,22
1672411515.212195,49095,5778,1,HR,1,100,24
1672411516.782760,50629,6034,1,HR,1,100,25
1672411519.036224,52830,6391,1,HR,1,100,26
1672411520.442975,54204,6630,1,HR,1,100,28
1672411523.917876,57598,7151,1,HR,1,100,26
1672411526.777452,60391,7600,1,HR,1,100,26
1672411529.146609,62705,7961,1,HR,1,100,26
1672411530.755056,64276,8220,1,HR,1,100,27
1672411531.771726,65269,8369,1,HR,1,100,31
1672411534.636420,68067,8833,1,HR,1,100,30
1672411535.352082,68766,8948,1,HR,1,100,36
1672411537.219560,70590,9247,1,HR,1,100,36
1672411539.111610,72438,9539,1,HR,1,100,35
1672411540.028967,73334,9676,1,HR,1,100,39
1672411542.930520,76168,10130,1,HR,1,100,37
1672411545.194222,78379,10490,1,HR,1,100,36
1672411548.167443,81283,10961,1,HR,1,100,34
1672411549.980658,83054,11242,1,HR,1,100,34
1672411551.910589,84939,11535,1,HR,1,100,33
1672411554.572564,87539,11966,1,HR,1,100,32
1672411555.985459,88919,12169,1,HR,1,100,33
1672411556.721597,89638,12287,1,HR,1,100,39
1672411559.089731,91951,12660,1,HR,1,100,38
1672411560.419694,93250,12875,1,HR,1,100,39
1672411566.265801,98960,13770,1,HR,1,100,35
1672411567.194420,99867,13922,1,HR,1,100,39
1672411567.957179,100612,14034,1,HR,1,100,44
1672411568.927775,101560,14196,1,HR,1,100,46
1672411570.581271,103175,14462,1,HR,1,100,45
1672411573.877001,106394,14953,1,HR,1,100,42
1672411578.686985,111092,15703,1,HR,1,100,38
1672411580.975259,113327,16060,1,HR,1,100,37
1672411581.871116,114202,16197,1,HR,1,100,40
1672411582.632850,114946,16312,1,HR,1,100,45
1672411583.726308,116014,16491,1,HR,1,100,46
1672411586.302280,118530,16904,1,HR,1,100,44
1672411587.674221,119870,17115,1,HR,1,100,44
1672411590.617751,122745,17574,1,HR,1,100,41
1672411591.912904,124010,17774,1,HR,1,100,42
1672411594.693644,126726,18196,1,HR,1,100,39
1672411597.182591,129157,18580,1,HR,1,100,37
1672411599.358243,131282,18910,1,HR,1,100,36
1672411600.570466,132466,19062,1,HR,1,100,38
1672411601.410012,133286,19195,1,HR,1,100,42
1672411603.356325,135187,19492,1,HR,1,100,41
1672411604.153893,135966,19623,1,HR,1,100,45
1672411606.533289,138290,20001,1,HR,1,100,42
1672411607.288881,139028,20122,1,HR,1,100,47
1672411608.382338,140096,20288,1,HR,1,100,48
1672411609.995904,141672,20538,1,HR,1,100,47
1672411611.246008,142893,20749,1,HR,1,100,47
1672411612.095793,143723,20886,1,HR,1,100,50
1672411613.946889,145531,21166,1,HR,1,100,48
1672411614.704528,146271,21283,1,HR,1,100,51
1672411616.453241,147979,21563,1,HR,1,100,49
1672411617.172998,148682,21678,1,HR,1,100,53
1672411618.859257,150329,21944,1,HR,1,100,51
1672411619.591300,151044,22058,1,HR,1,100,55
1672411621.399395,152810,22352,1,HR,1,100,53
1672411622.200035,153592,22470,1,HR,1,100,55
1672411624.621408,155957,22869,1,HR,1,100,52
1672411626.726416,158013,23195,1,HR,1,100,49
1672411630.744974,161938,23820,1,HR,1,100,45
1672411631.919315,163085,24002,1,HR,1,100,46
1672411633.369067,164501,24230,1,HR,1,100,45
1672411634.180969,165294,24368,1,HR,1,100,49
1672411635.793512,166869,24610,1,HR,1,100,47
1672411638.141169,169162,24988,1,HR,1,100,45
1672411638.904951,169908,25108,1,HR,1,100,49
1672411640.588138,171552,25387,1,HR,1,100,47
1672411643.770222,174660,25872,1,HR,1,100,44
1672411644.545266,175417,26013,1,HR,1,100,48
1672411645.475933,176326,26159,1,HR,1,100,50
1672411646.275550,177107,26289,1,HR,1,100,53
1672411647.009640,177824,26406,1,HR,1,100,57
1672411647.963856,178756,26550,1,HR,1,100,57
1672411648.737876,179512,26666,1,HR,1,100,60
1672411651.283134,181998,27080,1,HR,1,100,56
1672411652.041797,182739,27198,1,HR,1,100,58
1672411652.973488,183649,27344,1,HR,1,100,59
1672411654.504123,185144,27596,1,HR,1,100,57
1672411655.338550,185959,27728,1,HR,1,100,59
1672411656.154548,186756,27859,1,HR,1,100,61
1672411656.929592,187513,27973,1,HR,1,100,63
1672411657.728184,188293,28109,1,HR,1,100,64
1672411659.100125,189633,28318,1,HR,1,100,62
1672411661.520475,191997,28693,1,HR,1,100,57
1672411663.924443,194345,29085,1,HR,1,100,54
1672411665.711037,196090,29354,1,HR,1,100,51
1672411667.919453,198247,29692,1,HR,1,100,48
1672411669.327228,199622,29908,1,HR,1,100,48
1672411672.351641,202576,30370,1,HR,1,100,45
1672411674.926589,205091,30762,1,HR,1,100,42
1672411676.573942,206700,31010,1,HR,1,100,41
1672411677.550682,207654,31158,1,HR,1,100,44
1672411679.202131,209267,31389,1,HR,1,100,43
1672411679.681286,209735,31471,1,HR,1,100,53
1672411680.887365,210913,31653,1,HR,1,100,52
1672411682.135422,212132,31852,1,HR,1,100,52
1672411684.238382,214186,32182,1,HR,1,100,49
1672411687.783928,217649,32743,1,HR,1,100,45
1672411690.764316,220560,33214,1,HR,1,100,42
1672411694.562749,224270,33805,1,HR,1,100,39
1672411697.585114,227222,34270,1,HR,1,100,37
1672411699.559071,229150,34569,1,HR,1,100,36
1672411702.811800,232327,35069,1,HR,1,100,34
1672411704.800090,234269,35366,1,HR,1,100,34
1672411706.691116,236116,35649,1,HR,1,100,34
1672411709.277327,238642,36030,1,HR,1,100,32
1672411711.167329,240488,36323,1,HR,1,100,32
1672411712.139974,241438,36471,1,HR,1,100,36
1672411714.682160,243921,36870,1,HR,1,100,34
1672411716.338727,245539,37130,1,HR,1,100,35
1672411718.785696,247929,37511,1,HR,1,100,33
1672411720.239544,249349,37740,1,HR,1,100,34
1672411722.065045,251132,38023,1,HR,1,100,34
1672411723.872116,252897,38301,1,HR,1,100,34
1672411726.818717,255775,38758,1,HR,1,100,33
1672411728.510095,257427,39025,1,HR,1,100,33
1672411730.770726,259635,39382,1,HR,1,100,32
1672411731.527341,260374,39498,1,HR,1,100,38
1672411733.427582,262230,39795,1,HR,1,100,37
1672411736.567688,265297,40283,1,HR,1,100,35
1672411738.894869,267570,40654,1,HR,1,100,34
1672411740.597509,269233,40915,1,HR,1,100,34
1672411743.125361,271702,41309,1,HR,1,100,33
1672411745.626593,274145,41692,1,HR,1,100,32
1672411747.896439,276362,42050,1,HR,1,100,31
1672411750.223619,278635,42414,1,HR,1,100,31
1672411752.647040,281002,42789,1,HR,1,100,30
1672411755.195369,283491,43189,1,HR,1,100,29
1672411756.608263,284871,43417,1,HR,1,100,31
1672411757.533812,285775,43567,1,HR,1,100,35
1672411758.897562,287107,43782,1,HR,1,100,36
1672411759.746322,287936,43919,1,HR,1,100,40
1672411762.127766,290262,44294,1,HR,1,100,38
1672411762.930454,291046,44409,1,HR,1,100,43
1672411764.784621,292857,44709,1,HR,1,100,42
1672411765.549427,293604,44825,1,HR,1,100,46
1672411766.358258,294394,44958,1,HR,1,100,49
1672411767.356499,295369,45124,1,HR,1,100,51
1672411770.478176,298418,45572,1,HR,1,100,47
1672411771.194862,299118,45689,1,HR,1,100,51
1672411772.161363,300062,45852,1,HR,1,100,53
1672411772.925145,300808,45969,1,HR,1,100,56
1672411773.775953,301639,46097,1,HR,1,100,58
1672411774.867363,302705,46279,1,HR,1,100,57
1672411775.626026,303446,46400,1,HR,1,100,60
1672411777.120827,304906,46632,1,HR,1,100,58
1672411778.095520,305858,46778,1,HR,1,100,58
1672411781.471108,309155,47284,1,HR,1,100,53
1672411783.174772,310819,47558,1,HR,1,100,51
1672411784.416686,312032,47735,1,HR,1,100,51
1672411785.308447,312903,47882,1,HR,1,100,53
1672411786.639435,314203,48025,1,HR,1,100,52
1672411788.932829,316443,48401,1,HR,1,100,49
1672411791.878406,319320,48852,1,HR,1,100,46
1672411793.968056,321361,49178,1,HR,1,100,44
1672411796.107875,323451,49522,1,HR,1,100,42
1672411799.535679,326799,50048,1,HR,1,100,39
1672411800.987479,328217,50280,1,HR,1,100,39
1672411801.802453,329013,50398,1,HR,1,100,44
1672411802.595926,329788,50533,1,HR,1,100,47
1672411803.487688,330659,50682,1,HR,1,100,50
1672411804.250446,331404,50798,1,HR,1,100,53
1672411805.064396,332199,50932,1,HR,1,100,56
1672411806.592984,333692,51178,1,HR,1,100,54
1672411807.445840,334525,51296,1,HR,1,100,56
1672411808.563869,335617,51458,1,HR,1,100,56
1672411810.505063,337513,51748,1,HR,1,100,53
1672411811.998841,338972,51972,1,HR,1,100,51
1672411813.563263,340500,52213,1,HR,1,100,50
1672411815.905801,342788,52514,1,HR,1,100,47
1672411818.030261,344863,52850,1,HR,1,100,45
1672411820.139364,346923,53181,1,HR,1,100,43
1672411821.866576,348610,53461,1,HR,1,100,42
1672411823.877391,350574,53777,1,HR,1,100,41
1672411826.221977,352864,54136,1,HR,1,100,39
1672411827.756708,354363,54367,1,HR,1,100,39
1672411833.284401,359762,55242,1,HR,1,100,36
1672411841.503760,367790,56526,1,HR,1,100,32
1672411843.278069,369523,56788,1,HR,1,100,32
1672411849.041244,375152,57696,1,HR,1,100,30
1672411850.773576,376844,57954,1,HR,1,100,30
1672411853.799012,379799,58446,1,HR,1,100,29
1672411854.557675,380540,58548,1,HR,1,100,35
1672411856.009475,381958,58774,1,HR,1,100,36
1672411857.418274,383334,59001,1,HR,1,100,37
1672411858.314131,384209,59129,1,HR,1,100,40
1672411859.757740,385619,59366,1,HR,1,100,41
1672411860.641311,386482,59494,1,HR,1,100,44
1672411862.945967,388733,59855,1,HR,1,100,42
1672411865.117524,390854,60204,1,HR,1,100,40
1672411867.539922,393220,60581,1,HR,1,100,38
1672411868.394825,394055,60713,1,HR,1,100,42
1672411869.845601,395472,60946,1,HR,1,100,42
1672411870.723029,396329,61078,1,HR,1,100,45
1672411872.176877,397749,61307,1,HR,1,100,45
1672411873.026661,398579,61442,1,HR,1,100,48
1672411874.433413,399953,61671,1,HR,1,100,47
1672411875.245315,400746,61791,1,HR,1,100,51
1672411876.575279,402045,62002,1,HR,1,100,50
1672411877.456802,402906,62120,1,HR,1,100,52
1672411878.103866,403538,62234,1,HR,1,100,57
1672411878.863553,404280,62352,1,HR,1,100,60
1672411879.796268,405191,62500,1,HR,1,100,60
1672411880.473024,405852,62589,1,HR,1,100,64
1672411881.282879,406643,62723,1,HR,1,100,65
1672411882.175664,407515,62855,1,HR,1,100,65
1672411882.812490,408137,62957,1,HR,1,100,69
1672411883.583439,408890,63087,1,HR,1,100,70
1672411884.425033,409712,63205,1,HR,1,100,70
1672411885.120218,410391,63322,1,HR,1,100,72
1672411885.840998,411095,63426,1,HR,1,100,74
1672411886.733784,411967,63574,1,HR,1,100,73
1672411887.489375,412705,63688,1,HR,1,100,74
1672411888.301278,413498,63818,1,HR,1,100,74
1672411889.155157,414332,63949,1,HR,1,100,74
1672411889.950678,415109,64083,1,HR,1,100,74
1672411890.597743,415741,64172,1,HR,1,100,76
1672411892.414029,417515,64439,1,HR,1,100,71
1672411895.472228,420502,64865,1,HR,1,100,65
1672411897.520925,422503,65179,1,HR,1,100,61
1672411899.227660,424170,65441,1,HR,1,100,58
1672411900.640555,425550,134,1,HR,1,100,56
1672411902.328861,427199,401,1,HR,1,100,54
1672411904.500418,429320,746,1,HR,1,100,51
1672411905.396275,430195,897,1,HR,1,100,53
1672411907.288325,432043,1182,1,HR,1,100,50
1672411908.696100,433418,1413,1,HR,1,100,49
1672411909.787510,434484,1589,1,HR,1,100,50
1672411913.861355,438463,2209,1,HR,1,100,46
1672411916.162940,440711,2553,1,HR,1,100,44
1672411918.249518,442749,2869,1,HR,1,100,42
1672411918.899654,443384,2983,1,HR,1,100,48
1672411920.750751,445192,3262,1,HR,1,100,46
1672411924.339298,448697,3748,1,HR,1,100,43
1672411926.077772,450395,4026,1,HR,1,100,42
1672411928.696746,452953,4455,1,HR,1,100,40
1672411929.539363,453776,4587,1,HR,1,100,43
1672411931.642323,455830,4911,1,HR,1,100,42
1672411933.168863,457321,5143,1,HR,1,100,41
1672411936.272112,460352,5624,1,HR,1,100,39
1672411939.822777,463820,6185,1,HR,1,100,36
1672411940.707371,464684,6316,1,HR,1,100,40
1672411946.032345,469885,7154,1,HR,1,100,37
1672411946.827866,470662,7268,1,HR,1,100,41
1672411947.639768,471455,7399,1,HR,1,100,45
1672411948.413789,472211,7516,1,HR,1,100,49
1672411949.207262,472986,7649,1,HR,1,100,52
1672411950.062165,473821,7782,1,HR,1,100,54
1672411950.900687,474640,7914,1,HR,1,100,56
1672411951.714637,475435,8028,1,HR,1,100,59
1672411952.514254,476216,8156,1,HR,1,100,61
1672411953.204319,476890,8275,1,HR,1,100,64
1672411954.811743,478460,8525,1,HR,1,100,61
1672411955.587811,479218,8643,1,HR,1,100,63
1672411956.381284,479993,8773,1,HR,1,100,64
1672411957.234140,480826,8907,1,HR,1,100,65
