LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1672411492.132873,26553.000,2070,2,RD,1,100,TL
1672411492.132873,26553.000,2070,2,RD,1,100,TU
1672411494.758502,29117.500,2877,2,RD,1,100,TL
1672411497.384130,31682.000,2877,2,RD,1,100,TU
1672411499.998497,34235.500,3725,2,RD,1,100,TL
1672411502.612863,36789.000,3725,2,RD,1,100,TU
1672411505.228253,39343.500,4574,2,RD,1,100,TL
1672411507.843644,41898.000,4574,2,RD,1,100,TU
1672411510.456986,44450.500,5421,2,RD,1,100,TL
1672411513.070329,47003.000,5421,2,RD,1,100,TU
1672411515.695446,49567.000,6289,2,RD,1,100,TL
1672411518.320562,52131.000,6289,2,RD,1,100,TU
1672411520.950286,54699.500,7100,2,RD,1,100,TL
1672411523.580010,57268.000,7100,2,RD,1,100,TU
1672411526.183626,59811.000,7907,2,RD,1,100,TL
1672411528.787243,62354.000,7907,2,RD,1,100,TU
1672411531.402633,64908.500,8728,2,RD,1,100,TL
1672411534.018023,67463.000,8728,2,RD,1,100,TU
1672411536.632902,70017.000,9560,2,RD,1,100,TL
1672411539.247780,72571.000,9560,2,RD,1,100,TU
1672411541.862146,75124.500,10373,2,RD,1,100,TL
1672411544.476513,77678.000,10373,2,RD,1,100,TU
1672411547.091903,80232.500,11189,2,RD,1,100,TL
1672411549.707293,82787.000,11189,2,RD,1,100,TU
1672411552.323195,85342.000,12017,2,RD,1,100,TL
1672411554.939098,87897.000,12017,2,RD,1,100,TU
1672411557.552952,90450.000,12821,2,RD,1,100,TL
1672411560.166807,93003.000,12821,2,RD,1,100,TU
1672411562.777078,95552.500,13633,2,RD,1,100,TL
1672411565.387349,98102.000,13633,2,RD,1,100,TU
1672411568.013489,100667.000,14458,2,RD,1,100,TL
1672411570.639630,103232.000,14458,2,RD,1,100,TU
1672411573.269866,105801.000,15260,2,RD,1,100,TL
1672411575.900102,108370.000,15260,2,RD,1,100,TU
1672411578.514980,110924.000,16078,2,RD,1,100,TL
1672411581.129858,113478.000,16078,2,RD,1,100,TU
1672411583.744737,116032.000,16899,2,RD,1,100,TL
1672411586.359615,118586.000,16899,2,RD,1,100,TU
1672411588.974494,121140.000,17721,2,RD,1,100,TL
1672411591.589372,123694.000,17721,2,RD,1,100,TU
1672411594.216024,126259.500,18528,2,RD,1,100,TL
1672411596.842677,128825.000,18528,2,RD,1,100,TU
1672411599.454996,131376.500,19292,2,RD,1,100,TL
1672411602.067314,133928.000,19292,2,RD,1,100,TU
1672411604.700622,136500.000,20117,2,RD,1,100,TL
1672411607.333929,139072.000,20117,2,RD,1,100,TU
1672411609.944200,141621.500,20952,2,RD,1,100,TL
1672411612.554471,144171.000,20952,2,RD,1,100,TU
1672411615.165255,146721.000,21774,2,RD,1,100,TL
1672411617.776037,149271.000,21774,2,RD,1,100,TU
1672411620.390404,151824.500,22603,2,RD,1,100,TL
1672411623.004770,154378.000,22603,2,RD,1,100,TU
1672411625.624256,156936.500,23427,2,RD,1,100,TL
1672411628.243742,159495.000,23427,2,RD,1,100,TU
1672411630.869882,162060.000,24248,2,RD,1,100,TL
1672411633.496023,164625.000,24248,2,RD,1,100,TU
1672411636.132914,167200.500,25085,2,RD,1,100,TL
1672411638.769804,169776.000,25085,2,RD,1,100,TU
1672411641.407719,172352.500,25924,2,RD,1,100,TL
1672411644.045634,174929.000,25924,2,RD,1,100,TU
1672411646.660000,177482.500,26751,2,RD,1,100,TL
1672411649.274367,180036.000,26751,2,RD,1,100,TU
1672411651.902043,182602.500,27591,2,RD,1,100,TL
1672411654.529719,185169.000,27591,2,RD,1,100,TU
1672411657.145622,187724.000,28415,2,RD,1,100,TL
1672411659.761524,190279.000,28415,2,RD,1,100,TU
1672411662.378962,192835.500,29235,2,RD,1,100,TL
1672411664.996399,195392.000,29235,2,RD,1,100,TU
1672411667.608206,197943.000,30040,2,RD,1,100,TL
1672411670.220013,200494.000,30040,2,RD,1,100,TU
1672411672.842570,203055.500,30845,2,RD,1,100,TL
1672411675.465127,205617.000,30845,2,RD,1,100,TU
1672411678.109185,208199.500,31635,2,RD,1,100,TL
1672411680.753243,210782.000,31635,2,RD,1,100,TU
1672411683.392693,213360.000,32465,2,RD,1,100,TL
1672411686.032144,215938.000,32465,2,RD,1,100,TU
1672411688.627057,218472.500,33281,2,RD,1,100,TL
1672411691.221971,221007.000,33281,2,RD,1,100,TU
1672411693.846064,223570.000,34101,2,RD,1,100,TL
1672411696.470157,226133.000,34101,2,RD,1,100,TU
1672411699.084523,228686.500,34899,2,RD,1,100,TL
1672411701.698889,231240.000,34899,2,RD,1,100,TU
1672411704.324518,233804.500,35667,2,RD,1,100,TL
1672411706.950147,236369.000,35667,2,RD,1,100,TU
1672411709.587549,238945.000,36490,2,RD,1,100,TL
1672411712.224952,241521.000,36490,2,RD,1,100,TU
1672411714.828057,244063.500,37297,2,RD,1,100,TL
1672411717.431161,246606.000,37297,2,RD,1,100,TU
1672411720.055254,249169.000,38120,2,RD,1,100,TL
1672411722.679347,251732.000,38120,2,RD,1,100,TU
1672411725.304463,254296.000,38938,2,RD,1,100,TL
1672411727.929580,256860.000,38938,2,RD,1,100,TU
1672411730.552137,259421.500,39761,2,RD,1,100,TL
1672411733.174694,261983.000,39761,2,RD,1,100,TU
1672411735.819776,264566.500,40581,2,RD,1,100,TL
1672411738.464857,267150.000,40581,2,RD,1,100,TU
1672411741.071033,269695.500,41392,2,RD,1,100,TL
1672411743.677209,272241.000,41392,2,RD,1,100,TU
1672411746.306421,274809.000,42215,2,RD,1,100,TL
1672411748.935633,277377.000,42215,2,RD,1,100,TU
1672411751.558702,279939.000,43037,2,RD,1,100,TL
1672411754.181771,282501.000,43037,2,RD,1,100,TU
1672411756.796649,285055.000,43866,2,RD,1,100,TL
1672411759.411528,287609.000,43866,2,RD,1,100,TU
1672411762.034597,290171.000,44687,2,RD,1,100,TL
1672411764.657666,292733.000,44687,2,RD,1,100,TU
1672411767.303771,295317.500,45500,2,RD,1,100,TL
1672411769.949877,297902.000,45500,2,RD,1,100,TU
1672411772.569362,300460.500,46327,2,RD,1,100,TL
1672411775.188848,303019.000,46327,2,RD,1,100,TU
1672411777.806286,305575.500,47132,2,RD,1,100,TL
1672411780.423724,308132.000,47132,2,RD,1,100,TU
1672411783.040650,310688.000,47933,2,RD,1,100,TL
1672411785.657576,313244.000,47933,2,RD,1,100,TU
1672411788.272966,315798.500,48700,2,RD,1,100,TL
1672411790.888356,318353.000,48700,2,RD,1,100,TU
1672411793.521152,320924.500,49517,2,RD,1,100,TL
1672411796.153947,323496.000,49517,2,RD,1,100,TU
1672411798.775992,326057.000,50344,2,RD,1,100,TL
1672411801.398038,328618.000,50344,2,RD,1,100,TU
1672411804.048238,331206.500,51173,2,RD,1,100,TL
1672411806.698439,333795.000,51173,2,RD,1,100,TU
1672411809.311270,336347.000,51967,2,RD,1,100,TL
1672411811.924100,338899.000,51967,2,RD,1,100,TU
1672411814.538467,341452.500,52712,2,RD,1,100,TL
1672411817.152833,344006.000,52712,2,RD,1,100,TU
1672411819.767712,346560.000,53543,2,RD,1,100,TL
1672411822.382590,349114.000,53543,2,RD,1,100,TU
1672411825.013850,351684.000,54362,2,RD,1,100,TL
1672411827.645109,354254.000,54362,2,RD,1,100,TU
1672411830.277905,356825.500,55189,2,RD,1,100,TL
1672411832.910701,359397.000,55189,2,RD,1,100,TU
1672411835.531210,361956.500,56006,2,RD,1,100,TL
1672411838.151719,364516.000,56006,2,RD,1,100,TU
1672411840.766086,367069.500,56806,2,RD,1,100,TL
1672411843.380452,369623.000,56806,2,RD,1,100,TU
1672411845.995842,372177.500,57624,2,RD,1,100,TL
1672411848.611233,374732.000,57624,2,RD,1,100,TU
1672411851.237373,377297.000,58441,2,RD,1,100,TL
1672411853.863514,379862.000,58441,2,RD,1,100,TU
1672411856.494774,382432.000,59261,2,RD,1,100,TL
1672411859.126033,385002.000,59261,2,RD,1,100,TU
1672411861.756269,387571.000,60083,2,RD,1,100,TL
1672411864.386505,390140.000,60083,2,RD,1,100,TU
1672411867.003943,392696.500,60908,2,RD,1,100,TL
1672411869.621381,395253.000,60908,2,RD,1,100,TU
1672411872.250081,397820.500,61737,2,RD,1,100,TL
1672411874.878781,400388.000,61737,2,RD,1,100,TU
1672411877.492636,402941.000,62535,2,RD,1,100,TL
1672411880.106490,405494.000,62535,2,RD,1,100,TU
1672411882.719321,408046.000,63355,2,RD,1,100,TL
1672411885.332152,410598.000,63355,2,RD,1,100,TU
1672411887.957268,413162.000,64167,2,RD,1,100,TL
1672411890.582385,415726.000,64167,2,RD,1,100,TU
1672411893.202383,418285.000,64918,2,RD,1,100,TL
1672411895.822380,420844.000,64918,2,RD,1,100,TU
