LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1672411489.996126,24466.000,1730,1,SF,1,100,0.0000
1672411490.261300,24725.000,1764,1,SF,1,100,0.0000
1672411490.596095,25052.000,1819,1,SF,1,100,0.0000
1672411490.995391,25442.000,1885,1,SF,1,100,0.0000
1672411491.325066,25764.000,1936,1,SF,1,100,0.0000
1672411491.657813,26089.000,1987,1,SF,1,100,0.0000
1672411491.922987,26348.000,2036,1,SF,1,100,0.0000
1672411492.259829,26677.000,2092,1,SF,1,100,0.0000
1672411492.591552,27001.000,2143,1,SF,1,100,0.0000
1672411492.926346,27328.000,2194,1,SF,1,100,0.0000
1672411493.259093,27653.000,2243,1,SF,1,100,0.0000
1672411493.592864,27979.000,2295,1,SF,1,100,0.0000
1672411493.994208,28371.000,2363,1,SF,1,100,0.0000
1672411494.330026,28699.000,2415,1,SF,1,100,0.0000
1672411494.659701,29021.000,2465,1,SF,1,100,0.0000
1672411494.996544,29350.000,2515,1,SF,1,100,0.0000
1672411495.261717,29609.000,2567,1,SF,1,100,0.0000
1672411495.593440,29933.000,2619,1,SF,1,100,0.0000
1672411495.925163,30257.000,2669,1,SF,1,100,0.0000
1672411496.256886,30581.000,2719,1,SF,1,100,0.0000
1672411496.591681,30908.000,2773,1,SF,1,100,0.0000
1672411496.989953,31297.000,2822,1,SF,1,100,0.0000
1672411497.258198,31559.000,2856,1,SF,1,100,0.0000
1672411497.589921,31883.000,2914,1,SF,1,100,0.0000
1672411497.924716,32210.000,2963,1,SF,1,100,0.0000
1672411498.257463,32535.000,3013,1,SF,1,100,0.0000
1672411498.654711,32923.000,3081,1,SF,1,100,0.0000
1672411498.985410,33246.000,3131,1,SF,1,100,0.0000
1672411499.252632,33507.000,3183,1,SF,1,100,0.0000
1672411499.587426,33834.000,3234,1,SF,1,100,0.0000
1672411499.987746,34225.000,3302,1,SF,1,100,0.0000
1672411500.320493,34550.000,3354,1,SF,1,100,0.0000
1672411500.584643,34808.000,3403,1,SF,1,100,0.0000
1672411500.916366,35132.000,3454,1,SF,1,100,0.0000
1672411501.248089,35456.000,3503,1,SF,1,100,0.0000
1672411501.649433,35848.000,3571,1,SF,1,100,0.0000
1672411501.980132,36171.000,3621,1,SF,1,100,0.0000
1672411502.248377,36433.000,3671,1,SF,1,100,0.0000
1672411502.646650,36822.000,3728,1,SF,1,100,0.0000
1672411502.910800,37080.000,3778,1,SF,1,100,0.0000
1672411503.243546,37405.000,3830,1,SF,1,100,0.0000
1672411503.573222,37727.000,3881,1,SF,1,100,0.0000
1672411503.970470,38115.000,3948,1,SF,1,100,0.0000
1672411504.304241,38441.000,4000,1,SF,1,100,0.0000
1672411504.570439,38701.000,4049,1,SF,1,100,0.0000
1672411504.903185,39026.000,4100,1,SF,1,100,0.0000
1672411505.235932,39351.000,4149,1,SF,1,100,0.0000
