LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1672411522.744560,56452,7376,1,SR,1,100,2.533334
1672411525.541681,59184,7583,1,SR,1,100,1.066667
1672411526.738546,60353,7664,1,SR,1,100,0.400000
1672411527.535091,61131,7731,1,SR,1,100,0.066667
1672411528.799529,62366,7928,1,SR,1,100,0.066667
1672411529.132276,62691,8012,1,SR,1,100,0.200000
1672411529.732244,63277,8092,1,SR,1,100,0.133333
1672411530.262591,63795,8222,1,SR,1,100,0.400000
1672411530.929109,64446,8271,1,SR,1,100,0.066667
1672411531.130804,64643,8417,1,SR,1,100,0.866667
1672411532.263167,65749,8531,1,SR,1,100,0.400000
1672411532.930709,66401,8595,1,SR,1,100,0.133333
1672411533.195883,66660,8631,1,SR,1,100,0.066667
1672411533.397578,66857,8664,1,SR,1,100,0.133333
1672411533.799946,67250,8733,1,SR,1,100,0.133333
1672411534.199242,67640,8784,1,SR,1,100,0.066667
1672411534.664064,68094,8931,1,SR,1,100,0.600000
1672411535.394059,68807,8965,1,SR,1,100,0.066667
1672411535.595755,69004,8999,1,SR,1,100,0.066667
1672411535.928502,69329,9047,1,SR,1,100,0.066667
1672411536.262273,69655,9113,1,SR,1,100,0.066667
1672411536.592972,69978,9177,1,SR,1,100,0.200000
1672411536.929814,70307,9211,1,SR,1,100,0.066667
1672411537.127414,70500,9264,1,SR,1,100,0.200000
1672411537.592236,70954,9328,1,SR,1,100,0.066667
1672411538.058082,71409,9393,1,SR,1,100,0.066667
1672411538.258754,71605,9474,1,SR,1,100,0.400000
1672411538.926295,72257,9541,1,SR,1,100,0.133333
1672411539.191469,72516,9628,1,SR,1,100,0.466667
1672411540.189709,73491,9728,1,SR,1,100,0.066667
1672411540.387310,73684,9776,1,SR,1,100,0.133333
1672411540.654531,73945,9808,1,SR,1,100,0.066667
1672411541.121401,74401,9891,1,SR,1,100,0.133333
1672411541.786894,75051,10017,1,SR,1,100,0.333333
1672411543.451653,76677,10291,1,SR,1,100,0.466667
1672411544.446821,77649,10409,1,SR,1,100,0.200000
1672411544.778545,77973,10492,1,SR,1,100,0.333333
1672411545.512635,78690,10588,1,SR,1,100,0.200000
1672411545.979505,79146,10637,1,SR,1,100,0.066667
1672411546.445350,79601,10735,1,SR,1,100,0.266667
1672411547.108796,80249,10847,1,SR,1,100,0.333333
1672411548.771507,81873,11103,1,SR,1,100,0.266667
1672411549.169779,82262,11154,1,SR,1,100,0.200000
1672411549.501502,82586,11193,1,SR,1,100,0.066667
1672411549.833225,82910,11244,1,SR,1,100,0.066667
1672411550.034921,83107,11279,1,SR,1,100,0.133333
1672411550.435241,83498,11343,1,SR,1,100,0.133333
1672411551.232810,84277,11471,1,SR,1,100,0.133333
1672411551.765205,84797,11554,1,SR,1,100,0.200000
1672411552.096928,85121,11590,1,SR,1,100,0.066667
1672411552.562773,85576,11716,1,SR,1,100,0.333333
1672411553.029643,86032,11733,1,SR,1,100,0.066667
1672411553.229291,86227,11768,1,SR,1,100,0.066667
1672411553.432010,86425,11802,1,SR,1,100,0.066667
1672411553.631659,86620,11866,1,SR,1,100,0.200000
1672411553.963382,86944,11917,1,SR,1,100,0.266667
1672411554.493729,87462,11983,1,SR,1,100,0.066667
1672411554.692353,87656,12021,1,SR,1,100,0.066667
1672411554.889954,87849,12039,1,SR,1,100,0.066667
1672411555.625068,88567,12187,1,SR,1,100,0.333333
1672411556.090914,89022,12237,1,SR,1,100,0.200000
1672411556.693954,89611,12351,1,SR,1,100,0.333333
1672411557.159799,90066,12401,1,SR,1,100,0.133333
1672411557.429068,90329,12450,1,SR,1,100,0.266667
1672411557.826317,90717,12484,1,SR,1,100,0.066667
1672411558.559383,91433,12627,1,SR,1,100,0.200000
1672411558.892130,91758,12923,1,SR,1,100,1.800000
1672411562.683397,95461,13258,1,SR,1,100,0.200000
1672411563.149242,95916,13308,1,SR,1,100,0.066667
1672411563.481989,96241,13388,1,SR,1,100,0.266667
1672411564.017456,96764,13500,1,SR,1,100,0.400000
1672411564.817072,97545,13598,1,SR,1,100,0.266667
1672411565.216368,97935,13637,1,SR,1,100,0.066667
1672411565.548091,98259,13686,1,SR,1,100,0.066667
1672411565.747739,98454,13720,1,SR,1,100,0.066667
1672411566.211537,98907,13803,1,SR,1,100,0.133333
1672411566.475687,99165,13836,1,SR,1,100,0.066667
1672411566.809458,99491,13886,1,SR,1,100,0.133333
1672411567.076679,99752,13938,1,SR,1,100,0.200000
1672411568.343165,100989,14132,1,SR,1,100,0.133333
1672411569.009682,101640,14230,1,SR,1,100,0.066667
1672411569.209331,101835,14281,1,SR,1,100,0.266667
1672411569.874824,102485,14409,1,SR,1,100,0.400000
1672411570.410291,103008,14464,1,SR,1,100,0.200000
1672411570.740990,103331,14514,1,SR,1,100,0.133333
1672411571.139262,103720,14595,1,SR,1,100,0.266667
1672411571.670633,104239,14628,1,SR,1,100,0.066667
1672411571.874377,104438,14662,1,SR,1,100,0.066667
1672411572.075049,104634,14698,1,SR,1,100,0.133333
1672411573.003669,105541,14935,1,SR,1,100,0.733333
1672411574.395062,106900,15113,1,SR,1,100,0.466667
1672411574.996054,107487,15164,1,SR,1,100,0.200000
1672411575.992247,108460,15313,1,SR,1,100,0.200000
1672411576.330113,108790,15363,1,SR,1,100,0.200000
1672411576.930081,109376,15459,1,SR,1,100,0.133333
1672411577.197303,109637,15493,1,SR,1,100,0.066667
1672411577.394903,109830,15527,1,SR,1,100,0.133333
1672411577.797271,110223,15655,1,SR,1,100,0.600000
1672411578.662413,111068,15722,1,SR,1,100,0.133333
1672411578.925539,111325,15769,1,SR,1,100,0.133333
1672411579.194808,111588,15805,1,SR,1,100,0.066667
1672411580.061997,112435,15965,1,SR,1,100,0.266667
1672411581.257838,113603,16163,1,SR,1,100,0.333333
1672411582.258126,114580,16294,1,SR,1,100,0.133333
1672411582.526371,114842,16345,1,SR,1,100,0.200000
1672411582.858094,115166,16458,1,SR,1,100,0.666667
1672411584.194201,116471,16588,1,SR,1,100,0.066667
1672411584.393849,116666,16622,1,SR,1,100,0.066667
1672411584.856623,117118,16702,1,SR,1,100,0.200000
1672411585.586619,117831,16815,1,SR,1,100,0.200000
1672411586.054512,118288,16882,1,SR,1,100,0.133333
1672411586.717958,118936,17034,1,SR,1,100,0.466667
1672411587.318950,119523,17066,1,SR,1,100,0.066667
1672411587.518598,119718,17117,1,SR,1,100,0.133333
1672411587.780700,119974,17150,1,SR,1,100,0.133333
1672411588.181020,120365,17216,1,SR,1,100,0.066667
1672411588.514791,120691,17312,1,SR,1,100,0.400000
1672411589.315431,121473,17394,1,SR,1,100,0.066667
1672411589.915399,122059,17474,1,SR,1,100,0.066667
1672411590.114024,122253,17540,1,SR,1,100,0.266667
1672411590.511272,122641,17623,1,SR,1,100,0.400000
1672411591.178813,123293,17726,1,SR,1,100,0.400000
1672411592.642900,124723,17888,1,SR,1,100,0.066667
1672411592.841524,124917,17986,1,SR,1,100,0.466667
1672411593.839765,125892,18097,1,SR,1,100,0.133333
1672411594.242132,126285,18164,1,SR,1,100,0.200000
