TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
26571.000000,3990901.000000,1672411492.151302,1672415550.976952,927,24399,4.79112e+06,1.8.4
