TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
600986.000000,3587266.000000,1667414264.331721,1667417321.358915,754,75571,3.96874e+06,1.5.10
