LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1667413729.588435,78618.000,10774,1,TL,1,100,2022-11-02_20-28-44-480714
1667413729.610956,78640.000,10776,1,TL,1,100,2022-11-02_20-28-44-685950
1667413734.815400,83724.000,11565,1,TL,1,100,2022-11-02_20-28-49-703926
1667413734.833826,83742.000,11567,1,TL,1,100,2022-11-02_20-28-49-806087
1667413734.865561,83773.000,11570,1,TL,1,100,2022-11-02_20-28-54-836764
1667413740.041341,88829.000,12362,1,TL,1,100,2022-11-02_20-28-55-029029
1667413745.284685,93951.000,13112,1,TL,1,100,2022-11-02_20-29-00-149123
1667413745.304135,93970.000,13114,1,TL,1,100,2022-11-02_20-29-00-268350
1667413750.546455,99091.000,13917,1,TL,1,100,2022-11-02_20-29-05-371390
1667413750.578190,99122.000,13919,1,TL,1,100,2022-11-02_20-29-05-576189
1667413755.774444,104198.000,14716,1,TL,1,100,2022-11-02_20-29-10-696559
1667413755.806178,104229.000,14718,1,TL,1,100,2022-11-02_20-29-10-901006
1667413761.003456,109306.000,15522,1,TL,1,100,2022-11-02_20-29-16-020654
1667413761.032120,109334.000,15524,1,TL,1,100,2022-11-02_20-29-16-023654
1667413766.232469,114414.000,16324,1,TL,1,100,2022-11-02_20-29-21-245147
1667413766.260108,114441.000,16326,1,TL,1,100,2022-11-02_20-29-21-245879
1667413771.461481,119522.000,17127,1,TL,1,100,2022-11-02_20-29-26-465852
1667413771.489120,119549.000,17129,1,TL,1,100,2022-11-02_20-29-26-468069
1667413771.602750,119660.000,17132,1,TL,1,100,2022-11-02_20-29-31-597251
1667413776.704825,124644.000,17934,1,TL,1,100,2022-11-02_20-29-31-688789
1667413781.955335,129773.000,18737,1,TL,1,100,2022-11-02_20-29-36-912957
1667413781.987069,129804.000,18739,1,TL,1,100,2022-11-02_20-29-36-913615
1667413787.184347,134881.000,19535,1,TL,1,100,2022-11-02_20-29-42-124288
1667413787.217105,134913.000,19537,1,TL,1,100,2022-11-02_20-29-42-338626
1667413792.409265,139985.000,20333,1,TL,1,100,2022-11-02_20-29-47-457946
1667413792.426667,140002.000,20335,1,TL,1,100,2022-11-02_20-29-47-458759
