LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,UN
1673992108.000000,100724,13905,2,UN,1,100,rilassato guardando la tv dopo una giornata stressante
1673992392.000000,378490,58172,2,UN,1,100,angosviato per una scena del film
1673994338.000000,2280295,26754,2,UN,1,100,assonnato
