LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1673992021.691881,16384,608,1,SA,1,100,0.000296
1673992022.954912,17618,737,1,SA,1,100,0.000123
1673992023.483051,18134,789,1,SA,1,100,0.000038
1673992023.948756,18589,853,1,SA,1,100,0.000049
1673992024.146296,18782,917,1,SA,1,100,0.000092
1673992024.615071,19240,967,1,SA,1,100,0.000053
1673992024.878117,19497,1017,1,SA,1,100,0.000066
1673992025.145257,19758,1050,1,SA,1,100,0.000022
1673992025.610961,20213,1116,1,SA,1,100,0.000070
1673992025.810549,20408,1168,1,SA,1,100,0.000055
1673992026.076665,20668,1202,1,SA,1,100,0.000027
1673992026.406241,20990,1285,1,SA,1,100,0.000135
1673992027.007050,21577,1350,1,SA,1,100,0.000037
1673992027.205614,21771,1367,1,SA,1,100,0.000051
1673992027.408273,21969,1451,1,SA,1,100,0.000145
1673992027.871930,22422,1499,1,SA,1,100,0.000060
1673992028.270081,22811,1584,1,SA,1,100,0.000105
1673992028.801291,23330,1633,1,SA,1,100,0.000019
1673992029.264948,23783,1699,1,SA,1,100,0.000036
1673992029.600665,24111,1797,1,SA,1,100,0.000114
1673992029.997792,24499,1846,1,SA,1,100,0.000134
1673992030.400038,24892,1881,1,SA,1,100,0.000045
1673992030.598602,25086,1914,1,SA,1,100,0.000023
1673992030.933295,25413,1968,1,SA,1,100,0.000035
1673992031.398999,25868,2035,1,SA,1,100,0.000026
1673992031.734716,26196,2132,1,SA,1,100,0.000132
1673992032.199396,26650,2180,1,SA,1,100,0.000083
1673992032.669195,27109,2247,1,SA,1,100,0.000084
1673992033.329369,27754,2345,1,SA,1,100,0.000070
1673992033.595485,28014,2411,1,SA,1,100,0.000076
1673992033.928131,28339,2443,1,SA,1,100,0.000035
1673992034.130790,28537,2477,1,SA,1,100,0.000033
1673992034.328330,28730,2560,1,SA,1,100,0.000227
1673992035.326267,29705,2658,1,SA,1,100,0.000086
1673992035.856454,30223,2770,1,SA,1,100,0.000110
1673992036.518675,30870,2861,1,SA,1,100,0.000076
1673992036.787862,31133,2941,1,SA,1,100,0.000201
1673992037.388672,31720,2994,1,SA,1,100,0.000033
1673992037.588259,31915,3027,1,SA,1,100,0.000030
1673992037.787847,32110,3061,1,SA,1,100,0.000065
1673992038.049870,32366,3282,1,SA,1,100,0.001941
1673992039.852298,34127,3478,1,SA,1,100,0.001810
1673992043.776496,37961,3973,1,SA,1,100,0.000128
1673992044.045683,38224,4008,1,SA,1,100,0.000114
1673992044.578940,38745,4089,1,SA,1,100,0.000049
1673992044.778528,38940,4138,1,SA,1,100,0.000122
1673992045.441772,39588,4253,1,SA,1,100,0.000141
1673992045.773395,39912,4287,1,SA,1,100,0.000041
1673992046.103993,40235,4351,1,SA,1,100,0.000177
1673992046.438686,40562,4402,1,SA,1,100,0.000151
1673992047.303566,41407,4599,1,SA,1,100,0.000369
1673992048.032316,42119,4632,1,SA,1,100,0.000082
1673992048.694537,42766,4748,1,SA,1,100,0.000145
1673992049.030254,43094,4781,1,SA,1,100,0.000055
1673992049.361876,43418,4862,1,SA,1,100,0.000169
1673992049.763098,43810,4960,1,SA,1,100,0.000307
1673992050.293284,44328,4978,1,SA,1,100,0.000052
1673992050.491848,44522,5028,1,SA,1,100,0.000112
1673992051.158164,45173,5142,1,SA,1,100,0.000134
1673992052.022019,46017,5311,1,SA,1,100,0.000247
1673992052.554253,46537,5361,1,SA,1,100,0.000117
1673992053.618719,47577,5506,1,SA,1,100,0.000034
1673992053.818307,47772,5556,1,SA,1,100,0.000096
1673992054.618704,48554,5685,1,SA,1,100,0.000059
1673992055.148890,49072,5749,1,SA,1,100,0.000065
1673992055.548065,49462,5801,1,SA,1,100,0.000024
1673992055.748677,49658,5865,1,SA,1,100,0.000156
1673992056.145804,50046,5900,1,SA,1,100,0.000037
1673992056.347439,50243,5936,1,SA,1,100,0.000106
1673992056.746614,50633,6000,1,SA,1,100,0.000094
1673992057.016825,50897,6033,1,SA,1,100,0.000039
1673992057.612517,51479,6120,1,SA,1,100,0.000067
1673992058.013739,51871,6184,1,SA,1,100,0.000099
1673992058.479443,52326,6281,1,SA,1,100,0.000155
1673992058.880665,52718,6314,1,SA,1,100,0.000119
1673992059.281887,53110,6383,1,SA,1,100,0.000097
1673992059.679015,53498,6461,1,SA,1,100,0.000177
1673992060.540824,54340,6578,1,SA,1,100,0.000113
1673992061.006528,54795,6690,1,SA,1,100,0.000247
1673992061.943054,55710,6787,1,SA,1,100,0.000043
1673992062.275700,56035,6860,1,SA,1,100,0.000218
1673992062.803839,56551,6894,1,SA,1,100,0.000038
1673992063.140579,56880,6975,1,SA,1,100,0.000131
1673992063.873424,57596,7072,1,SA,1,100,0.000078
1673992064.138517,57855,7122,1,SA,1,100,0.000114
1673992064.734209,58437,7253,1,SA,1,100,0.000252
1673992065.404618,59092,7303,1,SA,1,100,0.000046
1673992065.602159,59285,7336,1,SA,1,100,0.000030
1673992065.937875,59613,7434,1,SA,1,100,0.000189
1673992066.603167,60263,7500,1,SA,1,100,0.000062
1673992066.933766,60586,7652,1,SA,1,100,0.000452
1673992068.066809,61693,7719,1,SA,1,100,0.000071
1673992068.265373,61887,7752,1,SA,1,100,0.000063
1673992068.734147,62345,7851,1,SA,1,100,0.000080
1673992069.333934,62931,7934,1,SA,1,100,0.000074
1673992069.933720,63517,8032,1,SA,1,100,0.000108
1673992070.535553,64105,8145,1,SA,1,100,0.000157
1673992070.937798,64498,8193,1,SA,1,100,0.000143
1673992071.334926,64886,8229,1,SA,1,100,0.000041
1673992071.667572,65211,8265,1,SA,1,100,0.000146
1673992071.928571,65466,8283,1,SA,1,100,0.000084
1673992072.129182,65662,8332,1,SA,1,100,0.000132
1673992072.600004,66122,8399,1,SA,1,100,0.000085
1673992072.998156,66511,8454,1,SA,1,100,0.000138
1673992073.264272,66771,8550,1,SA,1,100,0.000194
1673992074.198751,67684,8648,1,SA,1,100,0.000079
1673992074.728938,68202,8762,1,SA,1,100,0.000230
1673992075.329747,68789,8813,1,SA,1,100,0.000055
1673992075.928510,69374,8956,1,SA,1,100,0.000166
1673992076.791342,70217,9054,1,SA,1,100,0.000055
1673992076.994000,70415,9103,1,SA,1,100,0.000142
1673992077.527257,70936,9171,1,SA,1,100,0.000044
1673992077.726845,71131,9205,1,SA,1,100,0.000088
1673992078.258054,71650,9290,1,SA,1,100,0.000044
1673992078.722735,72104,9358,1,SA,1,100,0.000020
1673992083.319389,76595,10062,1,SA,1,100,0.000007
1673992083.780999,77046,10158,1,SA,1,100,0.000073
1673992084.181198,77437,10191,1,SA,1,100,0.000045
1673992084.444244,77694,10226,1,SA,1,100,0.000028
1673992084.778937,78021,10308,1,SA,1,100,0.000041
1673992085.313217,78543,10392,1,SA,1,100,0.000100
1673992085.908909,79125,10488,1,SA,1,100,0.000091
1673992086.241555,79450,10522,1,SA,1,100,0.000027
1673992086.440119,79644,10558,1,SA,1,100,0.000038
1673992087.037858,80228,10702,1,SA,1,100,0.000179
1673992087.570091,80748,10737,1,SA,1,100,0.000033
1673992087.902737,81073,10786,1,SA,1,100,0.000031
1673992088.102325,81268,10834,1,SA,1,100,0.000114
1673992088.434971,81593,10891,1,SA,1,100,0.000049
1673992088.699040,81851,10909,1,SA,1,100,0.000046
1673992089.031686,82176,10960,1,SA,1,100,0.000030
1673992089.363309,82500,11011,1,SA,1,100,0.000009
1673992089.833107,82959,11090,1,SA,1,100,0.000029
1673992090.296764,83412,11174,1,SA,1,100,0.000111
1673992090.763492,83868,11288,1,SA,1,100,0.000174
1673992091.689783,84773,11419,1,SA,1,100,0.000112
1673992092.158557,85231,11469,1,SA,1,100,0.000044
1673992092.559779,85623,11502,1,SA,1,100,0.000026
1673992092.758343,85817,11569,1,SA,1,100,0.000063
1673992093.092013,86143,11587,1,SA,1,100,0.000035
1673992093.555670,86596,11687,1,SA,1,100,0.000047
1673992094.224032,87249,11821,1,SA,1,100,0.000153
1673992094.888300,87898,11870,1,SA,1,100,0.000031
1673992095.219923,88222,11968,1,SA,1,100,0.000211
1673992096.020320,89004,12066,1,SA,1,100,0.000080
1673992096.352966,89329,12101,1,SA,1,100,0.000039
1673992097.353974,90307,12263,1,SA,1,100,0.000043
1673992097.688667,90634,12329,1,SA,1,100,0.000110
1673992098.019266,90957,12377,1,SA,1,100,0.000075
1673992098.417417,91346,12429,1,SA,1,100,0.000025
1673992098.683534,91606,12519,1,SA,1,100,0.000156
1673992099.214744,92125,12585,1,SA,1,100,0.000131
1673992099.611872,92513,12619,1,SA,1,100,0.000063
1673992100.013094,92905,12700,1,SA,1,100,0.000068
1673992100.481869,93363,12766,1,SA,1,100,0.000109
1673992100.749009,93624,12864,1,SA,1,100,0.000182
1673992101.413277,94273,12899,1,SA,1,100,0.000018
1673992101.877958,94727,13013,1,SA,1,100,0.000106
1673992102.415309,95252,13112,1,SA,1,100,0.000191
1673992103.342623,96158,13225,1,SA,1,100,0.000041
1673992103.679363,96487,13291,1,SA,1,100,0.000130
1673992104.343631,97136,13344,1,SA,1,100,0.000043
1673992104.678324,97463,13412,1,SA,1,100,0.000037
1673992105.211581,97984,13493,1,SA,1,100,0.000040
1673992105.411169,98179,13529,1,SA,1,100,0.000062
1673992105.809320,98568,13578,1,SA,1,100,0.000070
1673992106.271954,99020,13692,1,SA,1,100,0.000152
1673992106.741752,99479,13756,1,SA,1,100,0.000096
1673992107.342562,100066,13841,1,SA,1,100,0.000042
1673992107.943371,100653,14019,1,SA,1,100,0.000264
1673992108.878874,101567,14084,1,SA,1,100,0.000050
1673992109.280096,101959,14160,1,SA,1,100,0.000113
1673992109.810282,102477,14209,1,SA,1,100,0.000006
1673992110.408021,103061,14325,1,SA,1,100,0.000079
1673992111.010878,103650,14406,1,SA,1,100,0.000098
1673992111.406982,104037,14473,1,SA,1,100,0.000044
1673992111.806157,104427,14586,1,SA,1,100,0.000161
1673992112.473496,105079,14668,1,SA,1,100,0.000094
1673992113.069188,105661,14734,1,SA,1,100,0.000034
1673992113.533869,106115,14800,1,SA,1,100,0.000013
1673992113.736527,106313,14849,1,SA,1,100,0.000039
1673992114.003667,106574,14933,1,SA,1,100,0.000185
1673992114.935076,107484,15020,1,SA,1,100,0.000008
1673992115.134663,107679,15052,1,SA,1,100,0.000039
1673992115.336298,107876,15088,1,SA,1,100,0.000044
1673992115.537932,108073,15122,1,SA,1,100,0.000131
1673992115.800978,108330,15170,1,SA,1,100,0.000126
1673992116.202200,108722,15270,1,SA,1,100,0.000180
1673992117.134632,109633,15401,1,SA,1,100,0.000091
1673992117.532784,110022,15449,1,SA,1,100,0.000059
1673992118.130523,110606,15515,1,SA,1,100,0.000033
1673992118.666850,111130,15629,1,SA,1,100,0.000062
1673992119.000520,111456,15662,1,SA,1,100,0.000030
1673992119.334189,111782,15762,1,SA,1,100,0.000173
1673992119.800917,112238,15795,1,SA,1,100,0.000051
1673992120.334174,112759,15868,1,SA,1,100,0.000021
1673992120.664773,113082,15948,1,SA,1,100,0.000070
1673992121.334158,113736,16015,1,SA,1,100,0.000070
1673992121.667828,114062,16081,1,SA,1,100,0.000072
1673992122.065979,114451,16146,1,SA,1,100,0.000047
1673992122.264543,114645,16183,1,SA,1,100,0.000060
1673992122.800871,115169,16293,1,SA,1,100,0.000137
1673992123.266575,115624,16362,1,SA,1,100,0.000151
1673992123.797785,116143,16426,1,SA,1,100,0.000067
1673992124.061854,116401,16477,1,SA,1,100,0.000044
1673992124.526535,116855,16544,1,SA,1,100,0.000044
1673992124.790605,117113,16591,1,SA,1,100,0.000046
1673992125.588955,117893,16698,1,SA,1,100,0.000010
1673992125.788542,118088,16764,1,SA,1,100,0.000129
1673992126.256294,118545,16799,1,SA,1,100,0.000058
1673992126.454858,118739,16864,1,SA,1,100,0.000099
1673992126.789551,119066,16881,1,SA,1,100,0.000043
1673992126.988115,119260,16914,1,SA,1,100,0.000017
1673992127.187702,119455,16967,1,SA,1,100,0.000082
1673992127.654430,119911,17062,1,SA,1,100,0.000217
1673992128.652367,120886,17224,1,SA,1,100,0.000131
1673992129.318683,121537,17277,1,SA,1,100,0.000024
1673992129.516223,121730,17388,1,SA,1,100,0.000264
1673992130.652337,122840,17495,1,SA,1,100,0.000019
1673992130.849877,123033,17529,1,SA,1,100,0.000057
1673992131.384158,123555,17627,1,SA,1,100,0.000080
1673992132.113931,124268,17725,1,SA,1,100,0.000035
1673992132.312495,124462,17792,1,SA,1,100,0.000126
1673992133.046363,125179,18000,1,SA,1,100,0.001026
1673992135.112862,127198,18195,1,SA,1,100,0.000041
1673992135.580613,127655,18262,1,SA,1,100,0.000054
1673992136.044270,128108,18346,1,SA,1,100,0.000050
1673992136.242834,128302,18384,1,SA,1,100,0.000045
1673992136.442422,128497,18448,1,SA,1,100,0.000162
1673992137.173219,129211,18593,1,SA,1,100,0.000301
1673992138.372791,130383,18707,1,SA,1,100,0.000056
1673992138.705437,130708,18772,1,SA,1,100,0.000035
1673992138.904001,130902,18805,1,SA,1,100,0.000066
1673992139.167047,131159,18840,1,SA,1,100,0.000051
1673992139.631728,131613,18905,1,SA,1,100,0.000057
1673992140.231514,132199,19080,1,SA,1,100,0.000484
1673992141.030888,132980,19117,1,SA,1,100,0.000074
1673992141.300075,133243,19168,1,SA,1,100,0.000080
1673992142.099448,134024,19328,1,SA,1,100,0.001123
1673992144.891627,136752,19709,1,SA,1,100,0.000036
1673992145.225296,137078,19759,1,SA,1,100,0.000047
1673992147.018513,138830,20035,1,SA,1,100,0.000028
1673992147.286677,139092,20117,1,SA,1,100,0.000153
1673992147.954016,139744,20166,1,SA,1,100,0.000062
1673992148.152580,139938,20199,1,SA,1,100,0.000070
1673992148.883377,140652,20343,1,SA,1,100,0.000061
1673992149.212952,140974,20409,1,SA,1,100,0.000091
1673992149.812738,141560,20492,1,SA,1,100,0.000141
1673992150.480077,142212,20590,1,SA,1,100,0.000132
1673992150.746194,142472,20640,1,SA,1,100,0.000107
1673992151.145369,142862,20672,1,SA,1,100,0.000090
1673992151.474944,143184,20729,1,SA,1,100,0.000042
1673992151.674532,143379,20763,1,SA,1,100,0.000011
1673992151.874119,143574,20861,1,SA,1,100,0.000263
1673992152.671446,144353,20988,1,SA,1,100,0.000260
1673992153.406337,145071,21024,1,SA,1,100,0.000075
1673992154.006123,145657,21120,1,SA,1,100,0.000008
1673992154.202640,145849,21172,1,SA,1,100,0.000037
1673992154.737944,146372,21268,1,SA,1,100,0.000109
1673992155.405283,147024,21383,1,SA,1,100,0.000173
1673992155.868940,147477,21448,1,SA,1,100,0.000162
1673992156.798301,148385,21598,1,SA,1,100,0.000261
1673992157.331558,148906,21665,1,SA,1,100,0.000120
1673992157.926227,149487,21747,1,SA,1,100,0.000083
1673992158.193367,149748,21783,1,SA,1,100,0.000071
1673992158.590495,150136,21862,1,SA,1,100,0.000089
1673992159.052105,150587,21928,1,SA,1,100,0.000030
1673992159.317198,150846,21949,1,SA,1,100,0.000057
1673992159.519856,151044,21982,1,SA,1,100,0.000020
1673992159.719444,151239,22030,1,SA,1,100,0.000044
1673992160.121690,151632,22113,1,SA,1,100,0.000089
1673992160.454335,151957,22129,1,SA,1,100,0.000042
1673992160.652900,152151,22163,1,SA,1,100,0.000054
1673992160.848393,152342,22196,1,SA,1,100,0.000066
1673992161.316144,152799,22278,1,SA,1,100,0.000116
1673992161.718390,153192,22344,1,SA,1,100,0.000034
1673992162.050012,153516,22450,1,SA,1,100,0.000176
1673992162.782856,154232,22515,1,SA,1,100,0.000070
1673992163.044879,154488,22564,1,SA,1,100,0.000062
1673992163.312019,154749,22583,1,SA,1,100,0.000060
1673992163.907711,155331,22729,1,SA,1,100,0.000155
1673992165.175860,156570,22905,1,SA,1,100,0.000158
1673992165.574011,156959,22955,1,SA,1,100,0.000032
1673992166.241350,157611,23038,1,SA,1,100,0.000030
1673992166.437867,157803,23102,1,SA,1,100,0.000132
1673992166.907665,158262,23150,1,SA,1,100,0.000084
1673992167.306840,158652,23254,1,SA,1,100,0.000078
1673992167.838050,159171,23319,1,SA,1,100,0.000166
1673992168.168649,159494,23338,1,SA,1,100,0.000041
1673992168.371307,159692,23371,1,SA,1,100,0.000016
1673992168.571918,159888,23435,1,SA,1,100,0.000078
1673992169.037622,160343,23551,1,SA,1,100,0.000286
1673992169.633314,160925,23568,1,SA,1,100,0.000031
1673992170.229006,161507,23682,1,SA,1,100,0.000112
1673992170.495123,161767,23718,1,SA,1,100,0.000037
1673992170.956733,162218,23796,1,SA,1,100,0.000039
1673992171.224897,162480,23832,1,SA,1,100,0.000006
1673992171.423461,162674,23883,1,SA,1,100,0.000106
1673992171.826730,163068,23917,1,SA,1,100,0.000027
1673992172.025294,163262,23949,1,SA,1,100,0.000031
1673992172.356916,163586,24022,1,SA,1,100,0.000140
1673992173.085666,164298,24118,1,SA,1,100,0.000061
1673992173.489959,164693,24216,1,SA,1,100,0.000122
1673992173.953616,165146,24284,1,SA,1,100,0.000156
1673992174.619931,165797,24350,1,SA,1,100,0.000051
1673992174.952577,166122,24448,1,SA,1,100,0.000129
1673992175.480717,166638,24481,1,SA,1,100,0.000047
1673992175.684398,166837,24514,1,SA,1,100,0.000047
1673992175.883986,167032,24562,1,SA,1,100,0.000100
1673992176.148056,167290,24614,1,SA,1,100,0.000053
1673992176.417243,167553,24630,1,SA,1,100,0.000030
1673992176.751936,167880,24695,1,SA,1,100,0.000091
1673992177.016005,168138,24746,1,SA,1,100,0.000106
1673992177.283145,168399,24764,1,SA,1,100,0.000049
1673992177.612721,168721,24900,1,SA,1,100,0.000519
1673992178.344542,169436,24932,1,SA,1,100,0.000063
1673992178.677188,169761,24981,1,SA,1,100,0.000048
1673992180.471428,171514,25240,1,SA,1,100,0.000054
1673992180.807145,171842,25304,1,SA,1,100,0.000184
1673992181.537942,172556,25421,1,SA,1,100,0.000156
1673992182.266692,173268,25520,1,SA,1,100,0.000133
1673992182.663820,173656,25568,1,SA,1,100,0.000050
1673992183.066066,174049,25670,1,SA,1,100,0.000185
1673992183.731358,174699,25720,1,SA,1,100,0.000013
1673992183.932992,174896,25802,1,SA,1,100,0.000204
1673992184.531755,175481,25881,1,SA,1,100,0.000110
1673992185.060918,175998,25963,1,SA,1,100,0.000154
1673992185.659680,176583,26044,1,SA,1,100,0.000073
1673992186.258443,177168,26110,1,SA,1,100,0.000022
1673992186.459054,177364,26176,1,SA,1,100,0.000139
1673992186.925781,177820,26240,1,SA,1,100,0.000071
1673992187.328027,178213,26324,1,SA,1,100,0.000124
1673992187.860260,178733,26388,1,SA,1,100,0.000129
1673992188.460047,179319,26462,1,SA,1,100,0.000091
1673992188.729234,179582,26526,1,SA,1,100,0.000096
1673992189.126362,179970,26562,1,SA,1,100,0.000016
1673992189.457984,180294,26642,1,SA,1,100,0.000141
1673992189.988170,180812,26726,1,SA,1,100,0.000171
1673992190.391440,181206,26758,1,SA,1,100,0.000088
1673992190.722039,181529,26823,1,SA,1,100,0.000059
1673992191.320801,182114,26939,1,SA,1,100,0.000025
1673992191.653447,182439,26972,1,SA,1,100,0.000027
1673992191.852011,182633,27041,1,SA,1,100,0.000113
1673992192.449750,183217,27105,1,SA,1,100,0.000079
1673992192.913407,183670,27171,1,SA,1,100,0.000023
1673992193.114018,183866,27206,1,SA,1,100,0.000089
1673992193.378088,184124,27262,1,SA,1,100,0.000152
1673992193.847886,184583,27326,1,SA,1,100,0.000116
1673992194.114003,184843,27379,1,SA,1,100,0.000155
1673992194.713789,185429,27474,1,SA,1,100,0.000169
1673992195.044388,185752,27511,1,SA,1,100,0.000050
1673992195.778255,186469,27623,1,SA,1,100,0.000048
1673992195.979890,186666,27674,1,SA,1,100,0.000106
1673992196.708640,187378,27771,1,SA,1,100,0.000074
1673992197.239850,187897,27855,1,SA,1,100,0.000044
1673992197.509037,188160,27919,1,SA,1,100,0.000155
1673992197.974742,188615,27986,1,SA,1,100,0.000053
1673992198.640033,189265,28088,1,SA,1,100,0.000118
1673992199.175338,189788,28188,1,SA,1,100,0.000193
1673992199.775124,190374,28236,1,SA,1,100,0.000037
1673992200.242875,190831,28320,1,SA,1,100,0.000080
1673992200.507968,191090,28354,1,SA,1,100,0.000089
1673992200.774085,191350,28402,1,SA,1,100,0.000105
1673992201.175307,191742,28470,1,SA,1,100,0.000089
1673992201.703446,192258,28566,1,SA,1,100,0.000016
1673992202.041209,192588,28601,1,SA,1,100,0.000028
1673992202.238750,192781,28619,1,SA,1,100,0.000019
1673992202.439361,192977,28685,1,SA,1,100,0.000135
1673992202.838536,193367,28750,1,SA,1,100,0.000114
1673992203.168111,193689,28769,1,SA,1,100,0.000038
1673992203.765850,194273,28888,1,SA,1,100,0.000100
1673992204.162978,194661,28923,1,SA,1,100,0.000062
1673992204.694188,195180,29052,1,SA,1,100,0.000198
1673992205.161939,195637,29087,1,SA,1,100,0.000074
1673992205.429080,195898,29121,1,SA,1,100,0.000024
1673992205.626620,196091,29155,1,SA,1,100,0.000010
1673992205.829278,196289,29205,1,SA,1,100,0.000029
1673992206.095395,196549,29222,1,SA,1,100,0.000055
1673992206.895792,197331,29386,1,SA,1,100,0.000075
1673992207.561084,197981,29466,1,SA,1,100,0.000029
1673992207.827200,198241,29516,1,SA,1,100,0.000101
1673992208.359434,198761,29599,1,SA,1,100,0.000058
1673992208.757585,199150,29665,1,SA,1,100,0.000075
1673992209.091255,199476,29706,1,SA,1,100,0.000162
1673992209.360442,199739,29739,1,SA,1,100,0.000075
1673992210.025734,200389,29855,1,SA,1,100,0.000105
1673992210.627567,200977,29967,1,SA,1,100,0.000093
1673992211.155706,201493,30049,1,SA,1,100,0.000159
1673992211.686916,202012,30098,1,SA,1,100,0.000020
1673992211.888551,202209,30183,1,SA,1,100,0.000260
1673992212.488337,202795,30231,1,SA,1,100,0.000172
1673992213.155675,203447,30361,1,SA,1,100,0.000101
1673992213.620356,203901,30412,1,SA,1,100,0.000039
1673992213.884426,204159,30500,1,SA,1,100,0.000136
1673992214.886457,205138,30616,1,SA,1,100,0.000151
1673992215.284609,205527,30648,1,SA,1,100,0.000025
1673992215.616231,205851,30698,1,SA,1,100,0.000119
1673992215.946830,206174,30798,1,SA,1,100,0.000122
1673992216.346005,206564,30830,1,SA,1,100,0.000065
1673992216.548663,206762,30848,1,SA,1,100,0.000055
1673992216.747227,206956,30883,1,SA,1,100,0.000065
1673992217.082944,207284,30980,1,SA,1,100,0.000087
1673992217.616201,207805,31031,1,SA,1,100,0.000048
1673992218.014352,208194,31097,1,SA,1,100,0.000013
1673992218.212916,208388,31131,1,SA,1,100,0.000063
1673992218.412503,208583,31149,1,SA,1,100,0.000028
1673992218.744126,208907,31215,1,SA,1,100,0.000018
1673992218.941666,209100,31266,1,SA,1,100,0.000111
1673992219.410441,209558,31324,1,SA,1,100,0.000003
1673992219.744111,209884,31357,1,SA,1,100,0.000020
1673992219.944722,210080,31390,1,SA,1,100,0.000028
1673992220.343897,210470,31457,1,SA,1,100,0.000086
1673992220.611037,210731,31523,1,SA,1,100,0.000121
1673992221.144294,211252,31573,1,SA,1,100,0.000071
1673992221.743056,211837,31687,1,SA,1,100,0.000119
1673992222.478971,212556,31817,1,SA,1,100,0.000104
1673992222.942628,213009,31899,1,SA,1,100,0.000163
1673992223.406286,213462,31933,1,SA,1,100,0.000033
1673992223.605873,213657,31984,1,SA,1,100,0.000125
1673992224.203612,214241,32096,1,SA,1,100,0.000138
1673992224.732775,214758,32152,1,SA,1,100,0.000118
1673992225.068491,215086,32187,1,SA,1,100,0.000095
1673992225.732760,215735,32316,1,SA,1,100,0.000090
1673992226.262946,216253,32382,1,SA,1,100,0.000072
1673992226.797226,216775,32465,1,SA,1,100,0.000093
1673992226.997838,216971,32481,1,SA,1,100,0.000083
1673992227.461495,217424,32643,1,SA,1,100,0.000283
1673992228.332515,218275,32710,1,SA,1,100,0.000070
1673992228.733737,218667,32792,1,SA,1,100,0.000117
1673992229.196371,219119,32842,1,SA,1,100,0.000081
1673992229.599640,219513,32946,1,SA,1,100,0.000139
1673992230.061250,219964,32966,1,SA,1,100,0.000060
1673992230.394919,220290,33030,1,SA,1,100,0.000134
1673992230.995729,220877,33114,1,SA,1,100,0.000039
1673992231.195317,221072,33163,1,SA,1,100,0.000179
1673992231.994690,221853,33294,1,SA,1,100,0.000161
1673992232.461418,222309,33343,1,SA,1,100,0.000024
1673992232.661005,222504,33393,1,SA,1,100,0.000074
1673992233.259768,223089,33475,1,SA,1,100,0.000069
1673992233.659966,223480,33557,1,SA,1,100,0.000119
1673992234.059141,223870,33593,1,SA,1,100,0.000050
1673992234.525869,224326,33705,1,SA,1,100,0.000181
1673992234.990550,224780,33740,1,SA,1,100,0.000061
1673992235.190137,224975,33781,1,SA,1,100,0.000163
1673992235.789923,225561,33846,1,SA,1,100,0.000056
1673992235.992582,225759,33899,1,SA,1,100,0.000037
1673992236.389709,226147,33979,1,SA,1,100,0.000083
1673992236.856437,226603,34045,1,SA,1,100,0.000072
1673992237.320094,227056,34127,1,SA,1,100,0.000164
1673992237.850281,227574,34176,1,SA,1,100,0.000078
1673992238.452114,228162,34290,1,SA,1,100,0.000049
1673992238.720278,228424,34356,1,SA,1,100,0.000065
1673992239.252511,228944,34423,1,SA,1,100,0.000081
1673992239.519651,229205,34441,1,SA,1,100,0.000043
1673992239.719239,229400,34475,1,SA,1,100,0.000057
1673992239.918826,229595,34543,1,SA,1,100,0.000136
1673992240.249425,229918,34596,1,SA,1,100,0.000187
1673992240.780635,230437,34660,1,SA,1,100,0.000038
1673992241.183904,230831,34775,1,SA,1,100,0.000229
1673992242.051854,231679,34844,1,SA,1,100,0.000049
1673992242.250418,231873,34923,1,SA,1,100,0.000164
1673992242.982239,232588,35021,1,SA,1,100,0.000069
1673992243.320002,232918,35087,1,SA,1,100,0.000126
1673992243.719177,233308,35121,1,SA,1,100,0.000060
1673992243.983247,233566,35187,1,SA,1,100,0.000163
1673992244.647515,234215,35251,1,SA,1,100,0.000050
1673992244.847103,234410,35302,1,SA,1,100,0.000083
1673992245.377289,234928,35384,1,SA,1,100,0.000122
1673992245.641359,235186,35437,1,SA,1,100,0.000091
1673992246.176663,235709,35537,1,SA,1,100,0.000136
1673992246.577885,236101,35586,1,SA,1,100,0.000150
1673992246.978083,236492,35620,1,SA,1,100,0.000014
1673992247.438670,236942,35733,1,SA,1,100,0.000075
1673992248.243161,237728,35849,1,SA,1,100,0.000089
1673992248.575807,238053,35882,1,SA,1,100,0.000073
1673992248.976006,238444,35966,1,SA,1,100,0.000109
1673992249.439663,238897,36030,1,SA,1,100,0.000126
1673992249.705779,239157,36063,1,SA,1,100,0.000093
1673992250.239036,239678,36163,1,SA,1,100,0.000065
1673992250.839846,240265,36252,1,SA,1,100,0.000099
