RD,TS_received,TS_sent,AK,RoundTrip,
829502,834598,2023-01-17_23-00-54-021429,834607,5096,
834626,839713,2023-01-17_23-00-59-345281,839729,5087,
839751,844821,2023-01-17_23-01-04-567779,844836,5070,
844857,849930,2023-01-17_23-01-09-790998,849945,5073,
849962,849989,2023-01-17_23-01-14-913503,849991,27,
855043,855113,2023-01-17_23-01-20-136120,855116,70,
860140,865274,2023-01-17_23-01-25-458186,865288,5134,
865301,870424,2023-01-17_23-01-30-680896,870439,5123,
870461,0,,875524,-870461,
875539,875610,2023-01-17_23-01-41-128805,875612,71,
880644,885758,2023-01-17_23-01-46-420113,885767,5114,
885779,885805,2023-01-17_23-01-51-572385,885808,26,
890877,895996,2023-01-17_23-01-56-862775,896007,5119,
896019,901119,2023-01-17_23-02-02-118698,901127,5100,
901146,901212,2023-01-17_23-02-07-341491,901216,66,
906229,911339,2023-01-17_23-02-12-562461,911355,5110,
911377,916445,2023-01-17_23-02-17-888798,916460,5068,
916481,916525,2023-01-17_23-02-23-007554,916528,44,
921562,921624,2023-01-17_23-02-28-230356,921630,62,
926671,926730,2023-01-17_23-02-33-454079,926732,59,
931812,931934,2023-01-17_23-02-38-755958,936940,122,
936952,936971,2023-01-17_23-02-43-929848,936974,19,
942051,947157,2023-01-17_23-02-49-215073,947168,5106,
947189,947238,2023-01-17_23-02-54-449106,947241,49,
952276,952352,2023-01-17_23-02-59-680233,952355,76,
957385,962487,2023-01-17_23-03-04-993538,962503,5102,
962524,962548,2023-01-17_23-03-10-114626,962551,24,
967629,967649,2023-01-17_23-03-15-339580,967653,20,
972779,977891,2023-01-17_23-03-20-661846,977906,5112,
977928,977960,2023-01-17_23-03-25-883383,977962,32,
982994,988124,2023-01-17_23-03-31-105497,988136,5130,
988149,993261,2023-01-17_23-03-36-535937,993270,5112,
993284,998403,2023-01-17_23-03-41-757854,998418,5119,
998440,998467,2023-01-17_23-03-46-874734,998469,27,
1003519,1008621,2023-01-17_23-03-52-160881,1008637,5102,
1008653,1013727,2023-01-17_23-03-57-525389,1013743,5074,
1013760,1018836,2023-01-17_23-04-02-646920,1018852,5076,
1018864,1018976,2023-01-17_23-04-07-839637,1023937,112,
1023949,1023977,2023-01-17_23-04-12-987782,1023980,28,
1029081,1029132,2023-01-17_23-04-18-261542,1029135,51,
1034189,1034210,2023-01-17_23-04-23-466944,1034213,21,
1039300,1039320,2023-01-17_23-04-28-694346,1039324,20,
1044408,1049522,2023-01-17_23-04-34-083819,1049532,5114,
1049544,1049563,2023-01-17_23-04-39-173134,1049566,19,
1054642,1054700,2023-01-17_23-04-44-427504,1054702,58,
1059754,1064887,2023-01-17_23-04-49-749695,1064895,5133,
1064907,1070013,2023-01-17_23-04-54-972101,1070021,5106,
1070041,1070107,2023-01-17_23-05-00-195408,1070110,66,
1075127,1075206,2023-01-17_23-05-05-416928,1075209,79,
1080245,1080266,2023-01-17_23-05-10-604714,1080269,21,
1085370,1085402,2023-01-17_23-05-15-862221,1085405,32,
1090492,1090512,2023-01-17_23-05-21-089705,1090514,20,
1095627,1100748,2023-01-17_23-05-26-513486,1100764,5121,
1100784,1105855,2023-01-17_23-05-31-694264,1105871,5071,
1105892,1105917,2023-01-17_23-05-36-854838,1105920,25,
1110967,1116071,2023-01-17_23-05-42-165265,1116087,5104,
1116104,1121179,2023-01-17_23-05-47-403793,1121192,5075,
1121205,1121225,2023-01-17_23-05-52-528829,1121228,20,
1126292,1126322,2023-01-17_23-05-57-745515,1126325,30,
1131429,1131534,2023-01-17_23-06-03-047228,1136540,105,
1136552,1136572,2023-01-17_23-06-08-222363,1136575,20,
1141651,1141750,2023-01-17_23-06-13-484238,1141753,99,
1146792,1151926,2023-01-17_23-06-18-839270,1151935,5134,
1151947,1151966,2023-01-17_23-06-23-994816,1151969,19,
1157066,1162177,2023-01-17_23-06-29-284492,1162185,5111,
1162198,1167323,2023-01-17_23-06-34-609443,1167332,5125,
1167344,1172462,2023-01-17_23-06-39-831390,1172478,5118,
1172499,1177564,2023-01-17_23-06-45-158644,1177575,5065,
1177596,1177643,2023-01-17_23-06-50-276166,1177647,47,
1182683,1187817,2023-01-17_23-06-55-601796,1187833,5134,
1187845,1187866,2023-01-17_23-07-00-736622,1187869,21,
1192970,1192990,2023-01-17_23-07-05-980722,1192993,20,
1198094,1203227,2023-01-17_23-07-11-333601,1203241,5133,
1203254,1203349,2023-01-17_23-07-16-593788,1208379,95,
1208392,1213486,2023-01-17_23-07-21-816369,1213502,5094,
1213522,1213565,2023-01-17_23-07-27-038848,1213568,43,
1218607,1223710,2023-01-17_23-07-32-364543,1223720,5103,
1223732,1223752,2023-01-17_23-07-37-473707,1223755,20,
1228860,1233969,2023-01-17_23-07-43-014785,1233973,5109,
1233973,1234004,2023-01-17_23-07-47-963297,1234007,31,
1239094,1239173,2023-01-17_23-07-53-254960,1239176,79,
1244222,1249324,2023-01-17_23-07-58-579091,1249341,5102,
1249358,1254432,2023-01-17_23-08-03-903578,1254448,5074,
1254464,1259540,2023-01-17_23-08-09-126327,1259555,5076,
1259576,1264642,2023-01-17_23-08-14-329078,1264650,5066,
1264662,1264689,2023-01-17_23-08-19-365722,1264693,27,
1269793,1274904,2023-01-17_23-08-24-691075,1274912,5111,
1274926,1275003,2023-01-17_23-08-29-915171,1275006,77,
1280014,1280070,2023-01-17_23-08-35-105331,1280073,56,
1285123,1290234,2023-01-17_23-08-40-358445,1290242,5111,
1290254,1290302,2023-01-17_23-08-45-582601,1290305,48,
1295352,1295408,2023-01-17_23-08-50-804061,1295410,56,
1300465,1300509,2023-01-17_23-08-56-028840,1300512,44,
1305573,1305611,2023-01-17_23-09-01-249962,1305613,38,
1310681,1310746,2023-01-17_23-09-06-497656,1310748,65,
1315790,1320892,2023-01-17_23-09-11-723429,1320906,5102,
1320931,1326026,2023-01-17_23-09-17-121826,1326035,5095,
1326050,1331141,2023-01-17_23-09-22-342419,1331157,5091,
1331177,1336242,2023-01-17_23-09-27-567022,1336251,5065,
1336267,1336364,2023-01-17_23-09-32-708149,1336366,97,
1341378,1341399,2023-01-17_23-09-37-874618,1341403,21,
1346493,1351636,2023-01-17_23-09-43-213620,1351644,5143,
1351657,1356771,2023-01-17_23-09-48-455520,1356780,5114,
1356793,1361915,2023-01-17_23-09-53-781829,1361923,5122,
1361936,1362040,2023-01-17_23-09-58-969834,1367042,104,
1367054,1372176,2023-01-17_23-10-04-225262,1372191,5122,
1372213,1372276,2023-01-17_23-10-09-475393,1372279,63,
1377312,1382436,2023-01-17_23-10-14-772455,1382445,5124,
1382457,1382545,2023-01-17_23-10-19-994888,1387571,88,
1387592,1392671,2023-01-17_23-10-25-320464,1392680,5079,
1392699,1392755,2023-01-17_23-10-30-442628,1392758,56,
1397782,1397849,2023-01-17_23-10-35-662989,1397852,67,
1402905,1408047,2023-01-17_23-10-40-986851,1408062,5142,
1408074,1408165,2023-01-17_23-10-46-209801,1408169,91,
1413176,1413196,2023-01-17_23-10-51-355580,1413199,20,
1418290,1418309,2023-01-17_23-10-56-597003,1418312,19,
1423391,1423465,2023-01-17_23-11-01-878249,1423468,74,
1428542,1428566,2023-01-17_23-11-07-099971,1428569,24,
1433651,1433772,2023-01-17_23-11-12-406119,1438770,121,
1438790,1438877,2023-01-17_23-11-17-648669,1438881,87,
1443899,1443983,2023-01-17_23-11-22-871511,1443988,84,
1449006,1454128,2023-01-17_23-11-28-195558,1454143,5122,
1454162,1459251,2023-01-17_23-11-33-394880,1459267,5089,
1459285,1459304,2023-01-17_23-11-38-551590,1459307,19,
1464363,1464397,2023-01-17_23-11-43-760462,1464400,34,
1469516,1474633,2023-01-17_23-11-49-085486,1474649,5117,
1474670,1474709,2023-01-17_23-11-54-310679,1474714,39,
1479744,1484879,2023-01-17_23-11-59-633120,1484888,5135,
1484901,1484921,2023-01-17_23-12-04-771648,1484924,20,
1490015,1495132,2023-01-17_23-12-10-076309,1495148,5117,
1495170,1500239,2023-01-17_23-12-15-405390,1500254,5069,
1500276,1505348,2023-01-17_23-12-20-625202,1505363,5072,
1505384,1510455,2023-01-17_23-12-25-847033,1510471,5071,
1510489,1515565,2023-01-17_23-12-31-152245,1515580,5076,
1515597,1520704,2023-01-17_23-12-36-393599,1520724,5107,
1520746,1525812,2023-01-17_23-12-41-559579,1525822,5066,
1525836,1530921,2023-01-17_23-12-46-838543,1530929,5085,
1530941,1536028,2023-01-17_23-12-52-064052,1536037,5087,
1536054,1541135,2023-01-17_23-12-57-284149,1541145,5081,
1541162,1541231,2023-01-17_23-13-02-404659,1541234,69,
1546294,1551421,2023-01-17_23-13-07-728822,1551430,5127,
1551442,1551463,2023-01-17_23-13-12-878237,1551467,21,
1556564,1561675,2023-01-17_23-13-18-175490,1561690,5111,
1561710,1566776,2023-01-17_23-13-23-601710,1566785,5066,
1566798,1571928,2023-01-17_23-13-28-720668,1571937,5130,
1571949,1572039,2023-01-17_23-13-33-910022,1572042,90,
1577050,1582165,2023-01-17_23-13-39-167817,1582174,5115,
1582187,1587315,2023-01-17_23-13-44-491476,1587324,5128,
1587337,1592462,2023-01-17_23-13-49-713823,1592472,5125,
1592483,1597573,2023-01-17_23-13-54-936871,1597588,5090,
1597610,1597647,2023-01-17_23-14-00-161185,1597650,37,
1602689,1607809,2023-01-17_23-14-05-585272,1607825,5120,
1607845,1612910,2023-01-17_23-14-10-706014,1612919,5065,
1612931,1612964,2023-01-17_23-14-15-826846,1612968,33,
1618064,1623181,2023-01-17_23-14-21-153996,1623190,5117,
1623203,1623223,2023-01-17_23-14-26-331019,1623226,20,
1628318,1628368,2023-01-17_23-14-31-597268,1628370,50,
1633440,1633460,2023-01-17_23-14-36-819200,1633463,20,
1638603,1638662,2023-01-17_23-14-42-145036,1638664,59,
1643712,1648837,2023-01-17_23-14-47-470577,1648850,5125,
1648863,1648884,2023-01-17_23-14-52-597783,1648887,21,
1653977,1659106,2023-01-17_23-14-57-912956,1659122,5129,
1659144,1664210,2023-01-17_23-15-03-238002,1664226,5066,
1664246,1669323,2023-01-17_23-15-08-358756,1669332,5077,
1669350,1669383,2023-01-17_23-15-13-581726,1669385,33,
1674442,1674491,2023-01-17_23-15-18-803468,1674494,49,
1679586,1679693,2023-01-17_23-15-24-129382,1684713,107,
1684732,1689857,2023-01-17_23-15-29-452548,1689868,5125,
1689881,1689901,2023-01-17_23-15-34-585892,1689904,20,
1694970,1694994,2023-01-17_23-15-39-796237,1694996,24,
1700080,1705188,2023-01-17_23-15-45-120414,1705196,5108,
1705212,1705299,2023-01-17_23-15-50-343107,1705303,87,
1710303,1710322,2023-01-17_23-15-55-487245,1710325,19,
1715410,1720515,2023-01-17_23-16-00-709927,1720524,5105,
1720541,1720607,2023-01-17_23-16-06-010978,1720611,66,
1725631,1730753,2023-01-17_23-16-11-335409,1730768,5122,
1730789,1735853,2023-01-17_23-16-16-557878,1735863,5064,
1735883,1735913,2023-01-17_23-16-21-677811,1735917,30,
1740973,1746089,2023-01-17_23-16-27-002593,1746105,5116,
1746123,1746224,2023-01-17_23-16-32-225841,1746227,101,
1751203,1756319,2023-01-17_23-16-37-552457,1756329,5116,
1756341,1761457,2023-01-17_23-16-42-671002,1761465,5116,
1761478,1761529,2023-01-17_23-16-47-893917,1761532,51,
1766577,1771679,2023-01-17_23-16-53-217143,1771696,5102,
1771714,1771735,2023-01-17_23-16-58-348780,1771738,21,
1776792,1776835,2023-01-17_23-17-03-562000,1776838,43,
1781901,1781934,2023-01-17_23-17-08-783782,1781938,33,
1787009,1787037,2023-01-17_23-17-14-004912,1787039,28,
1792114,1792142,2023-01-17_23-17-19-228472,1792145,28,
1797254,1797293,2023-01-17_23-17-24-491825,1797296,39,
1802361,1802381,2023-01-17_23-17-29-699864,1802384,20,
1807478,1812616,2023-01-17_23-17-35-099743,1812631,5138,
1812644,1817759,2023-01-17_23-17-40-321986,1817769,5115,
1817786,1817806,2023-01-17_23-17-45-484994,1817809,20,
1822870,1827984,2023-01-17_23-17-50-868999,1827993,5114,
1828004,1828053,2023-01-17_23-17-55-988856,1828057,49,
1833104,1833164,2023-01-17_23-18-01-212706,1833169,60,
1838214,1843315,2023-01-17_23-18-06-538037,1843330,5101,
1843349,1848416,2023-01-17_23-18-11-805084,1848425,5067,
1848439,1853544,2023-01-17_23-18-16-982322,1853555,5105,
1853568,1858644,2023-01-17_23-18-22-204257,1858658,5076,
1858678,1863794,2023-01-17_23-18-27-528578,1863810,5116,
1863832,1868895,2023-01-17_23-18-32-735036,1868909,5063,
1868929,1868985,2023-01-17_23-18-37-873879,1868988,56,
1874015,1879117,2023-01-17_23-18-43-299943,1879133,5102,
1879154,1884226,2023-01-17_23-18-48-418566,1884243,5072,
1884264,1889334,2023-01-17_23-18-53-743372,1889350,5070,
1889371,1894441,2023-01-17_23-18-58-863340,1894457,5070,
1894478,1894502,2023-01-17_23-19-03-986084,1894505,24,
1899555,1899590,2023-01-17_23-19-09-207316,1899593,35,
1904671,1904695,2023-01-17_23-19-14-429745,1904698,24,
1909798,1909818,2023-01-17_23-19-19-669860,1909821,20,
1914905,1914925,2023-01-17_23-19-24-901960,1914928,20,
1920026,1925163,2023-01-17_23-19-30-301851,1925178,5137,
1925193,1930271,2023-01-17_23-19-35-523599,1930287,5078,
1930308,1930416,2023-01-17_23-19-40-745115,1935372,108,
1935384,1935418,2023-01-17_23-19-45-865666,1935421,34,
1940518,1945624,2023-01-17_23-19-51-295597,1945632,5106,
1945645,1950731,2023-01-17_23-19-56-515466,1950740,5086,
1950752,1950842,2023-01-17_23-20-01-634811,1950848,90,
1955847,1960959,2023-01-17_23-20-06-858018,1960974,5112,
1960996,1961035,2023-01-17_23-20-12-081445,1961038,39,
1966074,1971210,2023-01-17_23-20-17-507722,1971227,5136,
1971240,1971338,2023-01-17_23-20-22-628769,1971341,98,
1976317,1976339,2023-01-17_23-20-27-749499,1976343,22,
1981431,1986545,2023-01-17_23-20-33-075082,1986554,5114,
1986569,1986645,2023-01-17_23-20-38-296469,1986648,76,
1991694,1991715,2023-01-17_23-20-43-480004,1991718,21,
1996829,1996851,2023-01-17_23-20-48-740986,1996855,22,
2001955,2002007,2023-01-17_23-20-54-016126,2002010,52,
2007075,2012193,2023-01-17_23-20-59-288426,2012208,5118,
2012230,2017298,2023-01-17_23-21-04-613191,2017314,5068,
2017334,2022401,2023-01-17_23-21-09-834954,2022410,5067,
2022422,2022466,2023-01-17_23-21-14-955040,2022469,44,
2027522,2027565,2023-01-17_23-21-20-178478,2027568,43,
2032647,2037773,2023-01-17_23-21-25-503098,2037782,5126,
2037800,2037872,2023-01-17_23-21-30-724069,2037875,72,
2042938,2048058,2023-01-17_23-21-36-051059,2048068,5120,
2048079,2048118,2023-01-17_23-21-41-208778,2048122,39,
2053165,2058271,2023-01-17_23-21-46-597866,2058281,5106,
2058293,2058314,2023-01-17_23-21-51-647889,2058318,21,
2063527,2068623,2023-01-17_23-21-57-145571,2068633,5096,
2068649,2068691,2023-01-17_23-22-02-265960,2068694,42,
2073777,2078919,2023-01-17_23-22-07-590076,2078934,5142,
2078955,2084019,2023-01-17_23-22-12-915901,2084035,5064,
2084056,2084098,2023-01-17_23-22-18-035909,2084101,42,
2089136,2089203,2023-01-17_23-22-23-258008,2089207,67,
2094247,2094298,2023-01-17_23-22-28-479668,2094301,51,
2099353,2104484,2023-01-17_23-22-33-806055,2104494,5131,
2104505,2109623,2023-01-17_23-22-39-027167,2109639,5118,
2109660,2114724,2023-01-17_23-22-44-352471,2114738,5064,
2114758,2119832,2023-01-17_23-22-49-574697,2119847,5074,
2119867,2124947,2023-01-17_23-22-54-797210,2124964,5080,
2124985,2125018,2023-01-17_23-22-59-915886,2125021,33,
2130060,2135197,2023-01-17_23-23-05-242215,2135211,5137,
2135224,2135327,2023-01-17_23-23-10-463996,2140354,103,
2140376,2145460,2023-01-17_23-23-15-789856,2145476,5084,
2145496,2150566,2023-01-17_23-23-21-011396,2150581,5070,
2150603,2155678,2023-01-17_23-23-26-234709,2155694,5075,
2155716,2160822,2023-01-17_23-23-31-456300,2160831,5106,
2160844,2165936,2023-01-17_23-23-36-679168,2165953,5092,
2165973,2171042,2023-01-17_23-23-42-005305,2171055,5069,
2171076,2176152,2023-01-17_23-23-47-198821,2176167,5076,
2176188,2181253,2023-01-17_23-23-52-449566,2181262,5065,
2181281,2181347,2023-01-17_23-23-57-569794,2181350,66,
2186365,2191469,2023-01-17_23-24-02-893598,2191480,5104,
2191502,2191548,2023-01-17_23-24-08-015063,2191551,46,
2196587,2201724,2023-01-17_23-24-13-340389,2201741,5137,
2201753,2201774,2023-01-17_23-24-18-482861,2201777,21,
2206836,2211971,2023-01-17_23-24-23-783467,2211981,5135,
2211992,2212014,2023-01-17_23-24-28-960199,2212017,22,
2217081,2217161,2023-01-17_23-24-34-229526,2217164,80,
2222199,2227328,2023-01-17_23-24-39-553446,2227339,5129,
2227351,2227372,2023-01-17_23-24-44-685831,2227375,21,
2232442,2237575,2023-01-17_23-24-49-998550,2237585,5133,
2237597,2237663,2023-01-17_23-24-55-221087,2237666,66,
2242694,2247813,2023-01-17_23-25-00-545660,2247821,5119,
2247834,2247868,2023-01-17_23-25-05-666465,2247871,34,
2252933,2258191,2023-01-17_23-25-10-976929,2258206,5258,
2258228,2263295,2023-01-17_23-25-16-338477,2263304,5067,
2263318,2268411,2023-01-17_23-25-21-641004,2268427,5093,
2268448,2273520,2023-01-17_23-25-26-863559,2273535,5072,
2273557,2273586,2023-01-17_23-25-31-984322,2273589,29,
2278625,2283749,2023-01-17_23-25-37-207042,2283766,5124,
2283778,2283799,2023-01-17_23-25-42-435149,2283801,21,
2288862,2294072,2023-01-17_23-25-47-752680,2294082,5210,
2294094,2299178,2023-01-17_23-25-53-077838,2299187,5084,
2299200,2304290,2023-01-17_23-25-58-300027,2304306,5090,
2304327,2304402,2023-01-17_23-26-03-524988,2304405,75,
2309422,2309508,2023-01-17_23-26-08-747078,2309514,86,
2314535,2319655,2023-01-17_23-26-14-070592,2319663,5120,
2319683,2324797,2023-01-17_23-26-19-394859,2324806,5114,
2324819,2329904,2023-01-17_23-26-24-521432,2329913,5085,
2329925,
2371329,2376449,2023-01-17_23-27-12-243197,2376452,5120,
2376452,2376478,2023-01-17_23-27-17-299939,2376481,26,
2381561,2381632,2023-01-17_23-27-22-577320,2381635,71,
2386692,2386739,2023-01-17_23-27-27-800202,2386744,47,
2391832,2391852,2023-01-17_23-27-33-038138,2391855,20,
2396965,2396985,2023-01-17_23-27-38-287292,2396988,20,
2402072,2402092,2023-01-17_23-27-43-512715,2402096,20,
2407194,2407215,2023-01-17_23-27-48-764702,2407218,21,
2412338,2412359,2023-01-17_23-27-54-027227,2412362,21,
2417499,2417564,2023-01-17_23-27-59-338088,2417567,65,
