LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1673992022.347961,17025.000,598,1,T1,1,100,28.467
1673992022.481019,17155.000,616,1,T1,1,100,28.521
1673992022.614078,17285.000,634,1,T1,1,100,28.509
1673992022.747136,17415.000,649,1,T1,1,100,28.504
1673992022.882242,17547.000,680,1,T1,1,100,28.466
1673992023.014277,17676.000,696,1,T1,1,100,28.450
1673992023.147335,17806.000,712,1,T1,1,100,28.407
1673992023.279370,17935.000,744,1,T1,1,100,28.389
1673992023.411404,18064.000,760,1,T1,1,100,28.452
1673992023.543439,18193.000,778,1,T1,1,100,28.550
1673992023.676498,18323.000,796,1,T1,1,100,28.486
1673992023.809556,18453.000,827,1,T1,1,100,28.494
1673992023.942614,18583.000,842,1,T1,1,100,28.462
1673992024.074649,18712.000,860,1,T1,1,100,28.377
1673992024.205660,18840.000,891,1,T1,1,100,28.447
1673992024.338719,18970.000,906,1,T1,1,100,28.442
1673992024.474848,19103.000,925,1,T1,1,100,28.510
1673992024.607906,19233.000,942,1,T1,1,100,28.540
1673992024.739941,19362.000,975,1,T1,1,100,28.446
1673992024.871976,19491.000,991,1,T1,1,100,28.477
1673992025.004010,19620.000,1006,1,T1,1,100,28.454
1673992025.140139,19753.000,1039,1,T1,1,100,28.587
1673992025.272174,19882.000,1057,1,T1,1,100,28.538
1673992025.405233,20012.000,1072,1,T1,1,100,28.623
1673992025.538291,20142.000,1089,1,T1,1,100,28.553
1673992025.671349,20272.000,1123,1,T1,1,100,28.487
1673992025.804408,20402.000,1142,1,T1,1,100,28.495
1673992025.937466,20532.000,1158,1,T1,1,100,28.498
1673992026.070524,20662.000,1175,1,T1,1,100,28.534
1673992026.202559,20791.000,1192,1,T1,1,100,28.621
1673992026.333570,20919.000,1224,1,T1,1,100,28.659
1673992026.464582,21047.000,1242,1,T1,1,100,28.675
1673992026.597640,21177.000,1260,1,T1,1,100,28.576
1673992026.732745,21309.000,1293,1,T1,1,100,28.604
1673992026.866827,21440.000,1308,1,T1,1,100,28.545
