LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1673992022.232303,16912.000,576,9,MY,1,100,-22
1673992022.232303,16912.000,576,9,MY,1,100,-22
1673992022.232303,16912.000,576,9,MY,1,100,-21
1673992022.232303,16912.000,576,9,MY,1,100,-22
1673992022.232303,16912.000,576,9,MY,1,100,-21
1673992022.232303,16912.000,576,9,MY,1,100,-21
1673992022.232303,16912.000,576,9,MY,1,100,-22
1673992022.232303,16912.000,576,9,MY,1,100,-21
1673992022.232303,16912.000,576,9,MY,1,100,-21
1673992022.264373,16943.333,590,3,MY,1,100,-21
1673992022.296444,16974.667,590,3,MY,1,100,-21
1673992022.328514,17006.000,590,3,MY,1,100,-22
1673992022.368432,17045.000,606,2,MY,1,100,-23
1673992022.408349,17084.000,606,2,MY,1,100,-21
1673992022.448267,17123.000,624,3,MY,1,100,-22
1673992022.488184,17162.000,624,3,MY,1,100,-21
1673992022.528102,17201.000,624,3,MY,1,100,-22
1673992022.567678,17239.667,642,3,MY,1,100,-21
1673992022.607254,17278.333,642,3,MY,1,100,-21
1673992022.646831,17317.000,642,3,MY,1,100,-20
1673992022.686748,17356.000,657,2,MY,1,100,-22
1673992022.726666,17395.000,657,2,MY,1,100,-21
1673992022.767266,17434.667,673,3,MY,1,100,-22
1673992022.807865,17474.333,673,3,MY,1,100,-21
1673992022.848465,17514.000,673,3,MY,1,100,-22
1673992022.888383,17553.000,688,2,MY,1,100,-22
1673992022.928300,17592.000,688,2,MY,1,100,-22
1673992022.968218,17631.000,704,3,MY,1,100,-21
1673992023.008135,17670.000,704,3,MY,1,100,-21
1673992023.048053,17709.000,704,3,MY,1,100,-22
1673992023.087970,17748.000,720,3,MY,1,100,-22
1673992023.127888,17787.000,720,3,MY,1,100,-22
1673992023.167805,17826.000,720,3,MY,1,100,-22
1673992023.207723,17865.000,735,2,MY,1,100,-22
1673992023.247640,17904.000,735,2,MY,1,100,-22
1673992023.287217,17942.667,752,3,MY,1,100,-22
1673992023.326793,17981.333,752,3,MY,1,100,-21
1673992023.366369,18020.000,752,3,MY,1,100,-21
1673992023.406287,18059.000,768,2,MY,1,100,-22
1673992023.446204,18098.000,768,2,MY,1,100,-21
1673992023.485440,18136.333,786,3,MY,1,100,-22
1673992023.524675,18174.667,786,3,MY,1,100,-21
1673992023.563910,18213.000,786,3,MY,1,100,-22
1673992023.603827,18252.000,804,3,MY,1,100,-22
1673992023.643745,18291.000,804,3,MY,1,100,-22
1673992023.683662,18330.000,804,3,MY,1,100,-22
1673992023.723580,18369.000,818,2,MY,1,100,-21
1673992023.763497,18408.000,818,2,MY,1,100,-21
1673992023.803415,18447.000,835,3,MY,1,100,-22
1673992023.843332,18486.000,835,3,MY,1,100,-21
1673992023.883250,18525.000,835,3,MY,1,100,-21
1673992023.918391,18559.333,850,3,MY,1,100,-21
1673992023.953532,18593.667,850,3,MY,1,100,-22
1673992023.988673,18628.000,850,3,MY,1,100,-22
1673992024.028590,18667.000,868,2,MY,1,100,-21
1673992024.068508,18706.000,868,2,MY,1,100,-21
1673992024.107743,18744.333,883,3,MY,1,100,-22
1673992024.146978,18782.667,883,3,MY,1,100,-21
1673992024.186213,18821.000,883,3,MY,1,100,-21
1673992024.226131,18860.000,899,2,MY,1,100,-22
1673992024.266048,18899.000,899,2,MY,1,100,-22
1673992024.306307,18938.333,914,3,MY,1,100,-22
1673992024.346566,18977.667,914,3,MY,1,100,-22
1673992024.386824,19017.000,914,3,MY,1,100,-21
1673992024.427424,19056.667,933,3,MY,1,100,-22
1673992024.468024,19096.333,933,3,MY,1,100,-21
1673992024.508624,19136.000,933,3,MY,1,100,-21
1673992024.548542,19175.000,950,2,MY,1,100,-22
1673992024.588459,19214.000,950,2,MY,1,100,-22
1673992024.628376,19253.000,965,3,MY,1,100,-22
1673992024.668294,19292.000,965,3,MY,1,100,-22
1673992024.708211,19331.000,965,3,MY,1,100,-22
1673992024.747106,19369.000,983,2,MY,1,100,-20
1673992024.786000,19407.000,983,2,MY,1,100,-21
1673992024.825917,19446.000,999,3,MY,1,100,-22
1673992024.865834,19485.000,999,3,MY,1,100,-21
1673992024.905752,19524.000,999,3,MY,1,100,-22
1673992024.945328,19562.667,1014,3,MY,1,100,-21
1673992024.984905,19601.333,1014,3,MY,1,100,-21
1673992025.024481,19640.000,1014,3,MY,1,100,-22
1673992025.065422,19680.000,1031,2,MY,1,100,-21
1673992025.106363,19720.000,1031,2,MY,1,100,-21
1673992025.146281,19759.000,1047,3,MY,1,100,-21
1673992025.186198,19798.000,1047,3,MY,1,100,-22
1673992025.226115,19837.000,1047,3,MY,1,100,-21
1673992025.266033,19876.000,1065,2,MY,1,100,-22
1673992025.305951,19915.000,1065,2,MY,1,100,-22
1673992025.345868,19954.000,1080,3,MY,1,100,-22
1673992025.385786,19993.000,1080,3,MY,1,100,-21
1673992025.425703,20032.000,1080,3,MY,1,100,-22
1673992025.465621,20071.000,1097,3,MY,1,100,-22
1673992025.505538,20110.000,1097,3,MY,1,100,-20
1673992025.545456,20149.000,1097,3,MY,1,100,-22
1673992025.584861,20187.500,1113,2,MY,1,100,-22
1673992025.624267,20226.000,1113,2,MY,1,100,-21
1673992025.660090,20261.000,1131,3,MY,1,100,-22
1673992025.695914,20296.000,1131,3,MY,1,100,-21
1673992025.731737,20331.000,1131,3,MY,1,100,-22
1673992025.771655,20370.000,1150,4,MY,1,100,-20
1673992025.811572,20409.000,1150,4,MY,1,100,-21
1673992025.851490,20448.000,1150,4,MY,1,100,-22
1673992025.891407,20487.000,1150,4,MY,1,100,-22
1673992025.931325,20526.000,1166,2,MY,1,100,-21
1673992025.971242,20565.000,1166,2,MY,1,100,-22
1673992026.011160,20604.000,1183,3,MY,1,100,-22
1673992026.051077,20643.000,1183,3,MY,1,100,-22
1673992026.090995,20682.000,1183,3,MY,1,100,-21
1673992026.130400,20720.500,1200,2,MY,1,100,-22
1673992026.169806,20759.000,1200,2,MY,1,100,-21
1673992026.209041,20797.333,1216,3,MY,1,100,-21
1673992026.248276,20835.667,1216,3,MY,1,100,-21
1673992026.287512,20874.000,1216,3,MY,1,100,-21
1673992026.327088,20912.667,1232,3,MY,1,100,-21
1673992026.366664,20951.333,1232,3,MY,1,100,-21
1673992026.406241,20990.000,1232,3,MY,1,100,-21
1673992026.445647,21028.500,1250,2,MY,1,100,-22
1673992026.485052,21067.000,1250,2,MY,1,100,-21
1673992026.524970,21106.000,1268,3,MY,1,100,-21
1673992026.564887,21145.000,1268,3,MY,1,100,-21
1673992026.604805,21184.000,1268,3,MY,1,100,-21
1673992026.645234,21223.500,1282,2,MY,1,100,-21
1673992026.685663,21263.000,1282,2,MY,1,100,-21
1673992026.726263,21302.667,1301,3,MY,1,100,-21
1673992026.766863,21342.333,1301,3,MY,1,100,-21
1673992026.807463,21382.000,1301,3,MY,1,100,-21
1673992026.847380,21421.000,1316,3,MY,1,100,-22
1673992026.887298,21460.000,1316,3,MY,1,100,-21
1673992026.927215,21499.000,1316,3,MY,1,100,-21
1673992026.967133,21538.000,1332,2,MY,1,100,-21
1673992027.007050,21577.000,1332,2,MY,1,100,-22
1673992027.046627,21615.667,1347,3,MY,1,100,-21
1673992027.086203,21654.333,1347,3,MY,1,100,-22
1673992027.125779,21693.000,1347,3,MY,1,100,-21
1673992027.165697,21732.000,1365,2,MY,1,100,-21
1673992027.205614,21771.000,1365,2,MY,1,100,-22
1673992027.246214,21810.667,1382,3,MY,1,100,-22
1673992027.286814,21850.333,1382,3,MY,1,100,-21
1673992027.327414,21890.000,1382,3,MY,1,100,-21
1673992027.367843,21929.500,1398,2,MY,1,100,-21
1673992027.408273,21969.000,1398,2,MY,1,100,-21
1673992027.443755,22003.667,1418,3,MY,1,100,-22
1673992027.479237,22038.333,1418,3,MY,1,100,-21
1673992027.514719,22073.000,1418,3,MY,1,100,-22
1673992027.554295,22111.667,1433,3,MY,1,100,-21
1673992027.593872,22150.333,1433,3,MY,1,100,-21
1673992027.633448,22189.000,1433,3,MY,1,100,-21
1673992027.673707,22228.333,1448,3,MY,1,100,-22
1673992027.713965,22267.667,1448,3,MY,1,100,-21
1673992027.754224,22307.000,1448,3,MY,1,100,-21
1673992027.794653,22346.500,1467,2,MY,1,100,-21
1673992027.835083,22386.000,1467,2,MY,1,100,-22
1673992027.874318,22424.333,1482,3,MY,1,100,-22
1673992027.913553,22462.667,1482,3,MY,1,100,-22
1673992027.952788,22501.000,1482,3,MY,1,100,-22
1673992027.992706,22540.000,1497,2,MY,1,100,-21
1673992028.032623,22579.000,1497,2,MY,1,100,-22
1673992028.072541,22618.000,1515,3,MY,1,100,-22
1673992028.112458,22657.000,1515,3,MY,1,100,-22
1673992028.152376,22696.000,1515,3,MY,1,100,-21
1673992028.192293,22735.000,1531,2,MY,1,100,-21
1673992028.232211,22774.000,1531,2,MY,1,100,-21
1673992028.272128,22813.000,1548,3,MY,1,100,-22
1673992028.312046,22852.000,1548,3,MY,1,100,-21
1673992028.351963,22891.000,1548,3,MY,1,100,-21
1673992028.391540,22929.667,1565,3,MY,1,100,-22
1673992028.431116,22968.333,1565,3,MY,1,100,-21
1673992028.470692,23007.000,1565,3,MY,1,100,-22
1673992028.510098,23045.500,1581,2,MY,1,100,-22
1673992028.549504,23084.000,1581,2,MY,1,100,-22
1673992028.589421,23123.000,1599,3,MY,1,100,-21
1673992028.629339,23162.000,1599,3,MY,1,100,-21
1673992028.669256,23201.000,1599,3,MY,1,100,-22
1673992028.709174,23240.000,1614,2,MY,1,100,-22
1673992028.749091,23279.000,1614,2,MY,1,100,-21
1673992028.789009,23318.000,1631,3,MY,1,100,-23
1673992028.828926,23357.000,1631,3,MY,1,100,-22
1673992028.868844,23396.000,1631,3,MY,1,100,-22
1673992028.908761,23435.000,1648,3,MY,1,100,-22
1673992028.948679,23474.000,1648,3,MY,1,100,-21
1673992028.988596,23513.000,1648,3,MY,1,100,-21
1673992029.028002,23551.500,1663,2,MY,1,100,-21
1673992029.067408,23590.000,1663,2,MY,1,100,-21
1673992029.106984,23628.667,1681,3,MY,1,100,-21
1673992029.146560,23667.333,1681,3,MY,1,100,-22
1673992029.186137,23706.000,1681,3,MY,1,100,-21
1673992029.221619,23740.667,1697,3,MY,1,100,-21
1673992029.257101,23775.333,1697,3,MY,1,100,-21
1673992029.292583,23810.000,1697,3,MY,1,100,-21
