LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1673992021.691881,16384,609,1,SR,1,100,0.400000
1673992022.954912,17618,738,1,SR,1,100,0.266667
1673992023.483051,18134,790,1,SR,1,100,0.066667
1673992023.948756,18589,854,1,SR,1,100,0.066667
1673992024.146296,18782,918,1,SR,1,100,0.200000
1673992024.615071,19240,968,1,SR,1,100,0.133333
1673992024.878117,19497,1018,1,SR,1,100,0.133333
1673992025.145257,19758,1051,1,SR,1,100,0.066667
1673992025.610961,20213,1117,1,SR,1,100,0.066667
1673992025.810549,20408,1169,1,SR,1,100,0.133333
1673992026.076665,20668,1203,1,SR,1,100,0.066667
1673992026.406241,20990,1286,1,SR,1,100,0.333333
1673992027.007050,21577,1351,1,SR,1,100,0.066667
1673992027.205614,21771,1368,1,SR,1,100,0.066667
1673992027.408273,21969,1452,1,SR,1,100,0.333333
1673992027.871930,22422,1500,1,SR,1,100,0.133333
1673992028.270081,22811,1585,1,SR,1,100,0.266667
1673992028.801291,23330,1634,1,SR,1,100,0.066667
1673992029.264948,23783,1700,1,SR,1,100,0.066667
1673992029.600665,24111,1798,1,SR,1,100,0.266667
1673992029.997792,24499,1847,1,SR,1,100,0.266667
1673992030.400038,24892,1882,1,SR,1,100,0.066667
1673992030.598602,25086,1915,1,SR,1,100,0.066667
1673992030.933295,25413,1969,1,SR,1,100,0.066667
1673992031.398999,25868,2036,1,SR,1,100,0.066667
1673992031.734716,26196,2133,1,SR,1,100,0.333333
1673992032.199396,26650,2181,1,SR,1,100,0.200000
1673992032.669195,27109,2248,1,SR,1,100,0.133333
1673992033.329369,27754,2346,1,SR,1,100,0.133333
1673992033.595485,28014,2412,1,SR,1,100,0.200000
1673992033.928131,28339,2444,1,SR,1,100,0.066667
1673992034.130790,28537,2478,1,SR,1,100,0.066667
1673992034.328330,28730,2561,1,SR,1,100,0.466667
1673992035.326267,29705,2659,1,SR,1,100,0.133333
1673992035.856454,30223,2771,1,SR,1,100,0.266667
1673992036.518675,30870,2862,1,SR,1,100,0.133333
1673992036.787862,31133,2942,1,SR,1,100,0.333333
1673992037.388672,31720,2995,1,SR,1,100,0.066667
1673992037.588259,31915,3028,1,SR,1,100,0.066667
1673992037.787847,32110,3062,1,SR,1,100,0.133333
1673992038.049870,32366,3283,1,SR,1,100,1.266667
1673992039.852298,34127,3479,1,SR,1,100,0.733333
1673992043.776496,37961,3974,1,SR,1,100,0.133333
1673992044.045683,38224,4009,1,SR,1,100,0.133333
1673992044.578940,38745,4090,1,SR,1,100,0.066667
1673992044.778528,38940,4139,1,SR,1,100,0.133333
1673992045.441772,39588,4254,1,SR,1,100,0.200000
1673992045.773395,39912,4288,1,SR,1,100,0.066667
1673992046.103993,40235,4352,1,SR,1,100,0.200000
1673992046.438686,40562,4403,1,SR,1,100,0.200000
1673992047.303566,41407,4600,1,SR,1,100,0.600000
1673992048.032316,42119,4633,1,SR,1,100,0.133333
1673992048.694537,42766,4749,1,SR,1,100,0.200000
1673992049.030254,43094,4782,1,SR,1,100,0.066667
1673992049.361876,43418,4863,1,SR,1,100,0.266667
1673992049.763098,43810,4961,1,SR,1,100,0.400000
1673992050.293284,44328,4979,1,SR,1,100,0.066667
1673992050.491848,44522,5029,1,SR,1,100,0.133333
1673992051.158164,45173,5143,1,SR,1,100,0.200000
1673992052.022019,46017,5312,1,SR,1,100,0.400000
1673992052.554253,46537,5362,1,SR,1,100,0.133333
1673992053.618719,47577,5507,1,SR,1,100,0.066667
1673992053.818307,47772,5557,1,SR,1,100,0.133333
1673992054.618704,48554,5686,1,SR,1,100,0.133333
1673992055.148890,49072,5750,1,SR,1,100,0.133333
1673992055.548065,49462,5802,1,SR,1,100,0.066667
1673992055.748677,49658,5866,1,SR,1,100,0.266667
1673992056.145804,50046,5901,1,SR,1,100,0.066667
1673992056.347439,50243,5937,1,SR,1,100,0.133333
1673992056.746614,50633,6001,1,SR,1,100,0.133333
1673992057.016825,50897,6034,1,SR,1,100,0.066667
1673992057.612517,51479,6121,1,SR,1,100,0.133333
1673992058.013739,51871,6185,1,SR,1,100,0.200000
1673992058.479443,52326,6282,1,SR,1,100,0.266667
1673992058.880665,52718,6315,1,SR,1,100,0.133333
1673992059.281887,53110,6384,1,SR,1,100,0.133333
1673992059.679015,53498,6462,1,SR,1,100,0.333333
1673992060.540824,54340,6579,1,SR,1,100,0.200000
1673992061.006528,54795,6691,1,SR,1,100,0.400000
1673992061.943054,55710,6788,1,SR,1,100,0.066667
1673992062.275700,56035,6861,1,SR,1,100,0.400000
1673992062.803839,56551,6895,1,SR,1,100,0.066667
1673992063.140579,56880,6976,1,SR,1,100,0.200000
1673992063.873424,57596,7073,1,SR,1,100,0.133333
1673992064.138517,57855,7123,1,SR,1,100,0.200000
1673992064.734209,58437,7254,1,SR,1,100,0.400000
1673992065.404618,59092,7304,1,SR,1,100,0.066667
1673992065.602159,59285,7337,1,SR,1,100,0.066667
1673992065.937875,59613,7435,1,SR,1,100,0.266667
