TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
271142.000000,2432887.000000,1673992282.443250,1673994495.044886,469,16384,2.46715e+06,1.8.4
