LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1673992022.454408,17129.000,627,1,B%,1,100,100
1673992023.451322,18103.000,771,1,B%,1,100,100
1673992024.448236,19077.000,936,1,B%,1,100,100
1673992025.445150,20051.000,1100,1,B%,1,100,100
1673992026.437970,21021.000,1253,1,B%,1,100,100
1673992027.442049,22002.000,1401,1,B%,1,100,100
1673992028.436916,22974.000,1568,1,B%,1,100,100
1673992029.433830,23948.000,1733,1,B%,1,100,100
1673992030.432791,24924.000,1878,1,B%,1,100,100
1673992031.432775,25901.000,2033,1,B%,1,100,100
1673992032.436854,26882.000,2199,1,B%,1,100,100
1673992033.429674,27852.000,2343,1,B%,1,100,100
1673992034.427612,28827.000,2512,1,B%,1,100,100
1673992035.426573,29803.000,2676,1,B%,1,100,100
1673992036.419393,30773.000,2829,1,B%,1,100,100
1673992037.422448,31753.000,2992,1,B%,1,100,100
1673992038.419362,32727.000,3140,1,B%,1,100,100
1673992039.417300,33702.000,3301,1,B%,1,100,100
1673992040.416261,34678.000,3461,1,B%,1,100,100
1673992041.413175,35652.000,3604,1,B%,1,100,100
1673992042.414183,36630.000,3751,1,B%,1,100,100
1673992043.412121,37605.000,3893,1,B%,1,100,100
1673992044.412105,38582.000,4058,1,B%,1,100,100
1673992045.409019,39556.000,4219,1,B%,1,100,100
1673992046.405934,40530.000,4368,1,B%,1,100,100
1673992047.402848,41504.000,4519,1,B%,1,100,100
1673992048.397715,42476.000,4682,1,B%,1,100,100
1673992049.395652,43451.000,4846,1,B%,1,100,100
1673992050.391543,44424.000,4997,1,B%,1,100,100
1673992051.393574,45403.000,5160,1,B%,1,100,100
1673992052.388442,46375.000,5308,1,B%,1,100,100
1673992053.381261,47345.000,5473,1,B%,1,100,100
1673992054.384317,48325.000,5637,1,B%,1,100,100
1673992055.380207,49298.000,5768,1,B%,1,100,100
1673992056.381215,50276.000,5934,1,B%,1,100,100
1673992057.381200,51253.000,6070,1,B%,1,100,100
1673992058.378114,52227.000,6216,1,B%,1,100,100
