LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1672332195.621003,18117.000,654,1,SF,1,100,2.0823
1672332196.019277,18506.000,719,1,SF,1,100,4.1404
1672332196.352026,18831.000,768,1,SF,1,100,4.0925
1672332196.682727,19154.000,814,1,SF,1,100,4.0452
1672332196.951997,19417.000,862,1,SF,1,100,3.9984
1672332197.285770,19743.000,915,1,SF,1,100,6.0344
1672332197.618518,20068.000,966,1,SF,1,100,8.0468
1672332198.015769,20456.000,1031,1,SF,1,100,10.0360
1672332198.348518,20781.000,1079,1,SF,1,100,9.9199
1672332198.611645,21038.000,1130,1,SF,1,100,11.8874
1672332198.946441,21365.000,1179,1,SF,1,100,13.8321
1672332199.278166,21689.000,1226,1,SF,1,100,13.6721
1672332199.679512,22081.000,1294,1,SF,1,100,15.5962
1672332200.010213,22404.000,1340,1,SF,1,100,15.4158
1672332200.279484,22667.000,1388,1,SF,1,100,15.2375
1672332200.610184,22990.000,1440,1,SF,1,100,19.2257
1672332200.941909,23314.000,1489,1,SF,1,100,21.0856
1672332201.344279,23707.000,1555,1,SF,1,100,22.9239
1672332201.607407,23964.000,1604,1,SF,1,100,24.7410
1672332201.944251,24293.000,1653,1,SF,1,100,26.5370
1672332202.272904,24614.000,1701,1,SF,1,100,28.3123
1672332202.605653,24939.000,1756,1,SF,1,100,27.9848
1672332203.002903,25327.000,1818,1,SF,1,100,27.6610
1672332203.335652,25652.000,1866,1,SF,1,100,27.3410
1672332203.598779,25909.000,1918,1,SF,1,100,29.1070
1672332203.929480,26232.000,1964,1,SF,1,100,28.7703
1672332204.263253,26558.000,2013,1,SF,1,100,30.5197
1672332204.664599,26950.000,2079,1,SF,1,100,32.2489
1672332204.995300,27273.000,2128,1,SF,1,100,33.9581
1672332205.263546,27535.000,2175,1,SF,1,100,33.5653
1672332205.596295,27860.000,2225,1,SF,1,100,33.1770
1672332205.926996,28183.000,2273,1,SF,1,100,32.7932
1672332206.329366,28576.000,2341,1,SF,1,100,36.5784
1672332206.592493,28833.000,2389,1,SF,1,100,36.1552
1672332206.929337,29162.000,2437,1,SF,1,100,35.7370
1672332207.261062,29486.000,2485,1,SF,1,100,37.4058
1672332207.728958,29943.000,2556,1,SF,1,100,36.9731
1672332207.926559,30136.000,2590,1,SF,1,100,38.6277
1672332208.325858,30526.000,2654,1,SF,1,100,38.1808
1672332208.661678,30854.000,2703,1,SF,1,100,39.8214
1672332208.925829,31112.000,2750,1,SF,1,100,39.3607
1672332209.261649,31440.000,2797,1,SF,1,100,38.9054
1672332209.596446,31767.000,2847,1,SF,1,100,40.5376
1672332209.995744,32157.000,2911,1,SF,1,100,42.1509
1672332210.325421,32479.000,2963,1,SF,1,100,43.7456
1672332210.591620,32739.000,3011,1,SF,1,100,43.2395
1672332210.922321,33062.000,3058,1,SF,1,100,42.7393
1672332211.324691,33455.000,3127,1,SF,1,100,46.4094
1672332211.655392,33778.000,3173,1,SF,1,100,45.8725
1672332211.924662,34041.000,3226,1,SF,1,100,49.5064
1672332212.256387,34365.000,3273,1,SF,1,100,48.9337
1672332212.591183,34692.000,3324,1,SF,1,100,50.4499
1672332212.924956,35018.000,3375,1,SF,1,100,49.8663
1672332213.254633,35340.000,3425,1,SF,1,100,51.3717
1672332213.658027,35734.000,3489,1,SF,1,100,50.7774
1672332213.988728,36057.000,3537,1,SF,1,100,52.2723
1672332214.257998,36320.000,3589,1,SF,1,100,55.8321
1672332214.588699,36643.000,3641,1,SF,1,100,57.2684
1672332214.920424,36967.000,3688,1,SF,1,100,56.6060
1672332215.317674,37355.000,3756,1,SF,1,100,58.0334
1672332215.649399,37679.000,3805,1,SF,1,100,59.4443
1672332215.918670,37942.000,3854,1,SF,1,100,60.8389
1672332216.250395,38266.000,3902,1,SF,1,100,62.2174
1672332216.647645,38654.000,3969,1,SF,1,100,63.5799
1672332216.983465,38982.000,4018,1,SF,1,100,64.9266
1672332217.249664,39242.000,4068,1,SF,1,100,66.2578
1672332217.580365,39565.000,4118,1,SF,1,100,65.4913
1672332217.912090,39889.000,4166,1,SF,1,100,66.8160
1672332218.241767,40211.000,4222,1,SF,1,100,68.1253
1672332218.578611,40540.000,4272,1,SF,1,100,69.4195
1672332218.975862,40928.000,4336,1,SF,1,100,70.6987
1672332219.245132,41191.000,4385,1,SF,1,100,71.9631
1672332219.575833,41514.000,4436,1,SF,1,100,73.2129
1672332219.909606,41840.000,4487,1,SF,1,100,74.4482
1672332220.308904,42230.000,4551,1,SF,1,100,73.5870
1672332220.639605,42553.000,4601,1,SF,1,100,74.8180
