LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,UN
1672332223.000000,45842,5127,2,UN,1,100,stressato per i documenti erasmus da compilare e a breve devo studiare
