LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1672332196.251689,18733.000,766,1,B%,1,100,48
1672332197.251983,19710.000,932,1,B%,1,100,47
1672332198.248181,20683.000,1078,1,B%,1,100,47
1672332199.244379,21656.000,1243,1,B%,1,100,47
1672332200.246721,22635.000,1404,1,B%,1,100,47
1672332201.243943,23609.000,1553,1,B%,1,100,47
1672332202.240141,24582.000,1718,1,B%,1,100,47
1672332203.235315,25554.000,1865,1,B%,1,100,47
1672332204.229466,26525.000,2030,1,B%,1,100,46
1672332205.230783,27503.000,2192,1,B%,1,100,46
1672332206.229029,28478.000,2337,1,B%,1,100,46
1672332207.227275,29453.000,2502,1,B%,1,100,46
1672332208.225521,30428.000,2653,1,B%,1,100,46
1672332209.227862,31407.000,2814,1,B%,1,100,46
1672332210.226108,32382.000,2980,1,B%,1,100,45
1672332211.224354,33357.000,3123,1,B%,1,100,46
1672332212.222600,34332.000,3289,1,B%,1,100,46
1672332213.221870,35308.000,3442,1,B%,1,100,46
1672332214.224211,36287.000,3605,1,B%,1,100,45
1672332215.218362,37258.000,3754,1,B%,1,100,44
1672332216.216608,38233.000,3919,1,B%,1,100,43
1672332217.214854,39208.000,4085,1,B%,1,100,44
1672332218.209004,40179.000,4238,1,B%,1,100,45
1672332219.211345,41158.000,4402,1,B%,1,100,45
1672332220.209591,42133.000,4549,1,B%,1,100,45
1672332221.206814,43107.000,4714,1,B%,1,100,46
1672332222.203012,44080.000,4860,1,B%,1,100,45
1672332223.198186,45052.000,5023,1,B%,1,100,45
1672332224.198480,46029.000,5175,1,B%,1,100,45
1672332225.197750,47005.000,5340,1,B%,1,100,45
1672332226.192924,47977.000,5485,1,B%,1,100,45
1672332227.189122,48950.000,5650,1,B%,1,100,45
1672332228.188392,49926.000,5796,1,B%,1,100,45
1672332229.183566,50898.000,5962,1,B%,1,100,45
1672332230.179765,51871.000,6109,1,B%,1,100,45
1672332231.174939,52843.000,6274,1,B%,1,100,46
1672332232.174209,53819.000,6420,1,B%,1,100,45
1672332233.178598,54800.000,6585,1,B%,1,100,45
1672332234.175820,55774.000,6751,1,B%,1,100,45
1672332235.173042,56748.000,6896,1,B%,1,100,45
1672332236.172312,57724.000,7061,1,B%,1,100,45
1672332237.170557,58699.000,7221,1,B%,1,100,44
1672332238.173923,59679.000,7367,1,B%,1,100,44
1672332239.171145,60653.000,7537,1,B%,1,100,45
1672332240.171438,61630.000,7700,1,B%,1,100,45
1672332241.169684,62605.000,7846,1,B%,1,100,45
1672332242.163835,63576.000,8010,1,B%,1,100,45
1672332243.161057,64550.000,8154,1,B%,1,100,45
1672332244.159303,65525.000,8317,1,B%,1,100,44
1672332245.158573,66501.000,8469,1,B%,1,100,44
1672332246.161938,67481.000,8629,1,B%,1,100,44
1672332247.159160,68455.000,8774,1,B%,1,100,43
1672332248.159453,69432.000,8936,1,B%,1,100,43
1672332249.154628,70404.000,9080,1,B%,1,100,43
1672332250.153898,71380.000,9238,1,B%,1,100,43
1672332251.157263,72360.000,9403,1,B%,1,100,44
1672332252.156533,73336.000,9564,1,B%,1,100,44
1672332253.154778,74311.000,9710,1,B%,1,100,44
1672332254.149953,75283.000,9875,1,B%,1,100,44
1672332255.144103,76254.000,10040,1,B%,1,100,43
1672332256.142349,77229.000,10183,1,B%,1,100,44
1672332257.140595,78204.000,10346,1,B%,1,100,43
1672332258.141913,79182.000,10506,1,B%,1,100,44
1672332259.138111,80155.000,10653,1,B%,1,100,44
1672332260.137381,81131.000,10823,1,B%,1,100,44
1672332261.131531,82102.000,10968,1,B%,1,100,44
1672332262.128753,83076.000,11129,1,B%,1,100,45
1672332263.130071,84054.000,11289,1,B%,1,100,45
1672332264.128317,85029.000,11437,1,B%,1,100,45
1672332265.126563,86004.000,11600,1,B%,1,100,45
1672332266.118665,86973.000,11750,1,B%,1,100,45
1672332267.115888,87947.000,11913,1,B%,1,100,44
1672332268.114134,88922.000,12060,1,B%,1,100,44
1672332269.108284,89893.000,12222,1,B%,1,100,45
1672332270.109601,90871.000,12369,1,B%,1,100,45
1672332271.107847,91846.000,12537,1,B%,1,100,45
1672332272.107117,92822.000,12700,1,B%,1,100,44
1672332273.103315,93795.000,12846,1,B%,1,100,45
1672332274.101561,94770.000,13009,1,B%,1,100,44
1672332275.101855,95747.000,13173,1,B%,1,100,44
1672332276.098053,96720.000,13326,1,B%,1,100,44
1672332277.097323,97696.000,13490,1,B%,1,100,44
1672332278.093521,98669.000,13636,1,B%,1,100,43
1672332279.091767,99644.000,13801,1,B%,1,100,44
1672332280.085918,100615.000,13962,1,B%,1,100,44
1672332281.084164,101590.000,14118,1,B%,1,100,44
1672332282.084457,102567.000,14277,1,B%,1,100,45
1672332283.081679,103541.000,14425,1,B%,1,100,45
1672332284.078902,104515.000,14590,1,B%,1,100,44
1672332285.075100,105488.000,14750,1,B%,1,100,44
1672332286.078465,106468.000,14897,1,B%,1,100,45
1672332287.074663,107441.000,15065,1,B%,1,100,44
1672332288.068814,108412.000,15211,1,B%,1,100,44
1672332289.068083,109388.000,15378,1,B%,1,100,44
1672332290.063258,110360.000,15541,1,B%,1,100,44
1672332291.065599,111339.000,15688,1,B%,1,100,44
1672332292.060773,112311.000,15856,1,B%,1,100,44
1672332293.057996,113285.000,16018,1,B%,1,100,44
1672332294.058289,114262.000,16166,1,B%,1,100,43
1672332295.052440,115233.000,16327,1,B%,1,100,44
1672332296.052733,116210.000,16474,1,B%,1,100,45
1672332297.052003,117186.000,16640,1,B%,1,100,45
1672332298.050249,118161.000,16786,1,B%,1,100,44
1672332299.047471,119135.000,16951,1,B%,1,100,45
