LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1672332197.096359,19558,877,1,BI,1,100,5920
1672332198.387424,20819,1096,1,BI,1,100,1280
1672332199.558699,21963,1274,1,BI,1,100,1160
1672332203.492300,25805,1898,1,BI,1,100,3920
1672332205.355692,27625,2193,1,BI,1,100,1840
1672332206.512634,28755,2372,1,BI,1,100,1160
1672332207.487331,29707,2534,1,BI,1,100,960
1672332210.230204,32386,2961,1,BI,1,100,2720
1672332211.682012,33804,3192,1,BI,1,100,1440
1672332214.391098,36450,3606,1,BI,1,100,2680
1672332215.224505,37264,3737,1,BI,1,100,840
1672332217.289594,39281,4066,1,BI,1,100,2040
1672332218.241767,40211,4218,1,BI,1,100,960
1672332219.656717,41593,4452,1,BI,1,100,1400
1672332220.504458,42421,4585,1,BI,1,100,840
1672332222.236799,44113,4861,1,BI,1,100,1720
1672332224.773879,46591,5257,1,BI,1,100,2520
1672332225.696361,47492,5390,1,BI,1,100,920
1672332226.944424,48711,5583,1,BI,1,100,1240
1672332229.998544,51694,6076,1,BI,1,100,3040
1672332230.891335,52566,6207,1,BI,1,100,880
1672332232.303213,53945,6421,1,BI,1,100,1400
1672332235.406478,56976,6930,1,BI,1,100,3080
1672332237.540164,59060,7254,1,BI,1,100,2120
1672332238.552744,60049,7417,1,BI,1,100,1000
1672332240.764243,62209,7766,1,BI,1,100,2200
1672332241.731774,63154,7925,1,BI,1,100,960
1672332242.899977,64295,8106,1,BI,1,100,1160
1672332245.273243,66613,8470,1,BI,1,100,2360
1672332249.801696,71036,9172,1,BI,1,100,4480
1672332251.652802,72844,9467,1,BI,1,100,1840
1672332253.824371,74965,9807,1,BI,1,100,2160
1672332256.477146,77556,10231,1,BI,1,100,2640
1672332258.535068,79566,10538,1,BI,1,100,2040
1672332260.021687,81018,10789,1,BI,1,100,1480
1672332261.112078,82083,10951,1,BI,1,100,1080
1672332264.786647,85672,11532,1,BI,1,100,3640
1672332266.909071,87745,11863,1,BI,1,100,2120
1672332268.080347,88889,12039,1,BI,1,100,1160
1672332269.605871,90379,12285,1,BI,1,100,1520
1672332271.580863,92308,12601,1,BI,1,100,1960
1672332272.910833,93607,12798,1,BI,1,100,1320
1672332274.894015,95544,13122,1,BI,1,100,1960
1672332276.168698,96789,13328,1,BI,1,100,1280
1672332278.193858,98767,13637,1,BI,1,100,2000
1672332279.282202,99830,13817,1,BI,1,100,1080
