LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1672332197.217172,19676.000,896,2,AK,1,100,894
1672332197.217172,19676.000,896,2,AK,1,100,RD
1672332199.803397,22202.000,1721,2,AK,1,100,894
1672332202.389622,24728.000,1721,2,AK,1,100,RD
1672332202.401396,24739.500,1724,2,AK,1,100,1722
1672332202.413170,24751.000,1724,2,AK,1,100,RD
1672332205.032158,27309.000,2552,2,AK,1,100,1722
1672332207.651146,29867.000,2552,2,AK,1,100,RD
1672332207.695683,29910.500,2555,2,AK,1,100,2553
1672332207.740220,29954.000,2555,2,AK,1,100,RD
1672332210.305456,32459.500,3371,2,AK,1,100,2553
1672332212.870692,34965.000,3371,2,AK,1,100,RD
1672332212.915741,35009.000,3374,2,AK,1,100,3372
1672332212.960790,35053.000,3374,2,AK,1,100,RD
1672332215.533705,37566.000,4198,2,AK,1,100,3372
1672332218.106620,40079.000,4198,2,AK,1,100,RD
1672332218.140407,40112.000,4201,2,AK,1,100,4199
1672332218.174194,40145.000,4201,2,AK,1,100,RD
1672332220.757859,42668.500,5025,2,AK,1,100,4199
1672332223.341524,45192.000,5025,2,AK,1,100,RD
1672332223.369680,45219.500,5028,2,AK,1,100,5026
1672332223.397835,45247.000,5028,2,AK,1,100,RD
1672332225.983548,47772.500,5844,2,AK,1,100,5026
1672332228.569261,50298.000,5844,2,AK,1,100,RD
1672332228.601512,50329.500,5847,2,AK,1,100,5845
1672332228.633763,50361.000,5847,2,AK,1,100,RD
1672332231.225619,52892.500,6668,2,AK,1,100,5845
1672332233.817475,55424.000,6668,2,AK,1,100,RD
1672332233.830273,55436.500,6671,2,AK,1,100,6669
1672332233.843071,55449.000,6671,2,AK,1,100,RD
1672332236.459499,58004.500,7500,2,AK,1,100,6669
1672332239.075927,60560.000,7500,2,AK,1,100,RD
1672332239.095892,60579.500,7503,2,AK,1,100,7501
1672332239.115857,60599.000,7503,2,AK,1,100,RD
1672332241.714880,63137.500,8319,2,AK,1,100,7501
