LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1672332195.535000,18033.000,644,4,EM,1,100,RS
1672332195.535000,18033.000,644,4,EM,1,100,RB
1672332195.535000,18033.000,644,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332195.535000,18033.000,644,4,EM,1,100,PS
1672332195.586448,18083.250,670,4,EM,1,100,RS
1672332195.637896,18133.500,670,4,EM,1,100,RB
1672332195.689344,18183.750,670,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332195.740792,18234.000,670,4,EM,1,100,PS
1672332195.792240,18284.250,701,4,EM,1,100,RS
1672332195.843688,18334.500,701,4,EM,1,100,RB
1672332195.895136,18384.750,701,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332195.946584,18435.000,701,4,EM,1,100,PS
1672332196.001104,18488.250,734,4,EM,1,100,RS
1672332196.055624,18541.500,734,4,EM,1,100,RB
1672332196.110143,18594.750,734,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332196.164663,18648.000,734,4,EM,1,100,PS
1672332196.216111,18698.250,767,4,EM,1,100,RS
1672332196.267559,18748.500,767,4,EM,1,100,RB
1672332196.319007,18798.750,767,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332196.370455,18849.000,767,4,EM,1,100,PS
1672332196.421903,18899.250,799,4,EM,1,100,RS
1672332196.473351,18949.500,799,4,EM,1,100,RB
1672332196.524799,18999.750,799,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332196.576247,19050.000,799,4,EM,1,100,PS
1672332196.627695,19100.250,830,4,EM,1,100,RS
1672332196.679143,19150.500,830,4,EM,1,100,RB
1672332196.730591,19200.750,830,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332196.782039,19251.000,830,4,EM,1,100,PS
1672332196.833488,19301.250,861,4,EM,1,100,RS
1672332196.884936,19351.500,861,4,EM,1,100,RB
1672332196.936383,19401.750,861,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332196.987832,19452.000,861,4,EM,1,100,PS
1672332197.045167,19508.000,897,4,EM,1,100,RS
1672332197.102502,19564.000,897,4,EM,1,100,RB
1672332197.159837,19620.000,897,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332197.217172,19676.000,897,4,EM,1,100,PS
1672332197.268620,19726.250,933,4,EM,1,100,RS
1672332197.320068,19776.500,933,4,EM,1,100,RB
1672332197.371516,19826.750,933,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332197.422965,19877.000,933,4,EM,1,100,PS
1672332197.474412,19927.250,965,4,EM,1,100,RS
1672332197.525861,19977.500,965,4,EM,1,100,RB
1672332197.577309,20027.750,965,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332197.628757,20078.000,965,4,EM,1,100,PS
1672332197.680205,20128.250,997,4,EM,1,100,RS
1672332197.731653,20178.500,997,4,EM,1,100,RB
1672332197.783101,20228.750,997,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332197.834549,20279.000,997,4,EM,1,100,PS
1672332197.885997,20329.250,1030,4,EM,1,100,RS
1672332197.937445,20379.500,1030,4,EM,1,100,RB
1672332197.988893,20429.750,1030,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332198.040341,20480.000,1030,4,EM,1,100,PS
1672332198.091789,20530.250,1061,4,EM,1,100,RS
1672332198.143237,20580.500,1061,4,EM,1,100,RB
1672332198.194685,20630.750,1061,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332198.246133,20681.000,1061,4,EM,1,100,PS
1672332198.297581,20731.250,1095,4,EM,1,100,RS
1672332198.349030,20781.500,1095,4,EM,1,100,RB
1672332198.400478,20831.750,1095,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332198.451926,20882.000,1095,4,EM,1,100,PS
1672332198.503374,20932.250,1129,4,EM,1,100,RS
1672332198.554822,20982.500,1129,4,EM,1,100,RB
1672332198.606270,21032.750,1129,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332198.657718,21083.000,1129,4,EM,1,100,PS
1672332198.709166,21133.250,1161,4,EM,1,100,RS
1672332198.760614,21183.500,1161,4,EM,1,100,RB
1672332198.812062,21233.750,1161,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332198.863510,21284.000,1161,4,EM,1,100,PS
1672332198.914958,21334.250,1194,4,EM,1,100,RS
1672332198.966406,21384.500,1194,4,EM,1,100,RB
1672332199.017854,21434.750,1194,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332199.069302,21485.000,1194,4,EM,1,100,PS
1672332199.120750,21535.250,1225,4,EM,1,100,RS
1672332199.172199,21585.500,1225,4,EM,1,100,RB
1672332199.223647,21635.750,1225,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332199.275095,21686.000,1225,4,EM,1,100,PS
1672332199.326543,21736.250,1258,4,EM,1,100,RS
1672332199.377991,21786.500,1258,4,EM,1,100,RB
1672332199.429439,21836.750,1258,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332199.480887,21887.000,1258,4,EM,1,100,PS
1672332199.532335,21937.250,1293,4,EM,1,100,RS
1672332199.583783,21987.500,1293,4,EM,1,100,RB
1672332199.635231,22037.750,1293,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332199.686679,22088.000,1293,4,EM,1,100,PS
1672332199.738127,22138.250,1325,4,EM,1,100,RS
1672332199.789575,22188.500,1325,4,EM,1,100,RB
1672332199.841023,22238.750,1325,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332199.892471,22289.000,1325,4,EM,1,100,PS
1672332199.943919,22339.250,1356,4,EM,1,100,RS
1672332199.995368,22389.500,1356,4,EM,1,100,RB
1672332200.046815,22439.750,1356,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332200.098264,22490.000,1356,4,EM,1,100,PS
1672332200.149712,22540.250,1387,4,EM,1,100,RS
1672332200.201160,22590.500,1387,4,EM,1,100,RB
1672332200.252608,22640.750,1387,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332200.304056,22691.000,1387,4,EM,1,100,PS
1672332200.355504,22741.250,1422,4,EM,1,100,RS
1672332200.406952,22791.500,1422,4,EM,1,100,RB
1672332200.458400,22841.750,1422,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332200.509848,22892.000,1422,4,EM,1,100,PS
1672332200.561296,22942.250,1456,4,EM,1,100,RS
1672332200.612744,22992.500,1456,4,EM,1,100,RB
1672332200.664192,23042.750,1456,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332200.715640,23093.000,1456,4,EM,1,100,PS
1672332200.767088,23143.250,1486,4,EM,1,100,RS
1672332200.818536,23193.500,1486,4,EM,1,100,RB
1672332200.869984,23243.750,1486,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332200.921432,23294.000,1486,4,EM,1,100,PS
1672332200.972881,23344.250,1520,4,EM,1,100,RS
1672332201.024329,23394.500,1520,4,EM,1,100,RB
1672332201.075777,23444.750,1520,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332201.127225,23495.000,1520,4,EM,1,100,PS
1672332201.178673,23545.250,1554,4,EM,1,100,RS
1672332201.230121,23595.500,1554,4,EM,1,100,RB
1672332201.281569,23645.750,1554,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332201.333017,23696.000,1554,4,EM,1,100,PS
1672332201.384465,23746.250,1588,4,EM,1,100,RS
1672332201.435913,23796.500,1588,4,EM,1,100,RB
1672332201.487361,23846.750,1588,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332201.538809,23897.000,1588,4,EM,1,100,PS
1672332201.590257,23947.250,1620,4,EM,1,100,RS
1672332201.641705,23997.500,1620,4,EM,1,100,RB
1672332201.693153,24047.750,1620,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332201.744601,24098.000,1620,4,EM,1,100,PS
1672332201.796050,24148.250,1650,4,EM,1,100,RS
1672332201.847497,24198.500,1650,4,EM,1,100,RB
1672332201.898946,24248.750,1650,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332201.950394,24299.000,1650,4,EM,1,100,PS
1672332202.001842,24349.250,1686,4,EM,1,100,RS
1672332202.053290,24399.500,1686,4,EM,1,100,RB
1672332202.104738,24449.750,1686,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332202.156186,24500.000,1686,4,EM,1,100,PS
1672332202.207634,24550.250,1719,4,EM,1,100,RS
1672332202.259082,24600.500,1719,4,EM,1,100,RB
1672332202.310530,24650.750,1719,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332202.361978,24701.000,1719,4,EM,1,100,PS
1672332202.413426,24751.250,1755,4,EM,1,100,RS
1672332202.464874,24801.500,1755,4,EM,1,100,RB
1672332202.516322,24851.750,1755,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332202.567770,24902.000,1755,4,EM,1,100,PS
1672332202.619218,24952.250,1786,4,EM,1,100,RS
1672332202.670666,25002.500,1786,4,EM,1,100,RB
1672332202.722115,25052.750,1786,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332202.773563,25103.000,1786,4,EM,1,100,PS
1672332202.825011,25153.250,1817,4,EM,1,100,RS
1672332202.876459,25203.500,1817,4,EM,1,100,RB
1672332202.927907,25253.750,1817,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332202.979355,25304.000,1817,4,EM,1,100,PS
1672332203.030803,25354.250,1849,4,EM,1,100,RS
1672332203.082251,25404.500,1849,4,EM,1,100,RB
1672332203.133699,25454.750,1849,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332203.185147,25505.000,1849,4,EM,1,100,PS
1672332203.236595,25555.250,1882,4,EM,1,100,RS
1672332203.288043,25605.500,1882,4,EM,1,100,RB
1672332203.339491,25655.750,1882,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332203.390939,25706.000,1882,4,EM,1,100,PS
1672332203.443155,25757.000,1917,4,EM,1,100,RS
1672332203.495371,25808.000,1917,4,EM,1,100,RB
1672332203.547587,25859.000,1917,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332203.599803,25910.000,1917,4,EM,1,100,PS
1672332203.650995,25960.000,1948,4,EM,1,100,RS
1672332203.702187,26010.000,1948,4,EM,1,100,RB
1672332203.753379,26060.000,1948,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332203.804571,26110.000,1948,4,EM,1,100,PS
1672332203.856019,26160.250,1980,4,EM,1,100,RS
1672332203.907468,26210.500,1980,4,EM,1,100,RB
1672332203.958916,26260.750,1980,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332204.010364,26311.000,1980,4,EM,1,100,PS
1672332204.061812,26361.250,2012,4,EM,1,100,RS
1672332204.113260,26411.500,2012,4,EM,1,100,RB
1672332204.164708,26461.750,2012,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332204.216156,26512.000,2012,4,EM,1,100,PS
1672332204.267604,26562.250,2046,4,EM,1,100,RS
1672332204.319052,26612.500,2046,4,EM,1,100,RB
1672332204.370500,26662.750,2046,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332204.421948,26713.000,2046,4,EM,1,100,PS
1672332204.473396,26763.250,2078,4,EM,1,100,RS
1672332204.524844,26813.500,2078,4,EM,1,100,RB
1672332204.576292,26863.750,2078,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332204.627740,26914.000,2078,4,EM,1,100,PS
1672332204.679188,26964.250,2112,4,EM,1,100,RS
1672332204.730637,27014.500,2112,4,EM,1,100,RB
1672332204.782085,27064.750,2112,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332204.833533,27115.000,2112,4,EM,1,100,PS
1672332204.886517,27166.750,2144,4,EM,1,100,RS
1672332204.939500,27218.500,2144,4,EM,1,100,RB
1672332204.992484,27270.250,2144,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332205.045468,27322.000,2144,4,EM,1,100,PS
1672332205.096916,27372.250,2174,4,EM,1,100,RS
1672332205.148364,27422.500,2174,4,EM,1,100,RB
1672332205.199812,27472.750,2174,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332205.251260,27523.000,2174,4,EM,1,100,PS
1672332205.303732,27574.250,2210,4,EM,1,100,RS
1672332205.356204,27625.500,2210,4,EM,1,100,RB
1672332205.408676,27676.750,2210,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332205.461148,27728.000,2210,4,EM,1,100,PS
1672332205.515156,27780.750,2241,4,EM,1,100,RS
1672332205.569163,27833.500,2241,4,EM,1,100,RB
1672332205.623171,27886.250,2241,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332205.677178,27939.000,2241,4,EM,1,100,PS
1672332205.728626,27989.250,2272,4,EM,1,100,RS
1672332205.780075,28039.500,2272,4,EM,1,100,RB
1672332205.831523,28089.750,2272,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332205.882971,28140.000,2272,4,EM,1,100,PS
1672332205.934419,28190.250,2303,4,EM,1,100,RS
1672332205.985867,28240.500,2303,4,EM,1,100,RB
1672332206.037315,28290.750,2303,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332206.088763,28341.000,2303,4,EM,1,100,PS
1672332206.140211,28391.250,2338,4,EM,1,100,RS
1672332206.191659,28441.500,2338,4,EM,1,100,RB
1672332206.243107,28491.750,2338,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332206.294555,28542.000,2338,4,EM,1,100,PS
1672332206.346003,28592.250,2371,4,EM,1,100,RS
1672332206.397451,28642.500,2371,4,EM,1,100,RB
1672332206.448899,28692.750,2371,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332206.500347,28743.000,2371,4,EM,1,100,PS
1672332206.551795,28793.250,2405,4,EM,1,100,RS
1672332206.603244,28843.500,2405,4,EM,1,100,RB
1672332206.654692,28893.750,2405,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332206.706140,28944.000,2405,4,EM,1,100,PS
1672332206.757588,28994.250,2436,4,EM,1,100,RS
1672332206.809036,29044.500,2436,4,EM,1,100,RB
1672332206.860484,29094.750,2436,4,EM,1,100,2022-12-29_17-43-14-962475.csv
1672332206.911932,29145.000,2436,4,EM,1,100,PS
1672332206.963380,29195.250,2469,4,EM,1,100,RS
