TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
603522.000000,2877427.000000,1672332794.983213,1672335123.102595,656,18028,3.41841e+06,1.8.4
