LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1672332197.096359,19558,878,1,HR,1,100,10
1672332198.387424,20819,1097,1,HR,1,100,14
1672332199.558699,21963,1275,1,HR,1,100,19
1672332203.492300,25805,1899,1,HR,1,100,18
1672332205.355692,27625,2194,1,HR,1,100,20
1672332206.512634,28755,2373,1,HR,1,100,24
1672332207.487331,29707,2535,1,HR,1,100,28
1672332210.230204,32386,2962,1,HR,1,100,28
1672332211.682012,33804,3193,1,HR,1,100,29
1672332214.391098,36450,3607,1,HR,1,100,29
1672332215.224505,37264,3738,1,HR,1,100,34
1672332217.289594,39281,4067,1,HR,1,100,33
1672332218.241767,40211,4219,1,HR,1,100,37
1672332219.656717,41593,4453,1,HR,1,100,37
1672332220.504458,42421,4586,1,HR,1,100,41
1672332222.236799,44113,4862,1,HR,1,100,41
1672332224.773879,46591,5258,1,HR,1,100,39
1672332225.696361,47492,5391,1,HR,1,100,42
1672332226.944424,48711,5584,1,HR,1,100,43
1672332229.998544,51694,6077,1,HR,1,100,40
1672332230.891335,52566,6208,1,HR,1,100,43
1672332232.303213,53945,6422,1,HR,1,100,43
1672332235.406478,56976,6931,1,HR,1,100,40
1672332237.540164,59060,7255,1,HR,1,100,39
1672332238.552744,60049,7418,1,HR,1,100,41
1672332240.764243,62209,7767,1,HR,1,100,40
1672332241.731774,63154,7926,1,HR,1,100,42
1672332242.899977,64295,8107,1,HR,1,100,44
1672332245.273243,66613,8471,1,HR,1,100,41
1672332249.801696,71036,9173,1,HR,1,100,38
1672332251.652802,72844,9468,1,HR,1,100,37
1672332253.824371,74965,9808,1,HR,1,100,36
1672332256.477146,77556,10232,1,HR,1,100,35
1672332258.535068,79566,10539,1,HR,1,100,34
1672332260.021687,81018,10790,1,HR,1,100,35
1672332261.112078,82083,10952,1,HR,1,100,37
1672332264.786647,85672,11533,1,HR,1,100,35
1672332266.909071,87745,11864,1,HR,1,100,34
1672332268.080347,88889,12040,1,HR,1,100,36
1672332269.605871,90379,12286,1,HR,1,100,37
1672332271.580863,92308,12602,1,HR,1,100,36
1672332272.910833,93607,12799,1,HR,1,100,37
1672332274.894015,95544,13123,1,HR,1,100,36
1672332276.168698,96789,13329,1,HR,1,100,37
1672332278.193858,98767,13638,1,HR,1,100,37
1672332279.282202,99830,13818,1,HR,1,100,39
1672332280.646983,101163,14029,1,HR,1,100,39
1672332283.416476,103868,14475,1,HR,1,100,37
1672332285.721144,106119,14832,1,HR,1,100,36
1672332286.415309,106797,14953,1,HR,1,100,42
1672332288.741478,109069,15310,1,HR,1,100,40
1672332289.714128,110019,15457,1,HR,1,100,43
1672332291.005192,111280,15672,1,HR,1,100,43
1672332292.369974,112613,15892,1,HR,1,100,43
1672332293.865807,114074,16117,1,HR,1,100,43
1672332295.748652,115913,16426,1,HR,1,100,42
1672332297.644808,117765,16720,1,HR,1,100,41
1672332298.496644,118597,16853,1,HR,1,100,44
1672332300.183936,120245,17114,1,HR,1,100,43
1672332301.393093,121426,17309,1,HR,1,100,44
1672332302.719992,122722,17525,1,HR,1,100,44
1672332307.752176,127637,18287,1,HR,1,100,40
1672332308.839496,128699,18468,1,HR,1,100,42
1672332309.890981,129726,18629,1,HR,1,100,44
1672332310.967039,130777,18808,1,HR,1,100,45
1672332312.058455,131843,18968,1,HR,1,100,47
1672332314.113306,133850,19304,1,HR,1,100,45
1672332315.036811,134752,19432,1,HR,1,100,47
1672332316.004342,135697,19596,1,HR,1,100,49
1672332316.974944,136645,19745,1,HR,1,100,50
1672332318.291605,137931,19947,1,HR,1,100,50
1672332319.139346,138759,20095,1,HR,1,100,52
1672332320.908545,140487,20373,1,HR,1,100,50
1672332321.717380,141277,20508,1,HR,1,100,53
1672332322.690030,142227,20653,1,HR,1,100,54
1672332323.807041,143318,20821,1,HR,1,100,54
1672332324.973197,144457,21017,1,HR,1,100,54
1672332325.942776,145404,21166,1,HR,1,100,55
1672332327.076169,146511,21350,1,HR,1,100,55
1672332330.011524,149378,21813,1,HR,1,100,51
1672332331.425450,150759,22024,1,HR,1,100,50
1672332332.621297,151927,22218,1,HR,1,100,50
1672332333.749571,153029,22387,1,HR,1,100,50
1672332336.605066,155818,22825,1,HR,1,100,47
1672332345.395773,164404,24181,1,HR,1,100,42
1672332346.330541,165317,24328,1,HR,1,100,45
1672332347.381003,166343,24492,1,HR,1,100,46
1672332348.498014,167434,24675,1,HR,1,100,47
1672332349.582263,168493,24843,1,HR,1,100,48
1672332354.515134,173311,25595,1,HR,1,100,44
1672332356.767586,175511,25937,1,HR,1,100,42
1672332360.721664,179373,26576,1,HR,1,100,39
1672332363.706163,182288,27033,1,HR,1,100,37
1672332364.508855,183072,27163,1,HR,1,100,41
1672332365.563412,184102,27319,1,HR,1,100,43
1672332366.692710,185205,27498,1,HR,1,100,44
1672332367.415543,185911,27614,1,HR,1,100,49
1672332368.544840,187014,27792,1,HR,1,100,49
1672332369.595302,188040,27954,1,HR,1,100,50
1672332370.646788,189067,28126,1,HR,1,100,51
1672332371.856969,190249,28320,1,HR,1,100,51
1672332372.936099,191303,28486,1,HR,1,100,52
1672332374.806658,193130,28766,1,HR,1,100,49
1672332375.722996,194025,28919,1,HR,1,100,51
1672332377.629390,195887,29230,1,HR,1,100,49
1672332378.508870,196746,29362,1,HR,1,100,51
1672332380.608770,198797,29710,1,HR,1,100,49
1672332381.652065,199816,29859,1,HR,1,100,50
1672332383.672106,201789,30183,1,HR,1,100,47
1672332386.503029,204554,30626,1,HR,1,100,44
1672332387.830952,205851,30822,1,HR,1,100,44
1672332390.556419,208513,31253,1,HR,1,100,42
1672332391.251608,209192,31356,1,HR,1,100,47
1672332392.183304,210102,31506,1,HR,1,100,49
1672332394.476710,212342,31863,1,HR,1,100,47
1672332396.938026,214746,32263,1,HR,1,100,44
1672332398.310998,216087,32476,1,HR,1,100,44
1672332400.402707,218130,32803,1,HR,1,100,42
1672332401.172636,218882,32918,1,HR,1,100,47
1672332404.948565,222570,33503,1,HR,1,100,43
1672332406.318466,223908,33717,1,HR,1,100,43
1672332407.208185,224777,33852,1,HR,1,100,46
1672332408.775687,226308,34093,1,HR,1,100,45
1672332412.363229,229812,34642,1,HR,1,100,42
1672332412.961153,230396,34742,1,HR,1,100,49
1672332415.579117,232953,35150,1,HR,1,100,46
1672332419.689842,236968,35763,1,HR,1,100,42
1672332421.896222,239123,36108,1,HR,1,100,40
1672332423.262027,240457,36329,1,HR,1,100,41
1672332424.192699,241366,36459,1,HR,1,100,44
1672332427.099387,244205,36886,1,HR,1,100,41
1672332428.178516,245259,37054,1,HR,1,100,43
1672332428.870633,245935,37173,1,HR,1,100,48
1672332429.884237,246925,37318,1,HR,1,100,49
1672332431.611458,248612,37600,1,HR,1,100,48
1672332433.865958,250814,37951,1,HR,1,100,45
1672332434.754653,251682,38097,1,HR,1,100,48
1672332436.767526,253648,38408,1,HR,1,100,46
1672332443.184968,259916,39419,1,HR,1,100,42
1672332447.186142,263824,40029,1,HR,1,100,38
1672332448.222270,264836,40193,1,HR,1,100,41
1672332449.117108,265710,40313,1,HR,1,100,44
1672332451.009168,267558,40624,1,HR,1,100,43
1672332453.872854,270355,41064,1,HR,1,100,40
1672332460.415205,276745,42075,1,HR,1,100,36
1672332462.066662,278358,42338,1,HR,1,100,36
1672332463.080265,279348,42500,1,HR,1,100,39
1672332464.035510,280281,42653,1,HR,1,100,42
1672332465.859996,282063,42939,1,HR,1,100,41
1672332466.778382,282960,43086,1,HR,1,100,44
1672332467.630219,283792,43232,1,HR,1,100,47
1672332468.389910,284534,43349,1,HR,1,100,51
1672332473.879750,289896,44197,1,HR,1,100,46
1672332474.735682,290732,44328,1,HR,1,100,49
1672332475.688879,291663,44482,1,HR,1,100,51
1672332477.477531,293410,44761,1,HR,1,100,49
1672332481.828859,297660,45439,1,HR,1,100,45
1672332482.667386,298479,45568,1,HR,1,100,48
1672332483.393290,299188,45686,1,HR,1,100,52
1672332484.390512,300162,45850,1,HR,1,100,53
1672332485.283302,301034,45981,1,HR,1,100,55
1672332487.538826,303237,46332,1,HR,1,100,51
1672332489.631559,305281,46658,1,HR,1,100,49
1672332490.796691,306419,46864,1,HR,1,100,49
1672332493.181219,308748,47222,1,HR,1,100,46
1672332494.381162,309920,47402,1,HR,1,100,47
1672332500.592811,315987,48367,1,HR,1,100,42
1672332502.370201,317723,48627,1,HR,1,100,41
1672332506.881248,322129,49319,1,HR,1,100,38
1672332510.026491,325201,49825,1,HR,1,100,36
1672332512.334231,327455,50177,1,HR,1,100,35
1672332514.022546,329104,50457,1,HR,1,100,35
1672332516.488982,331513,50831,1,HR,1,100,34
1672332517.818952,332812,51036,1,HR,1,100,35
1672332521.073746,335991,51541,1,HR,1,100,33
1672332530.094818,344802,52938,1,HR,1,100,30
1672332531.839444,346506,53208,1,HR,1,100,31
1672332532.755783,347401,53338,1,HR,1,100,35
1672332535.376818,349961,53739,1,HR,1,100,33
1672332537.148065,351691,54013,1,HR,1,100,33
1672332539.492663,353981,54370,1,HR,1,100,32
1672332541.382675,355827,54665,1,HR,1,100,32
1672332543.325927,357725,54977,1,HR,1,100,32
1672332545.061340,359420,55241,1,HR,1,100,33
1672332545.898842,360238,55374,1,HR,1,100,37
1672332547.547228,361848,55633,1,HR,1,100,37
1672332550.016735,364260,56014,1,HR,1,100,36
1672332550.870619,365094,56148,1,HR,1,100,40
1672332552.558934,366743,56423,1,HR,1,100,39
1672332553.492678,367655,56571,1,HR,1,100,42
1672332555.176898,369300,56834,1,HR,1,100,42
1672332557.431398,371502,57180,1,HR,1,100,40
1672332559.851761,373866,57558,1,HR,1,100,38
1672332561.504242,375480,57816,1,HR,1,100,38
1672332563.190509,377127,58095,1,HR,1,100,38
1672332568.188906,382009,58865,1,HR,1,100,35
1672332575.317918,388972,59962,1,HR,1,100,32
1672332576.289544,389921,60112,1,HR,1,100,35
1672332577.206906,390817,60266,1,HR,1,100,39
1672332578.018813,391610,60401,1,HR,1,100,43
1672332579.754225,393305,60676,1,HR,1,100,42
1672332581.366776,394880,60927,1,HR,1,100,42
1672332582.933254,396410,61174,1,HR,1,100,41
1672332583.706255,397165,61291,1,HR,1,100,46
1672332585.596267,399011,61591,1,HR,1,100,44
1672332587.863053,401225,61949,1,HR,1,100,42
1672332594.954183,408151,63011,1,HR,1,100,38
1672332595.875641,409051,63161,1,HR,1,100,41
1672332596.725429,409881,63291,1,HR,1,100,45
1672332597.972469,411099,63486,1,HR,1,100,45
1672332598.973786,412077,63637,1,HR,1,100,47
1672332600.146086,413222,63812,1,HR,1,100,48
1672332601.399268,414446,63991,1,HR,1,100,48
1672332602.407752,415431,64157,1,HR,1,100,49
1672332603.086560,416094,64255,1,HR,1,100,54
1672332607.771661,420670,64960,1,HR,1,100,49
1672332608.609163,421488,65091,1,HR,1,100,52
1672332610.519652,423354,65375,1,HR,1,100,49
1672332612.444475,425234,136,1,HR,1,100,47
1672332614.949816,427681,522,1,HR,1,100,44
1672332618.254778,430909,1035,1,HR,1,100,41
1672332619.663585,432285,1266,1,HR,1,100,42
1672332620.961817,433553,1457,1,HR,1,100,42
1672332623.581828,436112,1865,1,HR,1,100,40
1672332624.423426,436934,1992,1,HR,1,100,44
1672332625.471840,437958,2170,1,HR,1,100,45
1672332626.883718,439337,2380,1,HR,1,100,45
1672332629.096241,441498,2719,1,HR,1,100,43
1672332631.754135,444094,3133,1,HR,1,100,41
1672332634.171426,446455,3502,1,HR,1,100,39
1672332636.358352,448591,3838,1,HR,1,100,37
1672332638.285223,450473,4130,1,HR,1,100,37
1672332640.492626,452629,4482,1,HR,1,100,36
1672332641.825668,453931,4690,1,HR,1,100,37
1672332643.075779,455152,4870,1,HR,1,100,38
1672332645.498189,457518,5252,1,HR,1,100,37
1672332648.481665,460432,5700,1,HR,1,100,35
1672332649.534174,461460,5861,1,HR,1,100,37
1672332650.949124,462842,6083,1,HR,1,100,38
1672332652.396837,464256,6305,1,HR,1,100,38
1672332654.042151,465863,6565,1,HR,1,100,38
1672332654.598097,466406,6647,1,HR,1,100,46
1672332656.051953,467826,6869,1,HR,1,100,46
1672332657.270324,469016,7060,1,HR,1,100,46
1672332658.561389,470277,7254,1,HR,1,100,46
1672332659.411178,471107,7401,1,HR,1,100,49
1672332661.662606,473306,7738,1,HR,1,100,47
1672332662.435607,474061,7866,1,HR,1,100,50
1672332665.858311,477404,8382,1,HR,1,100,47
1672332667.109446,478626,8572,1,HR,1,100,47
1672332675.896058,487208,9903,1,HR,1,100,42
1672332677.752283,489021,10189,1,HR,1,100,41
1672332678.682956,489930,10334,1,HR,1,100,44
1672332679.651510,490876,10501,1,HR,1,100,46
1672332682.790610,493942,10961,1,HR,1,100,43
1672332683.626065,494758,11106,1,HR,1,100,46
1672332685.208924,496304,11332,1,HR,1,100,45
1672332686.085333,497160,11460,1,HR,1,100,48
1672332687.217702,498266,11636,1,HR,1,100,49
1672332688.867112,499877,11894,1,HR,1,100,47
1672332689.722020,500712,12024,1,HR,1,100,50
1672332694.632366,505508,12790,1,HR,1,100,46
1672332696.126151,506967,13018,1,HR,1,100,45
1672332697.217567,508033,13178,1,HR,1,100,46
1672332698.634564,509417,13402,1,HR,1,100,46
1672332699.392207,510157,13515,1,HR,1,100,50
1672332700.207185,510953,13645,1,HR,1,100,53
1672332701.456273,512173,13842,1,HR,1,100,52
1672332703.425121,514096,14142,1,HR,1,100,50
1672332705.034600,515668,14397,1,HR,1,100,48
1672332705.932510,516545,14531,1,HR,1,100,51
1672332706.943042,517532,14691,1,HR,1,100,52
1672332707.901358,518468,14836,1,HR,1,100,53
1672332709.031679,519572,15011,1,HR,1,100,53
1672332711.527806,522010,15402,1,HR,1,100,50
1672332714.587046,524998,15864,1,HR,1,100,46
1672332715.641603,526028,16026,1,HR,1,100,47
1672332717.251083,527600,16270,1,HR,1,100,46
1672332718.022036,528353,16398,1,HR,1,100,50
1672332719.994979,530280,16700,1,HR,1,100,48
1672332721.605483,531853,16947,1,HR,1,100,47
1672332724.145634,534334,17328,1,HR,1,100,44
1672332727.527385,537637,17857,1,HR,1,100,41
1672332730.428953,540471,18306,1,HR,1,100,38
1672332731.959596,541966,18528,1,HR,1,100,39
1672332733.212779,543190,18725,1,HR,1,100,40
1672332735.676143,545596,19092,1,HR,1,100,38
1672332737.443294,547322,19386,1,HR,1,100,38
1672332738.854148,548700,19592,1,HR,1,100,38
1672332740.541440,550348,19863,1,HR,1,100,38
1672332742.282995,552049,20117,1,HR,1,100,38
1672332745.021772,554724,20551,1,HR,1,100,36
1672332747.674547,557315,20948,1,HR,1,100,34
1672332749.260478,558864,21194,1,HR,1,100,35
1672332750.578163,560151,21403,1,HR,1,100,36
1672332751.507811,561059,21548,1,HR,1,100,39
1672332752.959619,562477,21774,1,HR,1,100,40
1672332754.616195,564095,22013,1,HR,1,100,39
1672332755.710683,565164,22192,1,HR,1,100,41
1672332756.959770,566384,22382,1,HR,1,100,42
1672332757.973373,567374,22542,1,HR,1,100,44
1672332759.340202,568709,22758,1,HR,1,100,44
1672332760.301590,569648,22900,1,HR,1,100,46
1672332761.794352,571106,23127,1,HR,1,100,46
1672332763.206230,572485,23349,1,HR,1,100,45
1672332765.313296,574543,23674,1,HR,1,100,43
1672332767.080448,576269,23945,1,HR,1,100,42
1672332769.664625,578793,24351,1,HR,1,100,40
1672332770.621917,579728,24494,1,HR,1,100,43
1672332773.081185,582130,24876,1,HR,1,100,41
1672332773.971928,583000,25010,1,HR,1,100,44
1672332774.850384,583858,25155,1,HR,1,100,47
1672332776.838686,585800,25457,1,HR,1,100,45
1672332779.124925,588033,25806,1,HR,1,100,43
1672332780.492778,589369,26007,1,HR,1,100,43
1672332782.634655,591461,26341,1,HR,1,100,41
1672332784.213419,593003,26582,1,HR,1,100,41
1672332786.223221,594966,26906,1,HR,1,100,40
1672332787.035128,595759,27019,1,HR,1,100,44
1672332791.547199,600166,27721,1,HR,1,100,40
1672332793.696244,602265,28040,1,HR,1,100,39
1672332795.061025,603598,28251,1,HR,1,100,39
1672332799.328398,607766,28905,1,HR,1,100,36
1672332800.567247,608976,29101,1,HR,1,100,38
1672332806.979569,615239,30079,1,HR,1,100,34
1672332811.408710,619565,30777,1,HR,1,100,32
1672332813.024332,621143,31016,1,HR,1,100,33
1672332815.684274,623741,31429,1,HR,1,100,31
1672332816.652828,624687,31579,1,HR,1,100,35
1672332819.717187,627680,32047,1,HR,1,100,33
1672332820.607930,628550,32193,1,HR,1,100,37
1672332822.305460,630208,32439,1,HR,1,100,37
1672332823.339540,631218,32599,1,HR,1,100,40
1672332823.829961,631697,32679,1,HR,1,100,50
1672332826.000505,633817,33012,1,HR,1,100,47
1672332826.734600,634534,33115,1,HR,1,100,51
1672332829.470306,637206,33544,1,HR,1,100,48
1672332830.426574,638140,33690,1,HR,1,100,50
1672332839.792681,647288,35120,1,HR,1,100,45
1672332842.015442,649459,35473,1,HR,1,100,43
1672332846.084190,653433,36092,1,HR,1,100,39
1672332854.126468,661288,37308,1,HR,1,100,36
1672332859.982844,667008,38198,1,HR,1,100,33
1672332861.033306,668034,38358,1,HR,1,100,36
1672332862.008004,668986,38502,1,HR,1,100,39
1672332863.095324,670048,38683,1,HR,1,100,41
1672332864.747805,671662,38923,1,HR,1,100,40
1672332866.274354,673153,39164,1,HR,1,100,40
1672332867.685208,674531,39370,1,HR,1,100,40
1672332874.893055,681571,40476,1,HR,1,100,37
1672332879.050877,685632,41087,1,HR,1,100,34
1672332880.938842,687476,41394,1,HR,1,100,34
1672332882.881070,689373,41683,1,HR,1,100,33
1672332888.560322,694920,42564,1,HR,1,100,31
1672332893.552575,699796,43321,1,HR,1,100,29
1672332896.735700,702905,43789,1,HR,1,100,27
1672332898.324703,704457,44044,1,HR,1,100,29
1672332901.867196,707917,44572,1,HR,1,100,27
1672332905.661554,711623,45148,1,HR,1,100,26
1672332906.261525,712209,45246,1,HR,1,100,35
