LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1672332195.621003,18117.000,658,2,EA,1,100,0.056096
1672332195.621003,18117.000,658,2,EA,1,100,0.056254
1672332195.687552,18182.000,674,1,EA,1,100,0.056251
1672332195.753590,18246.500,689,2,EA,1,100,0.056281
1672332195.819628,18311.000,689,2,EA,1,100,0.056304
1672332195.887202,18377.000,707,1,EA,1,100,0.056323
1672332195.953239,18441.500,723,2,EA,1,100,0.056339
1672332196.019277,18506.000,723,2,EA,1,100,0.056351
1672332196.085827,18571.000,738,2,EA,1,100,0.056365
1672332196.152377,18636.000,738,2,EA,1,100,0.056387
1672332196.218926,18701.000,753,1,EA,1,100,0.056401
1672332196.285476,18766.000,772,2,EA,1,100,0.056427
1672332196.352026,18831.000,772,2,EA,1,100,0.056455
1672332196.417552,18895.000,787,1,EA,1,100,0.056479
1672332196.483589,18959.500,803,2,EA,1,100,0.056510
1672332196.549627,19024.000,803,2,EA,1,100,0.056540
1672332196.616177,19089.000,818,2,EA,1,100,0.056547
1672332196.682727,19154.000,818,2,EA,1,100,0.056576
1672332196.750300,19220.000,834,1,EA,1,100,0.056607
1672332196.817874,19286.000,849,2,EA,1,100,0.056630
1672332196.885448,19352.000,849,2,EA,1,100,0.056660
1672332196.951997,19417.000,866,1,EA,1,100,0.056685
1672332197.017523,19481.000,882,2,EA,1,100,0.056719
1672332197.083049,19545.000,882,2,EA,1,100,0.056745
1672332197.150623,19611.000,903,2,EA,1,100,0.056777
1672332197.218196,19677.000,903,2,EA,1,100,0.056797
1672332197.285770,19743.000,919,1,EA,1,100,0.056817
1672332197.352319,19808.000,939,2,EA,1,100,0.056862
1672332197.418869,19873.000,939,2,EA,1,100,0.056874
1672332197.484395,19937.000,954,1,EA,1,100,0.056890
1672332197.551457,20002.500,970,2,EA,1,100,0.056909
1672332197.618518,20068.000,970,2,EA,1,100,0.056941
1672332197.684044,20132.000,985,1,EA,1,100,0.056968
1672332197.750594,20197.000,1001,2,EA,1,100,0.056993
1672332197.817144,20262.000,1001,2,EA,1,100,0.057023
1672332197.882669,20326.000,1018,1,EA,1,100,0.057038
1672332197.949219,20391.000,1035,2,EA,1,100,0.057052
