LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
3.628000,4132352.000,50973,2,AY,1,100,-0.684
3.667000,4132391.000,50989,3,AY,1,100,-0.688
3.706000,4132430.000,50989,3,AY,1,100,-0.679
3.745000,4132469.000,50989,3,AY,1,100,-0.681
3.784000,4132508.000,51005,3,AY,1,100,-0.680
3.823000,4132547.000,51005,3,AY,1,100,-0.686
3.862000,4132586.000,51005,3,AY,1,100,-0.689
3.902000,4132626.000,51020,2,AY,1,100,-0.692
3.942000,4132666.000,51020,2,AY,1,100,-0.690
3.981667,4132705.667,51037,3,AY,1,100,-0.696
4.021333,4132745.333,51037,3,AY,1,100,-0.687
4.061000,4132785.000,51037,3,AY,1,100,-0.686
4.100000,4132824.000,51053,3,AY,1,100,-0.687
4.139000,4132863.000,51053,3,AY,1,100,-0.696
4.178000,4132902.000,51053,3,AY,1,100,-0.684
4.217000,4132941.000,51069,2,AY,1,100,-0.689
4.256000,4132980.000,51069,2,AY,1,100,-0.687
4.294667,4133018.667,51084,3,AY,1,100,-0.695
4.333333,4133057.333,51084,3,AY,1,100,-0.700
4.372000,4133096.000,51084,3,AY,1,100,-0.694
4.406667,4133130.667,51101,3,AY,1,100,-0.695
4.441333,4133165.333,51101,3,AY,1,100,-0.690
4.476000,4133200.000,51101,3,AY,1,100,-0.687
4.515000,4133239.000,51115,2,AY,1,100,-0.697
4.554000,4133278.000,51115,2,AY,1,100,-0.707
4.593000,4133317.000,51131,3,AY,1,100,-0.692
4.632000,4133356.000,51131,3,AY,1,100,-0.702
4.671000,4133395.000,51131,3,AY,1,100,-0.698
4.710000,4133434.000,51149,2,AY,1,100,-0.694
4.749000,4133473.000,51149,2,AY,1,100,-0.698
4.787667,4133511.667,51165,3,AY,1,100,-0.694
4.826333,4133550.333,51165,3,AY,1,100,-0.694
4.865000,4133589.000,51165,3,AY,1,100,-0.691
4.904333,4133628.333,51180,3,AY,1,100,-0.686
4.943667,4133667.667,51180,3,AY,1,100,-0.694
4.983000,4133707.000,51180,3,AY,1,100,-0.685
5.022500,4133746.500,51196,2,AY,1,100,-0.690
5.062000,4133786.000,51196,2,AY,1,100,-0.708
5.101000,4133825.000,51213,3,AY,1,100,-0.701
5.140000,4133864.000,51213,3,AY,1,100,-0.685
5.179000,4133903.000,51213,3,AY,1,100,-0.705
5.218000,4133942.000,51229,2,AY,1,100,-0.686
5.257000,4133981.000,51229,2,AY,1,100,-0.694
5.296000,4134020.000,51245,3,AY,1,100,-0.694
5.335000,4134059.000,51245,3,AY,1,100,-0.685
5.374000,4134098.000,51245,3,AY,1,100,-0.689
5.413000,4134137.000,51260,3,AY,1,100,-0.694
5.452000,4134176.000,51260,3,AY,1,100,-0.703
5.491000,4134215.000,51260,3,AY,1,100,-0.692
5.530000,4134254.000,51275,2,AY,1,100,-0.719
5.569000,4134293.000,51275,2,AY,1,100,-0.709
5.607667,4134331.667,51291,3,AY,1,100,-0.761
5.646333,4134370.333,51291,3,AY,1,100,-0.736
5.685000,4134409.000,51291,3,AY,1,100,-0.731
5.723500,4134447.500,51307,2,AY,1,100,-0.770
5.762000,4134486.000,51307,2,AY,1,100,-0.798
5.801000,4134525.000,51323,3,AY,1,100,-0.835
5.840000,4134564.000,51323,3,AY,1,100,-0.848
5.879000,4134603.000,51323,3,AY,1,100,-0.854
5.918000,4134642.000,51337,3,AY,1,100,-0.879
5.957000,4134681.000,51337,3,AY,1,100,-0.853
5.996000,4134720.000,51337,3,AY,1,100,-0.854
6.035000,4134759.000,51356,2,AY,1,100,-0.902
6.074000,4134798.000,51356,2,AY,1,100,-0.879
6.108333,4134832.333,51371,3,AY,1,100,-0.892
6.142667,4134866.667,51371,3,AY,1,100,-0.893
6.177000,4134901.000,51371,3,AY,1,100,-0.902
6.215667,4134939.667,51387,3,AY,1,100,-0.884
6.254333,4134978.333,51387,3,AY,1,100,-0.833
6.293000,4135017.000,51387,3,AY,1,100,-0.877
6.331500,4135055.500,51403,2,AY,1,100,-0.944
6.370000,4135094.000,51403,2,AY,1,100,-0.953
6.409000,4135133.000,51418,3,AY,1,100,-0.924
6.448000,4135172.000,51418,3,AY,1,100,-0.955
6.487000,4135211.000,51418,3,AY,1,100,-0.931
6.526333,4135250.333,51435,3,AY,1,100,-0.779
6.565667,4135289.667,51435,3,AY,1,100,-0.882
6.605000,4135329.000,51435,3,AY,1,100,-0.765
6.644500,4135368.500,51454,2,AY,1,100,-0.724
6.684000,4135408.000,51454,2,AY,1,100,-0.778
6.723000,4135447.000,51469,3,AY,1,100,-0.724
6.762000,4135486.000,51469,3,AY,1,100,-0.793
6.801000,4135525.000,51469,3,AY,1,100,-0.891
6.840000,4135564.000,51484,2,AY,1,100,-0.963
6.879000,4135603.000,51484,2,AY,1,100,-0.917
6.918000,4135642.000,51500,3,AY,1,100,-0.920
6.957000,4135681.000,51500,3,AY,1,100,-0.932
6.996000,4135720.000,51500,3,AY,1,100,-0.937
7.035000,4135759.000,51518,2,AY,1,100,-1.026
7.074000,4135798.000,51518,2,AY,1,100,-1.075
7.113333,4135837.333,51533,3,AY,1,100,-1.066
7.152667,4135876.667,51533,3,AY,1,100,-1.003
7.192000,4135916.000,51533,3,AY,1,100,-0.967
7.231667,4135955.667,51548,3,AY,1,100,-1.051
7.271333,4135995.333,51548,3,AY,1,100,-0.981
7.311000,4136035.000,51548,3,AY,1,100,-0.972
7.350000,4136074.000,51564,2,AY,1,100,-0.969
7.389000,4136113.000,51564,2,AY,1,100,-1.013
7.428000,4136152.000,51580,3,AY,1,100,-1.051
7.467000,4136191.000,51580,3,AY,1,100,-0.982
7.506000,4136230.000,51580,3,AY,1,100,-1.006
7.545000,4136269.000,51595,2,AY,1,100,-1.013
7.584000,4136308.000,51595,2,AY,1,100,-0.972
7.622667,4136346.667,51612,3,AY,1,100,-1.072
7.661333,4136385.333,51612,3,AY,1,100,-1.041
7.700000,4136424.000,51612,3,AY,1,100,-1.040
7.739333,4136463.333,51626,3,AY,1,100,-0.967
7.778667,4136502.667,51626,3,AY,1,100,-1.003
7.818000,4136542.000,51626,3,AY,1,100,-1.013
7.857000,4136581.000,51642,2,AY,1,100,-0.985
7.896000,4136620.000,51642,2,AY,1,100,-0.974
7.930000,4136654.000,51658,3,AY,1,100,-1.013
7.964000,4136688.000,51658,3,AY,1,100,-0.950
7.998000,4136722.000,51658,3,AY,1,100,-0.957
8.037000,4136761.000,51676,3,AY,1,100,-1.067
8.076000,4136800.000,51676,3,AY,1,100,-0.806
8.115000,4136839.000,51676,3,AY,1,100,-1.050
8.154500,4136878.500,51690,2,AY,1,100,-0.976
8.194000,4136918.000,51690,2,AY,1,100,-1.000
8.233667,4136957.667,51707,3,AY,1,100,-1.036
8.273333,4136997.333,51707,3,AY,1,100,-1.005
8.313000,4137037.000,51707,3,AY,1,100,-1.009
8.352000,4137076.000,51724,2,AY,1,100,-1.056
8.391000,4137115.000,51724,2,AY,1,100,-0.936
8.430000,4137154.000,51740,3,AY,1,100,-1.074
8.469000,4137193.000,51740,3,AY,1,100,-0.893
8.508000,4137232.000,51740,3,AY,1,100,-1.052
8.546333,4137270.333,51756,3,AY,1,100,-0.856
8.584667,4137308.667,51756,3,AY,1,100,-1.061
8.623000,4137347.000,51756,3,AY,1,100,-0.865
8.662000,4137386.000,51771,2,AY,1,100,-0.993
8.701000,4137425.000,51771,2,AY,1,100,-0.999
8.740667,4137464.667,51786,3,AY,1,100,-0.937
8.780333,4137504.333,51786,3,AY,1,100,-0.995
8.820000,4137544.000,51786,3,AY,1,100,-0.926
8.860000,4137584.000,51802,2,AY,1,100,-0.984
8.900000,4137624.000,51802,2,AY,1,100,-0.969
8.939000,4137663.000,51820,3,AY,1,100,-1.011
8.978000,4137702.000,51820,3,AY,1,100,-0.901
9.017000,4137741.000,51820,3,AY,1,100,-1.003
9.056000,4137780.000,51837,2,AY,1,100,-0.997
9.095000,4137819.000,51837,2,AY,1,100,-0.982
9.133667,4137857.667,51852,3,AY,1,100,-0.991
9.172333,4137896.333,51852,3,AY,1,100,-1.013
9.211000,4137935.000,51852,3,AY,1,100,-0.995
9.249667,4137973.667,51869,3,AY,1,100,-0.976
9.288333,4138012.333,51869,3,AY,1,100,-0.995
9.327000,4138051.000,51869,3,AY,1,100,-0.974
9.366000,4138090.000,51884,2,AY,1,100,-0.986
9.405000,4138129.000,51884,2,AY,1,100,-0.990
9.444667,4138168.667,51900,3,AY,1,100,-1.015
9.484333,4138208.333,51900,3,AY,1,100,-0.961
9.524000,4138248.000,51900,3,AY,1,100,-0.957
9.558667,4138282.667,51915,3,AY,1,100,-1.014
9.593333,4138317.333,51915,3,AY,1,100,-0.963
9.628000,4138352.000,51915,3,AY,1,100,-0.982
9.667000,4138391.000,51931,2,AY,1,100,-1.118
9.706000,4138430.000,51931,2,AY,1,100,-0.944
9.745000,4138469.000,51946,3,AY,1,100,-1.078
9.784000,4138508.000,51946,3,AY,1,100,-1.056
9.823000,4138547.000,51946,3,AY,1,100,-0.976
9.862000,4138586.000,51963,2,AY,1,100,-0.984
9.901000,4138625.000,51963,2,AY,1,100,-0.952
9.939333,4138663.333,51979,3,AY,1,100,-0.870
9.977667,4138701.667,51979,3,AY,1,100,-0.842
10.016000,4138740.000,51979,3,AY,1,100,-0.824
10.055000,4138779.000,51995,3,AY,1,100,-0.813
10.094000,4138818.000,51995,3,AY,1,100,-0.816
10.133000,4138857.000,51995,3,AY,1,100,-0.756
10.172000,4138896.000,52010,2,AY,1,100,-0.761
10.211000,4138935.000,52010,2,AY,1,100,-0.751
10.250000,4138974.000,52027,3,AY,1,100,-0.745
10.289000,4139013.000,52027,3,AY,1,100,-0.752
10.328000,4139052.000,52027,3,AY,1,100,-0.798
10.367000,4139091.000,52042,2,AY,1,100,-0.707
10.406000,4139130.000,52042,2,AY,1,100,-0.726
10.445000,4139169.000,52057,3,AY,1,100,-0.695
10.484000,4139208.000,52057,3,AY,1,100,-0.758
10.523000,4139247.000,52057,3,AY,1,100,-0.655
10.561667,4139285.667,52073,3,AY,1,100,-0.722
10.600333,4139324.333,52073,3,AY,1,100,-0.722
10.639000,4139363.000,52073,3,AY,1,100,-0.711
10.678000,4139402.000,52089,2,AY,1,100,-0.719
10.717000,4139441.000,52089,2,AY,1,100,-0.701
10.755667,4139479.667,52104,3,AY,1,100,-0.729
10.794333,4139518.333,52104,3,AY,1,100,-0.822
10.833000,4139557.000,52104,3,AY,1,100,-0.753
10.872000,4139596.000,52120,2,AY,1,100,-0.735
10.911000,4139635.000,52120,2,AY,1,100,-0.715
10.950333,4139674.333,52139,3,AY,1,100,-0.764
10.989667,4139713.667,52139,3,AY,1,100,-0.729
11.029000,4139753.000,52139,3,AY,1,100,-0.725
11.068667,4139792.667,52155,3,AY,1,100,-0.826
11.108333,4139832.333,52155,3,AY,1,100,-0.744
11.148000,4139872.000,52155,3,AY,1,100,-0.734
11.187000,4139911.000,52171,2,AY,1,100,-0.793
11.226000,4139950.000,52171,2,AY,1,100,-0.849
11.265000,4139989.000,52187,3,AY,1,100,-0.676
11.304000,4140028.000,52187,3,AY,1,100,-0.763
11.343000,4140067.000,52187,3,AY,1,100,-0.716
11.377000,4140101.000,52201,3,AY,1,100,-0.795
11.411000,4140135.000,52201,3,AY,1,100,-0.726
11.445000,4140169.000,52201,3,AY,1,100,-0.708
11.485000,4140209.000,52218,2,AY,1,100,-0.753
11.525000,4140249.000,52218,2,AY,1,100,-0.753
11.564000,4140288.000,52233,3,AY,1,100,-0.753
11.603000,4140327.000,52233,3,AY,1,100,-0.808
11.642000,4140366.000,52233,3,AY,1,100,-0.765
11.681000,4140405.000,52249,2,AY,1,100,-0.728
11.720000,4140444.000,52249,2,AY,1,100,-0.820
11.759000,4140483.000,52263,3,AY,1,100,-0.732
11.798000,4140522.000,52263,3,AY,1,100,-0.835
11.837000,4140561.000,52263,3,AY,1,100,-0.708
11.876000,4140600.000,52282,3,AY,1,100,-0.798
11.915000,4140639.000,52282,3,AY,1,100,-0.719
11.954000,4140678.000,52282,3,AY,1,100,-0.738
11.993000,4140717.000,52297,2,AY,1,100,-0.755
12.032000,4140756.000,52297,2,AY,1,100,-0.839
12.071000,4140795.000,52313,3,AY,1,100,-0.720
12.110000,4140834.000,52313,3,AY,1,100,-0.808
12.149000,4140873.000,52313,3,AY,1,100,-0.788
12.187000,4140911.000,52329,2,AY,1,100,-0.790
12.225000,4140949.000,52329,2,AY,1,100,-0.785
12.264000,4140988.000,52344,3,AY,1,100,-0.757
12.303000,4141027.000,52344,3,AY,1,100,-0.776
12.342000,4141066.000,52344,3,AY,1,100,-0.804
12.381000,4141105.000,52359,3,AY,1,100,-0.895
12.420000,4141144.000,52359,3,AY,1,100,-0.656
12.459000,4141183.000,52359,3,AY,1,100,-0.814
12.498000,4141222.000,52376,2,AY,1,100,-0.774
12.537000,4141261.000,52376,2,AY,1,100,-0.860
12.576000,4141300.000,52391,3,AY,1,100,-0.661
12.615000,4141339.000,52391,3,AY,1,100,-0.796
12.654000,4141378.000,52391,3,AY,1,100,-0.743
12.693000,4141417.000,52406,2,AY,1,100,-0.827
12.732000,4141456.000,52406,2,AY,1,100,-0.824
12.770333,4141494.333,52422,3,AY,1,100,-0.806
12.808667,4141532.667,52422,3,AY,1,100,-0.839
12.847000,4141571.000,52422,3,AY,1,100,-0.858
12.886000,4141610.000,52440,3,AY,1,100,-0.715
12.925000,4141649.000,52440,3,AY,1,100,-0.805
12.964000,4141688.000,52440,3,AY,1,100,-0.824
13.003000,4141727.000,52455,2,AY,1,100,-0.753
13.042000,4141766.000,52455,2,AY,1,100,-0.838
13.081000,4141805.000,52471,3,AY,1,100,-0.768
13.120000,4141844.000,52471,3,AY,1,100,-0.800
13.159000,4141883.000,52471,3,AY,1,100,-0.705
13.193333,4141917.333,52486,3,AY,1,100,-0.817
13.227667,4141951.667,52486,3,AY,1,100,-0.857
13.262000,4141986.000,52486,3,AY,1,100,-0.748
13.301000,4142025.000,52502,2,AY,1,100,-0.833
13.340000,4142064.000,52502,2,AY,1,100,-0.827
13.379000,4142103.000,52517,3,AY,1,100,-0.828
13.418000,4142142.000,52517,3,AY,1,100,-0.795
13.457000,4142181.000,52517,3,AY,1,100,-0.806
13.496000,4142220.000,52534,3,AY,1,100,-0.816
13.535000,4142259.000,52534,3,AY,1,100,-0.797
13.574000,4142298.000,52534,3,AY,1,100,-0.779
13.613000,4142337.000,52548,2,AY,1,100,-0.849
13.652000,4142376.000,52548,2,AY,1,100,-0.824
13.692000,4142416.000,52564,3,AY,1,100,-0.813
13.732000,4142456.000,52564,3,AY,1,100,-0.850
13.772000,4142496.000,52564,3,AY,1,100,-0.770
13.811000,4142535.000,52580,2,AY,1,100,-0.790
13.850000,4142574.000,52580,2,AY,1,100,-0.836
13.889000,4142613.000,52598,3,AY,1,100,-0.827
13.928000,4142652.000,52598,3,AY,1,100,-0.878
13.967000,4142691.000,52598,3,AY,1,100,-0.818
14.006000,4142730.000,52613,2,AY,1,100,-0.842
14.045000,4142769.000,52613,2,AY,1,100,-0.851
14.084000,4142808.000,52629,3,AY,1,100,-0.842
14.123000,4142847.000,52629,3,AY,1,100,-0.867
14.162000,4142886.000,52629,3,AY,1,100,-0.794
14.200667,4142924.667,52645,3,AY,1,100,-0.873
14.239333,4142963.333,52645,3,AY,1,100,-0.804
14.278000,4143002.000,52645,3,AY,1,100,-0.882
14.318000,4143042.000,52662,2,AY,1,100,-0.806
14.358000,4143082.000,52662,2,AY,1,100,-0.842
14.397000,4143121.000,52681,3,AY,1,100,-0.881
14.436000,4143160.000,52681,3,AY,1,100,-0.846
14.475000,4143199.000,52681,3,AY,1,100,-0.841
14.514000,4143238.000,52697,2,AY,1,100,-0.857
14.553000,4143277.000,52697,2,AY,1,100,-0.841
14.592000,4143316.000,52713,3,AY,1,100,-0.900
14.631000,4143355.000,52713,3,AY,1,100,-0.839
14.670000,4143394.000,52713,3,AY,1,100,-0.850
14.709000,4143433.000,52730,2,AY,1,100,-0.851
14.748000,4143472.000,52730,2,AY,1,100,-0.860
14.787000,4143511.000,52749,3,AY,1,100,-0.838
14.826000,4143550.000,52749,3,AY,1,100,-0.846
14.865000,4143589.000,52749,3,AY,1,100,-0.866
14.899333,4143623.333,52766,3,AY,1,100,-0.849
14.933667,4143657.667,52766,3,AY,1,100,-0.834
14.968000,4143692.000,52766,3,AY,1,100,-0.845
15.006333,4143730.333,52781,3,AY,1,100,-0.873
15.044667,4143768.667,52781,3,AY,1,100,-0.832
15.083000,4143807.000,52781,3,AY,1,100,-0.854
15.122000,4143846.000,52799,2,AY,1,100,-0.859
15.161000,4143885.000,52799,2,AY,1,100,-0.848
15.200333,4143924.333,52815,3,AY,1,100,-0.867
15.239667,4143963.667,52815,3,AY,1,100,-0.894
15.279000,4144003.000,52815,3,AY,1,100,-0.857
15.319000,4144043.000,52832,2,AY,1,100,-0.893
15.359000,4144083.000,52832,2,AY,1,100,-0.879
15.398333,4144122.333,52848,3,AY,1,100,-0.891
15.437667,4144161.667,52848,3,AY,1,100,-0.904
15.477000,4144201.000,52848,3,AY,1,100,-0.861
15.516000,4144240.000,52865,3,AY,1,100,-0.891
15.555000,4144279.000,52865,3,AY,1,100,-0.901
15.594000,4144318.000,52865,3,AY,1,100,-0.869
15.632500,4144356.500,52881,2,AY,1,100,-0.885
15.671000,4144395.000,52881,2,AY,1,100,-0.913
15.710000,4144434.000,52899,3,AY,1,100,-0.902
15.749000,4144473.000,52899,3,AY,1,100,-0.905
15.788000,4144512.000,52899,3,AY,1,100,-0.911
15.827000,4144551.000,52916,2,AY,1,100,-0.922
15.866000,4144590.000,52916,2,AY,1,100,-0.895
15.906000,4144630.000,52933,3,AY,1,100,-0.909
15.946000,4144670.000,52933,3,AY,1,100,-0.903
15.986000,4144710.000,52933,3,AY,1,100,-0.896
16.025000,4144749.000,52949,2,AY,1,100,-0.913
16.064000,4144788.000,52949,2,AY,1,100,-0.892
16.103000,4144827.000,52967,3,AY,1,100,-0.896
16.142000,4144866.000,52967,3,AY,1,100,-0.898
16.181000,4144905.000,52967,3,AY,1,100,-0.890
16.220000,4144944.000,52983,3,AY,1,100,-0.915
16.259000,4144983.000,52983,3,AY,1,100,-0.918
16.298000,4145022.000,52983,3,AY,1,100,-0.916
16.337000,4145061.000,52999,2,AY,1,100,-0.906
16.376000,4145100.000,52999,2,AY,1,100,-0.905
16.414333,4145138.333,53016,3,AY,1,100,-0.916
16.452667,4145176.667,53016,3,AY,1,100,-0.917
16.491000,4145215.000,53016,3,AY,1,100,-0.914
16.531000,4145255.000,53033,2,AY,1,100,-0.913
16.571000,4145295.000,53033,2,AY,1,100,-0.891
16.606000,4145330.000,53049,3,AY,1,100,-0.898
16.641000,4145365.000,53049,3,AY,1,100,-0.907
16.676000,4145400.000,53049,3,AY,1,100,-0.906
16.715000,4145439.000,53066,3,AY,1,100,-0.915
16.754000,4145478.000,53066,3,AY,1,100,-0.926
16.793000,4145517.000,53066,3,AY,1,100,-0.910
16.832000,4145556.000,53084,2,AY,1,100,-0.913
16.871000,4145595.000,53084,2,AY,1,100,-0.906
16.910000,4145634.000,53101,3,AY,1,100,-0.912
16.949000,4145673.000,53101,3,AY,1,100,-0.919
16.988000,4145712.000,53101,3,AY,1,100,-0.909
17.026333,4145750.333,53118,3,AY,1,100,-0.921
17.064667,4145788.667,53118,3,AY,1,100,-0.905
17.103000,4145827.000,53118,3,AY,1,100,-0.911
