LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
0.101000,4128825.000,50418,14,GY,1,100,0.763
0.101000,4128825.000,50418,14,GY,1,100,0.916
0.101000,4128825.000,50418,14,GY,1,100,1.709
0.101000,4128825.000,50418,14,GY,1,100,2.930
0.101000,4128825.000,50418,14,GY,1,100,2.136
0.101000,4128825.000,50418,14,GY,1,100,2.014
0.101000,4128825.000,50418,14,GY,1,100,-0.305
0.101000,4128825.000,50418,14,GY,1,100,-0.336
0.101000,4128825.000,50418,14,GY,1,100,-1.038
0.101000,4128825.000,50418,14,GY,1,100,-1.129
0.101000,4128825.000,50418,14,GY,1,100,1.495
0.101000,4128825.000,50418,14,GY,1,100,2.502
0.101000,4128825.000,50418,14,GY,1,100,2.228
0.101000,4128825.000,50418,14,GY,1,100,1.709
0.140500,4128864.500,50435,2,GY,1,100,1.099
0.180000,4128904.000,50435,2,GY,1,100,1.465
0.219000,4128943.000,50452,3,GY,1,100,0.854
0.258000,4128982.000,50452,3,GY,1,100,-1.068
0.297000,4129021.000,50452,3,GY,1,100,0.214
0.336000,4129060.000,50467,3,GY,1,100,-0.061
0.375000,4129099.000,50467,3,GY,1,100,1.099
0.414000,4129138.000,50467,3,GY,1,100,1.099
0.453000,4129177.000,50483,2,GY,1,100,1.862
0.492000,4129216.000,50483,2,GY,1,100,0.977
0.530667,4129254.667,50499,3,GY,1,100,-0.305
0.569333,4129293.333,50499,3,GY,1,100,1.129
0.608000,4129332.000,50499,3,GY,1,100,0.519
0.648000,4129372.000,50514,2,GY,1,100,-0.183
0.688000,4129412.000,50514,2,GY,1,100,0.763
0.727667,4129451.667,50531,3,GY,1,100,-0.793
0.767333,4129491.333,50531,3,GY,1,100,1.129
0.807000,4129531.000,50531,3,GY,1,100,-0.488
0.841667,4129565.667,50545,3,GY,1,100,-0.092
0.876333,4129600.333,50545,3,GY,1,100,0.275
0.911000,4129635.000,50545,3,GY,1,100,1.038
0.950000,4129674.000,50561,2,GY,1,100,-0.183
0.989000,4129713.000,50561,2,GY,1,100,-0.061
1.028000,4129752.000,50576,3,GY,1,100,0.427
1.067000,4129791.000,50576,3,GY,1,100,0.580
1.106000,4129830.000,50576,3,GY,1,100,-3.357
1.145333,4129869.333,50595,3,GY,1,100,-0.061
1.184667,4129908.667,50595,3,GY,1,100,1.099
1.224000,4129948.000,50595,3,GY,1,100,1.465
1.263000,4129987.000,50610,2,GY,1,100,0.183
1.302000,4130026.000,50610,2,GY,1,100,0.244
1.340667,4130064.667,50627,3,GY,1,100,-0.244
1.379333,4130103.333,50627,3,GY,1,100,-0.153
1.418000,4130142.000,50627,3,GY,1,100,-0.671
1.456667,4130180.667,50643,3,GY,1,100,-0.427
1.495333,4130219.333,50643,3,GY,1,100,-2.350
1.534000,4130258.000,50643,3,GY,1,100,-0.549
1.573000,4130297.000,50659,2,GY,1,100,0.427
1.612000,4130336.000,50659,2,GY,1,100,0.946
1.651667,4130375.667,50674,3,GY,1,100,3.510
1.691333,4130415.333,50674,3,GY,1,100,1.038
1.731000,4130455.000,50674,3,GY,1,100,3.723
1.770500,4130494.500,50690,2,GY,1,100,0.153
1.810000,4130534.000,50690,2,GY,1,100,1.770
1.849000,4130573.000,50705,3,GY,1,100,1.953
1.888000,4130612.000,50705,3,GY,1,100,0.305
1.927000,4130651.000,50705,3,GY,1,100,0.458
1.966000,4130690.000,50721,2,GY,1,100,0.854
2.005000,4130729.000,50721,2,GY,1,100,2.441
2.043333,4130767.333,50737,3,GY,1,100,0.061
2.081667,4130805.667,50737,3,GY,1,100,-0.244
2.120000,4130844.000,50737,3,GY,1,100,2.075
2.159000,4130883.000,50755,3,GY,1,100,1.862
2.198000,4130922.000,50755,3,GY,1,100,1.343
2.237000,4130961.000,50755,3,GY,1,100,1.099
2.277000,4131001.000,50769,2,GY,1,100,2.045
2.317000,4131041.000,50769,2,GY,1,100,5.371
2.356667,4131080.667,50785,3,GY,1,100,-1.373
2.396333,4131120.333,50785,3,GY,1,100,0.092
2.436000,4131160.000,50785,3,GY,1,100,-0.946
2.475000,4131199.000,50801,2,GY,1,100,-1.099
2.514000,4131238.000,50801,2,GY,1,100,-0.519
2.548667,4131272.667,50817,3,GY,1,100,-2.014
2.583333,4131307.333,50817,3,GY,1,100,-0.793
2.618000,4131342.000,50817,3,GY,1,100,0.244
2.657000,4131381.000,50831,3,GY,1,100,1.709
2.696000,4131420.000,50831,3,GY,1,100,-0.061
2.735000,4131459.000,50831,3,GY,1,100,0.153
2.773333,4131497.333,50848,3,GY,1,100,1.099
2.811667,4131535.667,50848,3,GY,1,100,-0.916
2.850000,4131574.000,50848,3,GY,1,100,0.061
2.889000,4131613.000,50863,2,GY,1,100,-0.244
2.928000,4131652.000,50863,2,GY,1,100,-0.580
2.967000,4131691.000,50881,3,GY,1,100,1.526
3.006000,4131730.000,50881,3,GY,1,100,-0.244
3.045000,4131769.000,50881,3,GY,1,100,0.275
3.084000,4131808.000,50896,2,GY,1,100,0.702
3.123000,4131847.000,50896,2,GY,1,100,-0.031
3.162000,4131886.000,50914,3,GY,1,100,0.671
3.201000,4131925.000,50914,3,GY,1,100,-0.183
3.240000,4131964.000,50914,3,GY,1,100,-0.183
3.279000,4132003.000,50929,3,GY,1,100,-0.519
3.318000,4132042.000,50929,3,GY,1,100,1.953
3.357000,4132081.000,50929,3,GY,1,100,1.556
3.395500,4132119.500,50946,2,GY,1,100,2.319
3.434000,4132158.000,50946,2,GY,1,100,2.991
3.472667,4132196.667,50961,3,GY,1,100,4.517
3.511333,4132235.333,50961,3,GY,1,100,1.495
3.550000,4132274.000,50961,3,GY,1,100,0.824
3.589000,4132313.000,50976,2,GY,1,100,1.831
3.628000,4132352.000,50976,2,GY,1,100,0.824
3.667000,4132391.000,50992,3,GY,1,100,0.702
3.706000,4132430.000,50992,3,GY,1,100,-1.038
3.745000,4132469.000,50992,3,GY,1,100,-1.068
3.784000,4132508.000,51008,3,GY,1,100,1.312
3.823000,4132547.000,51008,3,GY,1,100,0.793
3.862000,4132586.000,51008,3,GY,1,100,2.319
3.902000,4132626.000,51023,2,GY,1,100,2.594
3.942000,4132666.000,51023,2,GY,1,100,2.533
3.981667,4132705.667,51040,3,GY,1,100,2.808
4.021333,4132745.333,51040,3,GY,1,100,2.441
4.061000,4132785.000,51040,3,GY,1,100,-1.770
4.100000,4132824.000,51056,3,GY,1,100,0.519
4.139000,4132863.000,51056,3,GY,1,100,-2.136
