4128724,50404,1,RB,1,100,2023-11-16_10-13-54-439203
4128727,50405,4,EM,1,100,RS,RB,2023-11-16_10-13-54-439203.csv,PS,MN
4128811,50406,1,BI,1,100,1720
4128811,50407,1,HR,1,100,41
4128811,50408,2,PI,1,100,162974,162994
4128811,50409,2,PR,1,100,159029,159043
4128811,50410,2,PG,1,100,10250,10281
4128825,50411,2,EA,1,100,2.012230,2.012230
4128825,50412,2,EL,1,100,-18933.400391,-18933.400391
4128751,50413,1,T1,1,100,35.659
4128825,50414,14,AX,1,100,-0.475,-0.469,-0.472,-0.471,-0.473,-0.477,-0.481,-0.484,-0.469,-0.475,-0.470,-0.487,-0.457,-0.474
4128825,50415,14,AY,1,100,-0.681,-0.690,-0.686,-0.697,-0.698,-0.699,-0.686,-0.684,-0.677,-0.691,-0.680,-0.680,-0.691,-0.690
4128825,50416,14,AZ,1,100,-0.649,-0.644,-0.643,-0.655,-0.662,-0.672,-0.670,-0.658,-0.644,-0.635,-0.635,-0.653,-0.656,-0.662
4128825,50417,14,GX,1,100,1.068,0.641,0.580,1.068,1.038,0.702,0.397,-1.495,-2.930,-3.174,-2.045,-0.549,0.916,0.000
4128825,50418,14,GY,1,100,0.763,0.916,1.709,2.930,2.136,2.014,-0.305,-0.336,-1.038,-1.129,1.495,2.502,2.228,1.709
4128825,50419,14,GZ,1,100,-0.397,-0.397,-0.641,-0.275,-0.183,0.122,0.122,0.122,0.732,0.732,1.068,0.641,0.580,1.160
4128825,50420,14,MX,1,100,-27,-28,-29,-29,-28,-28,-28,-28,-29,-29,-29,-28,-28,-28
4128825,50421,14,MY,1,100,-2,-2,-2,-2,-2,-4,-2,-2,-3,-2,-1,-2,-3,-3
4128825,50422,14,MZ,1,100,-47,-49,-48,-47,-48,-46,-48,-48,-48,-49,-50,-48,-48,-48
4128936,50423,4,EM,1,100,RS,RB,2023-11-16_10-13-54-439203.csv,PS,MN
4128891,50424,1,SF,1,100,6.6169
4128930,50425,3,PI,1,100,162972,162966,162924
4128930,50426,3,PR,1,100,159041,159036,159014
4128930,50427,3,PG,1,100,10274,10221,10183
4128891,50428,1,EA,1,100,2.012230
4128891,50429,1,EL,1,100,-18933.400391
4128885,50430,1,T1,1,100,35.569
4128904,50431,2,AX,1,100,-0.478,-0.468
4128904,50432,2,AY,1,100,-0.689,-0.687
4128904,50433,2,AZ,1,100,-0.661,-0.661
4128904,50434,2,GX,1,100,0.458,0.977
4128904,50435,2,GY,1,100,1.099,1.465
4128904,50436,2,GZ,1,100,-0.427,0.153
4128904,50437,2,MX,1,100,-28,-29
4128904,50438,2,MY,1,100,-2,-2
4128904,50439,2,MZ,1,100,-48,-49
4128858,50440,1,BV,1,100,3.66
4128858,50441,1,B%,1,100,18
4129008,50442,2,PI,1,100,162898,162912
4129008,50443,2,PR,1,100,159007,158992
4129008,50444,2,PG,1,100,10147,10141
4129021,50445,2,EA,1,100,2.004703,2.007009
4129021,50446,2,EL,1,100,-18930.800781,-18931.599609
4129015,50447,1,T1,1,100,35.636
4129021,50448,3,AX,1,100,-0.477,-0.467,-0.472
4129021,50449,3,AY,1,100,-0.680,-0.686,-0.687
4129021,50450,3,AZ,1,100,-0.664,-0.655,-0.649
4129021,50451,3,GX,1,100,1.495,0.671,-0.092
4129021,50452,3,GY,1,100,0.854,-1.068,0.214
4129021,50453,3,GZ,1,100,0.732,0.122,0.519
4129021,50454,3,MX,1,100,-28,-28,-27
4129021,50455,3,MY,1,100,-3,-2,-3
4129021,50456,3,MZ,1,100,-48,-48,-48
4129137,50457,4,EM,1,100,RS,RB,2023-11-16_10-13-54-439203.csv,PS,MN
4129125,50458,3,PI,1,100,162902,162886,162901
4129125,50459,3,PR,1,100,158982,158990,158975
4129125,50460,3,PG,1,100,10152,10157,10173
4129086,50461,1,EA,1,100,2.004703
4129086,50462,1,EL,1,100,-18930.800781
