LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
0.101000,4128825.000,50417,14,GX,1,100,1.068
0.101000,4128825.000,50417,14,GX,1,100,0.641
0.101000,4128825.000,50417,14,GX,1,100,0.580
0.101000,4128825.000,50417,14,GX,1,100,1.068
0.101000,4128825.000,50417,14,GX,1,100,1.038
0.101000,4128825.000,50417,14,GX,1,100,0.702
0.101000,4128825.000,50417,14,GX,1,100,0.397
0.101000,4128825.000,50417,14,GX,1,100,-1.495
0.101000,4128825.000,50417,14,GX,1,100,-2.930
0.101000,4128825.000,50417,14,GX,1,100,-3.174
0.101000,4128825.000,50417,14,GX,1,100,-2.045
0.101000,4128825.000,50417,14,GX,1,100,-0.549
0.101000,4128825.000,50417,14,GX,1,100,0.916
0.101000,4128825.000,50417,14,GX,1,100,0.000
0.140500,4128864.500,50434,2,GX,1,100,0.458
0.180000,4128904.000,50434,2,GX,1,100,0.977
0.219000,4128943.000,50451,3,GX,1,100,1.495
0.258000,4128982.000,50451,3,GX,1,100,0.671
0.297000,4129021.000,50451,3,GX,1,100,-0.092
0.336000,4129060.000,50466,3,GX,1,100,-0.031
0.375000,4129099.000,50466,3,GX,1,100,0.336
0.414000,4129138.000,50466,3,GX,1,100,0.336
0.453000,4129177.000,50482,2,GX,1,100,0.458
0.492000,4129216.000,50482,2,GX,1,100,0.153
0.530667,4129254.667,50498,3,GX,1,100,-0.488
0.569333,4129293.333,50498,3,GX,1,100,-0.366
0.608000,4129332.000,50498,3,GX,1,100,-0.519
0.648000,4129372.000,50513,2,GX,1,100,-0.031
0.688000,4129412.000,50513,2,GX,1,100,0.397
0.727667,4129451.667,50530,3,GX,1,100,0.244
0.767333,4129491.333,50530,3,GX,1,100,0.885
0.807000,4129531.000,50530,3,GX,1,100,0.427
0.841667,4129565.667,50544,3,GX,1,100,0.397
0.876333,4129600.333,50544,3,GX,1,100,-0.366
0.911000,4129635.000,50544,3,GX,1,100,0.305
0.950000,4129674.000,50560,2,GX,1,100,0.610
0.989000,4129713.000,50560,2,GX,1,100,0.824
1.028000,4129752.000,50575,3,GX,1,100,1.587
1.067000,4129791.000,50575,3,GX,1,100,1.373
1.106000,4129830.000,50575,3,GX,1,100,-0.702
1.145333,4129869.333,50594,3,GX,1,100,-0.458
1.184667,4129908.667,50594,3,GX,1,100,0.458
1.224000,4129948.000,50594,3,GX,1,100,0.671
1.263000,4129987.000,50609,2,GX,1,100,0.275
1.302000,4130026.000,50609,2,GX,1,100,0.092
1.340667,4130064.667,50626,3,GX,1,100,-0.031
1.379333,4130103.333,50626,3,GX,1,100,0.427
1.418000,4130142.000,50626,3,GX,1,100,0.916
1.456667,4130180.667,50642,3,GX,1,100,0.305
1.495333,4130219.333,50642,3,GX,1,100,-0.610
1.534000,4130258.000,50642,3,GX,1,100,-1.038
1.573000,4130297.000,50658,2,GX,1,100,-0.580
1.612000,4130336.000,50658,2,GX,1,100,-0.610
1.651667,4130375.667,50673,3,GX,1,100,0.885
1.691333,4130415.333,50673,3,GX,1,100,-0.793
1.731000,4130455.000,50673,3,GX,1,100,-0.031
1.770500,4130494.500,50689,2,GX,1,100,-1.617
1.810000,4130534.000,50689,2,GX,1,100,-0.732
1.849000,4130573.000,50704,3,GX,1,100,0.519
1.888000,4130612.000,50704,3,GX,1,100,0.488
1.927000,4130651.000,50704,3,GX,1,100,-0.458
1.966000,4130690.000,50720,2,GX,1,100,0.061
2.005000,4130729.000,50720,2,GX,1,100,1.099
2.043333,4130767.333,50736,3,GX,1,100,0.580
2.081667,4130805.667,50736,3,GX,1,100,-0.549
2.120000,4130844.000,50736,3,GX,1,100,0.183
2.159000,4130883.000,50754,3,GX,1,100,1.190
2.198000,4130922.000,50754,3,GX,1,100,1.129
2.237000,4130961.000,50754,3,GX,1,100,0.214
2.277000,4131001.000,50768,2,GX,1,100,-0.031
2.317000,4131041.000,50768,2,GX,1,100,2.350
2.356667,4131080.667,50784,3,GX,1,100,0.214
2.396333,4131120.333,50784,3,GX,1,100,-0.580
2.436000,4131160.000,50784,3,GX,1,100,-1.312
2.475000,4131199.000,50800,2,GX,1,100,0.061
2.514000,4131238.000,50800,2,GX,1,100,0.214
2.548667,4131272.667,50816,3,GX,1,100,-0.488
2.583333,4131307.333,50816,3,GX,1,100,-0.244
2.618000,4131342.000,50816,3,GX,1,100,0.580
2.657000,4131381.000,50830,3,GX,1,100,1.678
2.696000,4131420.000,50830,3,GX,1,100,2.075
2.735000,4131459.000,50830,3,GX,1,100,1.068
2.773333,4131497.333,50847,3,GX,1,100,1.190
2.811667,4131535.667,50847,3,GX,1,100,0.122
2.850000,4131574.000,50847,3,GX,1,100,-0.092
2.889000,4131613.000,50862,2,GX,1,100,-0.488
2.928000,4131652.000,50862,2,GX,1,100,-0.214
2.967000,4131691.000,50880,3,GX,1,100,-0.061
3.006000,4131730.000,50880,3,GX,1,100,0.458
3.045000,4131769.000,50880,3,GX,1,100,0.122
3.084000,4131808.000,50895,2,GX,1,100,0.336
3.123000,4131847.000,50895,2,GX,1,100,-0.183
3.162000,4131886.000,50913,3,GX,1,100,-0.244
3.201000,4131925.000,50913,3,GX,1,100,-0.427
3.240000,4131964.000,50913,3,GX,1,100,-0.488
3.279000,4132003.000,50928,3,GX,1,100,-2.625
3.318000,4132042.000,50928,3,GX,1,100,-2.716
3.357000,4132081.000,50928,3,GX,1,100,-1.099
3.395500,4132119.500,50945,2,GX,1,100,0.000
3.434000,4132158.000,50945,2,GX,1,100,-0.366
3.472667,4132196.667,50960,3,GX,1,100,0.580
3.511333,4132235.333,50960,3,GX,1,100,1.038
3.550000,4132274.000,50960,3,GX,1,100,-0.183
3.589000,4132313.000,50975,2,GX,1,100,0.214
3.628000,4132352.000,50975,2,GX,1,100,1.648
3.667000,4132391.000,50991,3,GX,1,100,0.732
3.706000,4132430.000,50991,3,GX,1,100,0.153
3.745000,4132469.000,50991,3,GX,1,100,-0.977
3.784000,4132508.000,51007,3,GX,1,100,-0.397
3.823000,4132547.000,51007,3,GX,1,100,0.122
3.862000,4132586.000,51007,3,GX,1,100,0.549
3.902000,4132626.000,51022,2,GX,1,100,1.343
3.942000,4132666.000,51022,2,GX,1,100,0.946
3.981667,4132705.667,51039,3,GX,1,100,0.824
4.021333,4132745.333,51039,3,GX,1,100,1.099
4.061000,4132785.000,51039,3,GX,1,100,-0.092
4.100000,4132824.000,51055,3,GX,1,100,0.519
4.139000,4132863.000,51055,3,GX,1,100,-0.122
4.178000,4132902.000,51055,3,GX,1,100,0.275
4.217000,4132941.000,51071,2,GX,1,100,0.488
4.256000,4132980.000,51071,2,GX,1,100,0.916
4.294667,4133018.667,51086,3,GX,1,100,0.671
4.333333,4133057.333,51086,3,GX,1,100,0.610
4.372000,4133096.000,51086,3,GX,1,100,0.031
4.406667,4133130.667,51103,3,GX,1,100,0.092
4.441333,4133165.333,51103,3,GX,1,100,-0.336
4.476000,4133200.000,51103,3,GX,1,100,-1.038
4.515000,4133239.000,51117,2,GX,1,100,-0.244
4.554000,4133278.000,51117,2,GX,1,100,0.336
4.593000,4133317.000,51133,3,GX,1,100,0.214
4.632000,4133356.000,51133,3,GX,1,100,1.068
4.671000,4133395.000,51133,3,GX,1,100,1.312
4.710000,4133434.000,51151,2,GX,1,100,0.397
4.749000,4133473.000,51151,2,GX,1,100,0.488
4.787667,4133511.667,51167,3,GX,1,100,0.275
4.826333,4133550.333,51167,3,GX,1,100,-0.275
4.865000,4133589.000,51167,3,GX,1,100,-0.763
4.904333,4133628.333,51182,3,GX,1,100,-0.885
4.943667,4133667.667,51182,3,GX,1,100,0.366
4.983000,4133707.000,51182,3,GX,1,100,0.397
5.022500,4133746.500,51198,2,GX,1,100,-0.488
5.062000,4133786.000,51198,2,GX,1,100,-0.732
5.101000,4133825.000,51215,3,GX,1,100,-0.397
5.140000,4133864.000,51215,3,GX,1,100,-1.221
5.179000,4133903.000,51215,3,GX,1,100,-0.427
5.218000,4133942.000,51231,2,GX,1,100,-1.007
5.257000,4133981.000,51231,2,GX,1,100,-0.977
5.296000,4134020.000,51247,3,GX,1,100,0.793
5.335000,4134059.000,51247,3,GX,1,100,-0.366
5.374000,4134098.000,51247,3,GX,1,100,0.610
5.413000,4134137.000,51262,3,GX,1,100,1.312
5.452000,4134176.000,51262,3,GX,1,100,1.343
5.491000,4134215.000,51262,3,GX,1,100,3.418
5.530000,4134254.000,51277,2,GX,1,100,3.815
5.569000,4134293.000,51277,2,GX,1,100,3.815
5.607667,4134331.667,51293,3,GX,1,100,6.287
5.646333,4134370.333,51293,3,GX,1,100,12.085
5.685000,4134409.000,51293,3,GX,1,100,14.130
5.723500,4134447.500,51309,2,GX,1,100,15.137
5.762000,4134486.000,51309,2,GX,1,100,25.574
5.801000,4134525.000,51325,3,GX,1,100,36.346
5.840000,4134564.000,51325,3,GX,1,100,41.168
5.879000,4134603.000,51325,3,GX,1,100,43.304
5.918000,4134642.000,51339,3,GX,1,100,44.220
5.957000,4134681.000,51339,3,GX,1,100,43.121
5.996000,4134720.000,51339,3,GX,1,100,45.654
6.035000,4134759.000,51358,2,GX,1,100,46.112
6.074000,4134798.000,51358,2,GX,1,100,47.821
6.108333,4134832.333,51373,3,GX,1,100,48.370
6.142667,4134866.667,51373,3,GX,1,100,47.668
6.177000,4134901.000,51373,3,GX,1,100,48.553
