LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
0.134000,4128858.000,50440,1,BV,1,100,3.66
1.112000,4129836.000,50581,1,BV,1,100,3.64
2.087000,4130811.000,50742,1,BV,1,100,3.65
3.064000,4131788.000,50901,1,BV,1,100,3.66
4.041000,4132765.000,51045,1,BV,1,100,3.67
5.016000,4133740.000,51204,1,BV,1,100,3.65
5.989000,4134713.000,51345,1,BV,1,100,3.61
6.963000,4135687.000,51508,1,BV,1,100,3.57
7.939000,4136663.000,51666,1,BV,1,100,3.56
8.919000,4137643.000,51810,1,BV,1,100,3.55
9.894000,4138618.000,51971,1,BV,1,100,3.55
10.865000,4139589.000,52128,1,BV,1,100,3.55
11.843000,4140567.000,52271,1,BV,1,100,3.55
12.814000,4141538.000,52430,1,BV,1,100,3.55
13.791000,4142515.000,52588,1,BV,1,100,3.55
14.767000,4143491.000,52738,1,BV,1,100,3.55
15.742000,4144466.000,52907,1,BV,1,100,3.55
16.721000,4145445.000,53074,1,BV,1,100,3.54
