LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
0.027000,4128751.000,50413,1,T1,1,100,35.659
0.161000,4128885.000,50430,1,T1,1,100,35.569
0.291000,4129015.000,50447,1,T1,1,100,35.636
0.420000,4129144.000,50478,1,T1,1,100,35.665
0.550000,4129274.000,50494,1,T1,1,100,35.678
0.681000,4129405.000,50509,1,T1,1,100,35.719
0.813000,4129537.000,50526,1,T1,1,100,35.701
0.943000,4129667.000,50556,1,T1,1,100,35.764
1.072000,4129796.000,50571,1,T1,1,100,35.756
1.204000,4129928.000,50590,1,T1,1,100,35.717
1.335000,4130059.000,50605,1,T1,1,100,35.736
1.462000,4130186.000,50638,1,T1,1,100,35.779
1.592000,4130316.000,50654,1,T1,1,100,35.692
1.724000,4130448.000,50669,1,T1,1,100,35.654
1.855000,4130579.000,50700,1,T1,1,100,35.708
1.985000,4130709.000,50716,1,T1,1,100,35.767
2.113000,4130837.000,50732,1,T1,1,100,35.758
2.243000,4130967.000,50750,1,T1,1,100,35.718
2.377000,4131101.000,50780,1,T1,1,100,35.736
2.508000,4131232.000,50796,1,T1,1,100,35.709
2.637000,4131361.000,50812,1,T1,1,100,35.661
2.767000,4131491.000,50843,1,T1,1,100,35.712
2.895000,4131619.000,50858,1,T1,1,100,35.698
3.025000,4131749.000,50876,1,T1,1,100,35.657
3.155000,4131879.000,50909,1,T1,1,100,35.745
3.284000,4132008.000,50924,1,T1,1,100,35.748
3.415000,4132139.000,50941,1,T1,1,100,35.714
3.544000,4132268.000,50956,1,T1,1,100,35.699
3.673000,4132397.000,50987,1,T1,1,100,35.657
3.803000,4132527.000,51003,1,T1,1,100,35.674
3.935000,4132659.000,51018,1,T1,1,100,35.717
4.067000,4132791.000,51035,1,T1,1,100,35.807
4.197000,4132921.000,51067,1,T1,1,100,35.704
4.326000,4133050.000,51082,1,T1,1,100,35.659
4.456000,4133180.000,51099,1,T1,1,100,35.711
4.587000,4133311.000,51129,1,T1,1,100,35.698
4.716000,4133440.000,51147,1,T1,1,100,35.727
4.846000,4133570.000,51163,1,T1,1,100,35.776
4.976000,4133700.000,51178,1,T1,1,100,35.761
5.107000,4133831.000,51211,1,T1,1,100,35.578
5.237000,4133961.000,51227,1,T1,1,100,35.640
5.367000,4134091.000,51243,1,T1,1,100,35.702
5.496000,4134220.000,51273,1,T1,1,100,35.694
5.627000,4134351.000,51289,1,T1,1,100,35.690
5.756000,4134480.000,51305,1,T1,1,100,35.760
5.885000,4134609.000,51321,1,T1,1,100,35.754
6.015000,4134739.000,51354,1,T1,1,100,35.716
6.145000,4134869.000,51369,1,T1,1,100,35.665
6.273000,4134997.000,51385,1,T1,1,100,35.748
6.402000,4135126.000,51401,1,T1,1,100,35.749
6.531000,4135255.000,51433,1,T1,1,100,35.679
6.665000,4135389.000,51452,1,T1,1,100,35.648
6.795000,4135519.000,51467,1,T1,1,100,35.741
6.924000,4135648.000,51498,1,T1,1,100,35.782
7.054000,4135778.000,51516,1,T1,1,100,35.764
7.185000,4135909.000,51531,1,T1,1,100,35.827
7.317000,4136041.000,51562,1,T1,1,100,35.677
7.447000,4136171.000,51578,1,T1,1,100,35.647
7.577000,4136301.000,51593,1,T1,1,100,35.670
7.705000,4136429.000,51610,1,T1,1,100,35.751
7.838000,4136562.000,51640,1,T1,1,100,35.715
7.965000,4136689.000,51656,1,T1,1,100,35.699
8.095000,4136819.000,51674,1,T1,1,100,35.693
8.227000,4136951.000,51705,1,T1,1,100,35.725
8.358000,4137082.000,51722,1,T1,1,100,35.775
8.488000,4137212.000,51738,1,T1,1,100,35.761
8.616000,4137340.000,51754,1,T1,1,100,35.719
8.746000,4137470.000,51784,1,T1,1,100,35.843
8.880000,4137604.000,51800,1,T1,1,100,35.755
9.011000,4137735.000,51818,1,T1,1,100,35.717
9.140000,4137864.000,51850,1,T1,1,100,35.771
9.269000,4137993.000,51867,1,T1,1,100,35.865
9.398000,4138122.000,51882,1,T1,1,100,35.800
9.530000,4138254.000,51898,1,T1,1,100,35.701
9.660000,4138384.000,51929,1,T1,1,100,35.693
9.789000,4138513.000,51944,1,T1,1,100,35.903
9.920000,4138644.000,51961,1,T1,1,100,35.781
10.049000,4138773.000,51993,1,T1,1,100,35.728
10.178000,4138902.000,52008,1,T1,1,100,35.669
10.308000,4139032.000,52025,1,T1,1,100,35.751
10.438000,4139162.000,52040,1,T1,1,100,35.750
10.567000,4139291.000,52071,1,T1,1,100,35.750
10.697000,4139421.000,52087,1,T1,1,100,35.786
10.826000,4139550.000,52102,1,T1,1,100,35.836
10.955000,4139679.000,52137,1,T1,1,100,35.787
11.089000,4139813.000,52153,1,T1,1,100,35.731
11.220000,4139944.000,52169,1,T1,1,100,35.742
11.349000,4140073.000,52185,1,T1,1,100,35.817
11.478000,4140202.000,52216,1,T1,1,100,35.815
11.609000,4140333.000,52231,1,T1,1,100,35.813
11.739000,4140463.000,52247,1,T1,1,100,35.707
11.869000,4140593.000,52280,1,T1,1,100,35.873
11.998000,4140722.000,52295,1,T1,1,100,35.803
12.129000,4140853.000,52311,1,T1,1,100,35.738
12.258000,4140982.000,52327,1,T1,1,100,35.780
12.387000,4141111.000,52357,1,T1,1,100,35.798
12.517000,4141241.000,52374,1,T1,1,100,35.736
12.647000,4141371.000,52389,1,T1,1,100,35.815
12.775000,4141499.000,52420,1,T1,1,100,35.778
12.905000,4141629.000,52438,1,T1,1,100,35.762
13.035000,4141759.000,52453,1,T1,1,100,35.755
13.165000,4141889.000,52469,1,T1,1,100,35.752
13.295000,4142019.000,52500,1,T1,1,100,35.822
13.424000,4142148.000,52515,1,T1,1,100,35.817
13.554000,4142278.000,52532,1,T1,1,100,35.708
13.685000,4142409.000,52562,1,T1,1,100,35.767
13.817000,4142541.000,52578,1,T1,1,100,35.757
13.947000,4142671.000,52596,1,T1,1,100,35.718
14.077000,4142801.000,52611,1,T1,1,100,35.736
14.205000,4142929.000,52643,1,T1,1,100,35.779
14.338000,4143062.000,52660,1,T1,1,100,35.727
14.469000,4143193.000,52679,1,T1,1,100,35.740
14.598000,4143322.000,52711,1,T1,1,100,35.710
14.728000,4143452.000,52728,1,T1,1,100,35.733
14.858000,4143582.000,52747,1,T1,1,100,35.849
14.987000,4143711.000,52764,1,T1,1,100,35.757
15.115000,4143839.000,52797,1,T1,1,100,35.718
15.245000,4143969.000,52813,1,T1,1,100,35.736
15.379000,4144103.000,52830,1,T1,1,100,35.708
15.510000,4144234.000,52863,1,T1,1,100,35.732
15.639000,4144363.000,52879,1,T1,1,100,35.849
15.768000,4144492.000,52897,1,T1,1,100,35.793
15.899000,4144623.000,52931,1,T1,1,100,35.698
16.031000,4144755.000,52947,1,T1,1,100,35.727
16.161000,4144885.000,52965,1,T1,1,100,35.740
16.291000,4145015.000,52981,1,T1,1,100,35.746
16.421000,4145145.000,53014,1,T1,1,100,35.748
16.551000,4145275.000,53031,1,T1,1,100,35.820
16.682000,4145406.000,53047,1,T1,1,100,35.745
16.812000,4145536.000,53082,1,T1,1,100,35.748
16.942000,4145666.000,53099,1,T1,1,100,35.820
17.070000,4145794.000,53116,1,T1,1,100,35.780
