LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
14.282000,4143006.000,52637,4,DC,2,100,EA
14.282000,4143006.000,52637,4,DC,2,100,1
14.282000,4143006.000,52637,4,DC,2,100,EL
14.282000,4143006.000,52637,4,DC,2,100,1
14.307250,4143031.250,52654,4,DC,2,100,EA
14.332500,4143056.500,52654,4,DC,2,100,1
14.357750,4143081.750,52654,4,DC,2,100,EL
14.383000,4143107.000,52654,4,DC,2,100,1
14.408750,4143132.750,52673,4,DC,2,100,EA
14.434500,4143158.500,52673,4,DC,2,100,2
14.460250,4143184.250,52673,4,DC,2,100,EL
14.486000,4143210.000,52673,4,DC,2,100,2
14.510750,4143234.750,52690,4,DC,2,100,EA
14.535500,4143259.500,52690,4,DC,2,100,1
14.560250,4143284.250,52690,4,DC,2,100,EL
14.585000,4143309.000,52690,4,DC,2,100,1
14.610250,4143334.250,52705,4,DC,2,100,EA
14.635500,4143359.500,52705,4,DC,2,100,2
14.660750,4143384.750,52705,4,DC,2,100,EL
14.686000,4143410.000,52705,4,DC,2,100,2
14.711500,4143435.500,52722,4,DC,2,100,EA
14.737000,4143461.000,52722,4,DC,2,100,1
14.762500,4143486.500,52722,4,DC,2,100,EL
14.788000,4143512.000,52722,4,DC,2,100,1
14.813250,4143537.250,52741,4,DC,2,100,EA
14.838500,4143562.500,52741,4,DC,2,100,2
14.863750,4143587.750,52741,4,DC,2,100,EL
14.889000,4143613.000,52741,4,DC,2,100,2
14.914000,4143638.000,52758,4,DC,2,100,EA
14.939000,4143663.000,52758,4,DC,2,100,1
14.964000,4143688.000,52758,4,DC,2,100,EL
14.989000,4143713.000,52758,4,DC,2,100,1
15.014250,4143738.250,52774,4,DC,2,100,EA
15.039500,4143763.500,52774,4,DC,2,100,2
15.064750,4143788.750,52774,4,DC,2,100,EL
15.090000,4143814.000,52774,4,DC,2,100,2
15.115500,4143839.500,52791,4,DC,2,100,EA
15.141000,4143865.000,52791,4,DC,2,100,2
15.166500,4143890.500,52791,4,DC,2,100,EL
15.192000,4143916.000,52791,4,DC,2,100,2
15.217000,4143941.000,52807,4,DC,2,100,EA
15.242000,4143966.000,52807,4,DC,2,100,1
15.267000,4143991.000,52807,4,DC,2,100,EL
15.292000,4144016.000,52807,4,DC,2,100,1
15.317250,4144041.250,52824,4,DC,2,100,EA
15.342500,4144066.500,52824,4,DC,2,100,2
15.367750,4144091.750,52824,4,DC,2,100,EL
15.393000,4144117.000,52824,4,DC,2,100,2
15.418500,4144142.500,52841,4,DC,2,100,EA
15.444000,4144168.000,52841,4,DC,2,100,1
15.469500,4144193.500,52841,4,DC,2,100,EL
15.495000,4144219.000,52841,4,DC,2,100,1
15.520000,4144244.000,52857,4,DC,2,100,EA
15.545000,4144269.000,52857,4,DC,2,100,2
15.570000,4144294.000,52857,4,DC,2,100,EL
15.595000,4144319.000,52857,4,DC,2,100,2
15.620250,4144344.250,52873,4,DC,2,100,EA
15.645500,4144369.500,52873,4,DC,2,100,1
15.670750,4144394.750,52873,4,DC,2,100,EL
15.696000,4144420.000,52873,4,DC,2,100,1
15.721500,4144445.500,52891,4,DC,2,100,EA
15.747000,4144471.000,52891,4,DC,2,100,2
15.772500,4144496.500,52891,4,DC,2,100,EL
15.798000,4144522.000,52891,4,DC,2,100,2
15.823000,4144547.000,52909,4,DC,2,100,EA
15.848000,4144572.000,52909,4,DC,2,100,1
15.873000,4144597.000,52909,4,DC,2,100,EL
15.898000,4144622.000,52909,4,DC,2,100,1
15.923500,4144647.500,52925,4,DC,2,100,EA
15.949000,4144673.000,52925,4,DC,2,100,2
15.974500,4144698.500,52925,4,DC,2,100,EL
16.000000,4144724.000,52925,4,DC,2,100,2
16.025000,4144749.000,52941,4,DC,2,100,EA
16.050000,4144774.000,52941,4,DC,2,100,1
16.075000,4144799.000,52941,4,DC,2,100,EL
16.100000,4144824.000,52941,4,DC,2,100,1
16.125500,4144849.500,52959,4,DC,2,100,EA
