LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
5.957000,4134681.000,51336,3,AX,1,100,-0.442
5.996000,4134720.000,51336,3,AX,1,100,-0.445
6.035000,4134759.000,51355,2,AX,1,100,-0.444
6.074000,4134798.000,51355,2,AX,1,100,-0.459
6.108333,4134832.333,51370,3,AX,1,100,-0.440
6.142667,4134866.667,51370,3,AX,1,100,-0.461
6.177000,4134901.000,51370,3,AX,1,100,-0.445
6.215667,4134939.667,51386,3,AX,1,100,-0.418
6.254333,4134978.333,51386,3,AX,1,100,-0.473
6.293000,4135017.000,51386,3,AX,1,100,-0.455
6.331500,4135055.500,51402,2,AX,1,100,-0.458
6.370000,4135094.000,51402,2,AX,1,100,-0.519
6.409000,4135133.000,51417,3,AX,1,100,-0.554
6.448000,4135172.000,51417,3,AX,1,100,-0.618
6.487000,4135211.000,51417,3,AX,1,100,-0.544
6.526333,4135250.333,51434,3,AX,1,100,-0.594
6.565667,4135289.667,51434,3,AX,1,100,-0.528
6.605000,4135329.000,51434,3,AX,1,100,-0.539
6.644500,4135368.500,51453,2,AX,1,100,-0.443
6.684000,4135408.000,51453,2,AX,1,100,-0.387
6.723000,4135447.000,51468,3,AX,1,100,-0.325
6.762000,4135486.000,51468,3,AX,1,100,-0.281
6.801000,4135525.000,51468,3,AX,1,100,-0.239
6.840000,4135564.000,51483,2,AX,1,100,-0.169
6.879000,4135603.000,51483,2,AX,1,100,-0.156
6.918000,4135642.000,51499,3,AX,1,100,-0.058
6.957000,4135681.000,51499,3,AX,1,100,-0.085
6.996000,4135720.000,51499,3,AX,1,100,0.015
7.035000,4135759.000,51517,2,AX,1,100,-0.016
7.074000,4135798.000,51517,2,AX,1,100,-0.008
7.113333,4135837.333,51532,3,AX,1,100,-0.058
7.152667,4135876.667,51532,3,AX,1,100,-0.036
7.192000,4135916.000,51532,3,AX,1,100,-0.015
7.231667,4135955.667,51547,3,AX,1,100,0.031
7.271333,4135995.333,51547,3,AX,1,100,0.020
7.311000,4136035.000,51547,3,AX,1,100,-0.100
7.350000,4136074.000,51563,2,AX,1,100,0.070
7.389000,4136113.000,51563,2,AX,1,100,0.012
7.428000,4136152.000,51579,3,AX,1,100,0.024
7.467000,4136191.000,51579,3,AX,1,100,0.010
7.506000,4136230.000,51579,3,AX,1,100,0.073
7.545000,4136269.000,51594,2,AX,1,100,0.009
7.584000,4136308.000,51594,2,AX,1,100,0.134
7.622667,4136346.667,51611,3,AX,1,100,0.251
7.661333,4136385.333,51611,3,AX,1,100,0.055
7.700000,4136424.000,51611,3,AX,1,100,0.026
7.739333,4136463.333,51625,3,AX,1,100,-0.017
7.778667,4136502.667,51625,3,AX,1,100,0.102
7.818000,4136542.000,51625,3,AX,1,100,0.064
7.857000,4136581.000,51641,2,AX,1,100,0.045
7.896000,4136620.000,51641,2,AX,1,100,0.042
7.930000,4136654.000,51657,3,AX,1,100,0.064
7.964000,4136688.000,51657,3,AX,1,100,0.264
7.998000,4136722.000,51657,3,AX,1,100,0.173
8.037000,4136761.000,51675,3,AX,1,100,0.374
8.076000,4136800.000,51675,3,AX,1,100,0.475
8.115000,4136839.000,51675,3,AX,1,100,-0.265
8.154500,4136878.500,51689,2,AX,1,100,-0.226
8.194000,4136918.000,51689,2,AX,1,100,-0.038
8.233667,4136957.667,51706,3,AX,1,100,-0.063
8.273333,4136997.333,51706,3,AX,1,100,-0.025
8.313000,4137037.000,51706,3,AX,1,100,-0.024
8.352000,4137076.000,51723,2,AX,1,100,-0.076
8.391000,4137115.000,51723,2,AX,1,100,-0.010
8.430000,4137154.000,51739,3,AX,1,100,-0.080
8.469000,4137193.000,51739,3,AX,1,100,0.059
8.508000,4137232.000,51739,3,AX,1,100,-0.052
8.546333,4137270.333,51755,3,AX,1,100,0.121
8.584667,4137308.667,51755,3,AX,1,100,-0.102
8.623000,4137347.000,51755,3,AX,1,100,-0.021
8.662000,4137386.000,51770,2,AX,1,100,-0.126
8.701000,4137425.000,51770,2,AX,1,100,0.021
8.740667,4137464.667,51785,3,AX,1,100,-0.039
8.780333,4137504.333,51785,3,AX,1,100,-0.017
8.820000,4137544.000,51785,3,AX,1,100,-0.019
8.860000,4137584.000,51801,2,AX,1,100,-0.033
8.900000,4137624.000,51801,2,AX,1,100,-0.040
8.939000,4137663.000,51819,3,AX,1,100,-0.002
8.978000,4137702.000,51819,3,AX,1,100,0.207
9.017000,4137741.000,51819,3,AX,1,100,0.054
9.056000,4137780.000,51836,2,AX,1,100,-0.063
9.095000,4137819.000,51836,2,AX,1,100,-0.059
9.133667,4137857.667,51851,3,AX,1,100,-0.033
9.172333,4137896.333,51851,3,AX,1,100,-0.038
9.211000,4137935.000,51851,3,AX,1,100,-0.049
9.249667,4137973.667,51868,3,AX,1,100,-0.076
9.288333,4138012.333,51868,3,AX,1,100,-0.059
9.327000,4138051.000,51868,3,AX,1,100,-0.060
9.366000,4138090.000,51883,2,AX,1,100,-0.062
9.405000,4138129.000,51883,2,AX,1,100,-0.048
9.444667,4138168.667,51899,3,AX,1,100,-0.039
9.484333,4138208.333,51899,3,AX,1,100,-0.039
9.524000,4138248.000,51899,3,AX,1,100,-0.073
9.558667,4138282.667,51914,3,AX,1,100,-0.048
9.593333,4138317.333,51914,3,AX,1,100,-0.132
9.628000,4138352.000,51914,3,AX,1,100,-0.032
9.667000,4138391.000,51930,2,AX,1,100,-0.060
9.706000,4138430.000,51930,2,AX,1,100,-0.103
9.745000,4138469.000,51945,3,AX,1,100,-0.048
9.784000,4138508.000,51945,3,AX,1,100,-0.090
9.823000,4138547.000,51945,3,AX,1,100,-0.133
9.862000,4138586.000,51962,2,AX,1,100,-0.103
9.901000,4138625.000,51962,2,AX,1,100,-0.175
9.939333,4138663.333,51978,3,AX,1,100,-0.170
9.977667,4138701.667,51978,3,AX,1,100,-0.157
10.016000,4138740.000,51978,3,AX,1,100,-0.219
10.055000,4138779.000,51994,3,AX,1,100,-0.211
10.094000,4138818.000,51994,3,AX,1,100,-0.271
10.133000,4138857.000,51994,3,AX,1,100,-0.233
10.172000,4138896.000,52009,2,AX,1,100,-0.278
10.211000,4138935.000,52009,2,AX,1,100,-0.297
10.250000,4138974.000,52026,3,AX,1,100,-0.271
10.289000,4139013.000,52026,3,AX,1,100,-0.326
10.328000,4139052.000,52026,3,AX,1,100,-0.283
10.367000,4139091.000,52041,2,AX,1,100,-0.332
10.406000,4139130.000,52041,2,AX,1,100,-0.360
10.445000,4139169.000,52056,3,AX,1,100,-0.302
10.484000,4139208.000,52056,3,AX,1,100,-0.340
10.523000,4139247.000,52056,3,AX,1,100,-0.290
10.561667,4139285.667,52072,3,AX,1,100,-0.406
10.600333,4139324.333,52072,3,AX,1,100,-0.354
10.639000,4139363.000,52072,3,AX,1,100,-0.444
10.678000,4139402.000,52088,2,AX,1,100,-0.382
10.717000,4139441.000,52088,2,AX,1,100,-0.423
10.755667,4139479.667,52103,3,AX,1,100,-0.432
10.794333,4139518.333,52103,3,AX,1,100,-0.386
10.833000,4139557.000,52103,3,AX,1,100,-0.410
10.872000,4139596.000,52119,2,AX,1,100,-0.397
10.911000,4139635.000,52119,2,AX,1,100,-0.426
10.950333,4139674.333,52138,3,AX,1,100,-0.400
10.989667,4139713.667,52138,3,AX,1,100,-0.402
11.029000,4139753.000,52138,3,AX,1,100,-0.417
11.068667,4139792.667,52154,3,AX,1,100,-0.411
11.108333,4139832.333,52154,3,AX,1,100,-0.402
11.148000,4139872.000,52154,3,AX,1,100,-0.383
11.187000,4139911.000,52170,2,AX,1,100,-0.409
11.226000,4139950.000,52170,2,AX,1,100,-0.381
11.265000,4139989.000,52186,3,AX,1,100,-0.443
11.304000,4140028.000,52186,3,AX,1,100,-0.248
11.343000,4140067.000,52186,3,AX,1,100,-0.170
11.377000,4140101.000,52200,3,AX,1,100,-0.201
11.411000,4140135.000,52200,3,AX,1,100,-0.206
11.445000,4140169.000,52200,3,AX,1,100,-0.042
11.485000,4140209.000,52217,2,AX,1,100,-0.115
11.525000,4140249.000,52217,2,AX,1,100,-0.022
11.564000,4140288.000,52232,3,AX,1,100,-0.088
11.603000,4140327.000,52232,3,AX,1,100,-0.113
11.642000,4140366.000,52232,3,AX,1,100,-0.094
11.681000,4140405.000,52248,2,AX,1,100,-0.121
11.720000,4140444.000,52248,2,AX,1,100,-0.175
11.759000,4140483.000,52262,3,AX,1,100,-0.078
11.798000,4140522.000,52262,3,AX,1,100,-0.238
11.837000,4140561.000,52262,3,AX,1,100,-0.149
11.876000,4140600.000,52281,3,AX,1,100,-0.065
11.915000,4140639.000,52281,3,AX,1,100,-0.158
11.954000,4140678.000,52281,3,AX,1,100,-0.188
11.993000,4140717.000,52296,2,AX,1,100,-0.156
12.032000,4140756.000,52296,2,AX,1,100,-0.110
12.071000,4140795.000,52312,3,AX,1,100,-0.213
12.110000,4140834.000,52312,3,AX,1,100,-0.160
12.149000,4140873.000,52312,3,AX,1,100,-0.309
12.187000,4140911.000,52328,2,AX,1,100,-0.251
12.225000,4140949.000,52328,2,AX,1,100,-0.227
12.264000,4140988.000,52343,3,AX,1,100,-0.327
12.303000,4141027.000,52343,3,AX,1,100,-0.319
12.342000,4141066.000,52343,3,AX,1,100,-0.330
12.381000,4141105.000,52358,3,AX,1,100,-0.252
12.420000,4141144.000,52358,3,AX,1,100,-0.426
12.459000,4141183.000,52358,3,AX,1,100,-0.050
12.498000,4141222.000,52375,2,AX,1,100,0.038
12.537000,4141261.000,52375,2,AX,1,100,-0.087
12.576000,4141300.000,52390,3,AX,1,100,-0.056
12.615000,4141339.000,52390,3,AX,1,100,-0.123
12.654000,4141378.000,52390,3,AX,1,100,-0.152
12.693000,4141417.000,52405,2,AX,1,100,-0.078
12.732000,4141456.000,52405,2,AX,1,100,-0.090
12.770333,4141494.333,52421,3,AX,1,100,-0.146
12.808667,4141532.667,52421,3,AX,1,100,-0.062
12.847000,4141571.000,52421,3,AX,1,100,-0.146
12.886000,4141610.000,52439,3,AX,1,100,-0.104
12.925000,4141649.000,52439,3,AX,1,100,-0.069
12.964000,4141688.000,52439,3,AX,1,100,-0.148
13.003000,4141727.000,52454,2,AX,1,100,-0.135
13.042000,4141766.000,52454,2,AX,1,100,-0.049
13.081000,4141805.000,52470,3,AX,1,100,-0.145
13.120000,4141844.000,52470,3,AX,1,100,-0.089
13.159000,4141883.000,52470,3,AX,1,100,-0.131
13.193333,4141917.333,52485,3,AX,1,100,-0.135
13.227667,4141951.667,52485,3,AX,1,100,-0.078
13.262000,4141986.000,52485,3,AX,1,100,-0.124
13.301000,4142025.000,52501,2,AX,1,100,-0.064
13.340000,4142064.000,52501,2,AX,1,100,-0.145
13.379000,4142103.000,52516,3,AX,1,100,-0.096
13.418000,4142142.000,52516,3,AX,1,100,-0.092
13.457000,4142181.000,52516,3,AX,1,100,-0.105
13.496000,4142220.000,52533,3,AX,1,100,-0.016
13.535000,4142259.000,52533,3,AX,1,100,-0.086
13.574000,4142298.000,52533,3,AX,1,100,-0.104
13.613000,4142337.000,52547,2,AX,1,100,-0.057
13.652000,4142376.000,52547,2,AX,1,100,-0.103
13.692000,4142416.000,52563,3,AX,1,100,-0.118
13.732000,4142456.000,52563,3,AX,1,100,-0.004
13.772000,4142496.000,52563,3,AX,1,100,-0.085
13.811000,4142535.000,52579,2,AX,1,100,-0.037
13.850000,4142574.000,52579,2,AX,1,100,-0.024
13.889000,4142613.000,52597,3,AX,1,100,-0.045
13.928000,4142652.000,52597,3,AX,1,100,0.010
13.967000,4142691.000,52597,3,AX,1,100,-0.017
14.006000,4142730.000,52612,2,AX,1,100,0.009
14.045000,4142769.000,52612,2,AX,1,100,0.040
14.084000,4142808.000,52628,3,AX,1,100,0.035
14.123000,4142847.000,52628,3,AX,1,100,0.038
14.162000,4142886.000,52628,3,AX,1,100,-0.018
14.200667,4142924.667,52644,3,AX,1,100,0.116
14.239333,4142963.333,52644,3,AX,1,100,-0.031
14.278000,4143002.000,52644,3,AX,1,100,0.079
14.318000,4143042.000,52661,2,AX,1,100,0.052
14.358000,4143082.000,52661,2,AX,1,100,0.026
14.397000,4143121.000,52680,3,AX,1,100,0.058
14.436000,4143160.000,52680,3,AX,1,100,0.036
14.475000,4143199.000,52680,3,AX,1,100,0.040
14.514000,4143238.000,52696,2,AX,1,100,0.058
14.553000,4143277.000,52696,2,AX,1,100,0.009
14.592000,4143316.000,52712,3,AX,1,100,0.048
14.631000,4143355.000,52712,3,AX,1,100,0.049
14.670000,4143394.000,52712,3,AX,1,100,0.020
14.709000,4143433.000,52729,2,AX,1,100,0.041
14.748000,4143472.000,52729,2,AX,1,100,0.041
14.787000,4143511.000,52748,3,AX,1,100,0.038
14.826000,4143550.000,52748,3,AX,1,100,0.049
14.865000,4143589.000,52748,3,AX,1,100,0.029
14.899333,4143623.333,52765,3,AX,1,100,0.031
14.933667,4143657.667,52765,3,AX,1,100,0.036
14.968000,4143692.000,52765,3,AX,1,100,0.035
15.006333,4143730.333,52780,3,AX,1,100,0.034
15.044667,4143768.667,52780,3,AX,1,100,0.010
15.083000,4143807.000,52780,3,AX,1,100,0.028
15.122000,4143846.000,52798,2,AX,1,100,0.044
15.161000,4143885.000,52798,2,AX,1,100,0.081
15.200333,4143924.333,52814,3,AX,1,100,0.041
15.239667,4143963.667,52814,3,AX,1,100,0.090
15.279000,4144003.000,52814,3,AX,1,100,0.035
15.319000,4144043.000,52831,2,AX,1,100,0.097
15.359000,4144083.000,52831,2,AX,1,100,0.073
15.398333,4144122.333,52847,3,AX,1,100,0.062
15.437667,4144161.667,52847,3,AX,1,100,0.069
15.477000,4144201.000,52847,3,AX,1,100,0.027
15.516000,4144240.000,52864,3,AX,1,100,0.059
15.555000,4144279.000,52864,3,AX,1,100,0.030
15.594000,4144318.000,52864,3,AX,1,100,0.043
15.632500,4144356.500,52880,2,AX,1,100,0.052
15.671000,4144395.000,52880,2,AX,1,100,0.083
15.710000,4144434.000,52898,3,AX,1,100,0.067
15.749000,4144473.000,52898,3,AX,1,100,0.053
15.788000,4144512.000,52898,3,AX,1,100,0.043
15.827000,4144551.000,52915,2,AX,1,100,0.042
15.866000,4144590.000,52915,2,AX,1,100,0.022
15.906000,4144630.000,52932,3,AX,1,100,0.025
15.946000,4144670.000,52932,3,AX,1,100,0.028
15.986000,4144710.000,52932,3,AX,1,100,0.034
16.025000,4144749.000,52948,2,AX,1,100,0.040
16.064000,4144788.000,52948,2,AX,1,100,0.021
16.103000,4144827.000,52966,3,AX,1,100,0.035
16.142000,4144866.000,52966,3,AX,1,100,0.050
16.181000,4144905.000,52966,3,AX,1,100,0.045
16.220000,4144944.000,52982,3,AX,1,100,0.065
16.259000,4144983.000,52982,3,AX,1,100,0.041
16.298000,4145022.000,52982,3,AX,1,100,0.055
16.337000,4145061.000,52998,2,AX,1,100,0.042
16.376000,4145100.000,52998,2,AX,1,100,0.053
16.414333,4145138.333,53015,3,AX,1,100,0.048
16.452667,4145176.667,53015,3,AX,1,100,0.035
16.491000,4145215.000,53015,3,AX,1,100,0.059
16.531000,4145255.000,53032,2,AX,1,100,0.048
16.571000,4145295.000,53032,2,AX,1,100,0.055
16.606000,4145330.000,53048,3,AX,1,100,0.046
16.641000,4145365.000,53048,3,AX,1,100,0.041
16.676000,4145400.000,53048,3,AX,1,100,0.051
16.715000,4145439.000,53065,3,AX,1,100,0.052
16.754000,4145478.000,53065,3,AX,1,100,0.059
16.793000,4145517.000,53065,3,AX,1,100,0.042
16.832000,4145556.000,53083,2,AX,1,100,0.047
16.871000,4145595.000,53083,2,AX,1,100,0.067
16.910000,4145634.000,53100,3,AX,1,100,0.053
16.949000,4145673.000,53100,3,AX,1,100,0.058
16.988000,4145712.000,53100,3,AX,1,100,0.042
17.026333,4145750.333,53117,3,AX,1,100,0.047
17.064667,4145788.667,53117,3,AX,1,100,0.046
17.103000,4145827.000,53117,3,AX,1,100,0.041
