LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
0.101000,4128825.000,50419,14,GZ,1,100,-0.397
0.101000,4128825.000,50419,14,GZ,1,100,-0.397
0.101000,4128825.000,50419,14,GZ,1,100,-0.641
0.101000,4128825.000,50419,14,GZ,1,100,-0.275
0.101000,4128825.000,50419,14,GZ,1,100,-0.183
0.101000,4128825.000,50419,14,GZ,1,100,0.122
0.101000,4128825.000,50419,14,GZ,1,100,0.122
0.101000,4128825.000,50419,14,GZ,1,100,0.122
0.101000,4128825.000,50419,14,GZ,1,100,0.732
0.101000,4128825.000,50419,14,GZ,1,100,0.732
0.101000,4128825.000,50419,14,GZ,1,100,1.068
0.101000,4128825.000,50419,14,GZ,1,100,0.641
0.101000,4128825.000,50419,14,GZ,1,100,0.580
0.101000,4128825.000,50419,14,GZ,1,100,1.160
0.140500,4128864.500,50436,2,GZ,1,100,-0.427
0.180000,4128904.000,50436,2,GZ,1,100,0.153
0.219000,4128943.000,50453,3,GZ,1,100,0.732
0.258000,4128982.000,50453,3,GZ,1,100,0.122
0.297000,4129021.000,50453,3,GZ,1,100,0.519
0.336000,4129060.000,50468,3,GZ,1,100,-0.092
0.375000,4129099.000,50468,3,GZ,1,100,-0.153
0.414000,4129138.000,50468,3,GZ,1,100,0.488
0.453000,4129177.000,50484,2,GZ,1,100,0.061
0.492000,4129216.000,50484,2,GZ,1,100,-0.031
0.530667,4129254.667,50500,3,GZ,1,100,0.092
0.569333,4129293.333,50500,3,GZ,1,100,-0.092
0.608000,4129332.000,50500,3,GZ,1,100,-0.153
0.648000,4129372.000,50515,2,GZ,1,100,0.214
0.688000,4129412.000,50515,2,GZ,1,100,1.038
0.727667,4129451.667,50532,3,GZ,1,100,-0.580
0.767333,4129491.333,50532,3,GZ,1,100,0.092
0.807000,4129531.000,50532,3,GZ,1,100,-0.214
0.841667,4129565.667,50546,3,GZ,1,100,-0.732
0.876333,4129600.333,50546,3,GZ,1,100,0.305
0.911000,4129635.000,50546,3,GZ,1,100,0.366
0.950000,4129674.000,50562,2,GZ,1,100,-0.214
0.989000,4129713.000,50562,2,GZ,1,100,-0.458
1.028000,4129752.000,50577,3,GZ,1,100,-0.427
1.067000,4129791.000,50577,3,GZ,1,100,-0.732
1.106000,4129830.000,50577,3,GZ,1,100,-1.038
1.145333,4129869.333,50596,3,GZ,1,100,-1.312
1.184667,4129908.667,50596,3,GZ,1,100,-0.916
1.224000,4129948.000,50596,3,GZ,1,100,0.336
1.263000,4129987.000,50611,2,GZ,1,100,-0.397
1.302000,4130026.000,50611,2,GZ,1,100,-1.099
1.340667,4130064.667,50628,3,GZ,1,100,-0.763
1.379333,4130103.333,50628,3,GZ,1,100,-0.336
1.418000,4130142.000,50628,3,GZ,1,100,-0.610
1.456667,4130180.667,50644,3,GZ,1,100,-0.275
1.495333,4130219.333,50644,3,GZ,1,100,-0.214
1.534000,4130258.000,50644,3,GZ,1,100,-0.031
1.573000,4130297.000,50660,2,GZ,1,100,0.305
1.612000,4130336.000,50660,2,GZ,1,100,0.671
1.651667,4130375.667,50675,3,GZ,1,100,1.099
1.691333,4130415.333,50675,3,GZ,1,100,1.343
1.731000,4130455.000,50675,3,GZ,1,100,1.373
1.770500,4130494.500,50691,2,GZ,1,100,1.221
1.810000,4130534.000,50691,2,GZ,1,100,2.808
1.849000,4130573.000,50706,3,GZ,1,100,2.411
1.888000,4130612.000,50706,3,GZ,1,100,1.953
1.927000,4130651.000,50706,3,GZ,1,100,1.648
1.966000,4130690.000,50722,2,GZ,1,100,1.160
2.005000,4130729.000,50722,2,GZ,1,100,2.075
2.043333,4130767.333,50738,3,GZ,1,100,1.801
2.081667,4130805.667,50738,3,GZ,1,100,0.061
2.120000,4130844.000,50738,3,GZ,1,100,0.244
2.159000,4130883.000,50756,3,GZ,1,100,0.824
2.198000,4130922.000,50756,3,GZ,1,100,0.885
2.237000,4130961.000,50756,3,GZ,1,100,0.580
2.277000,4131001.000,50770,2,GZ,1,100,0.885
2.317000,4131041.000,50770,2,GZ,1,100,0.793
2.356667,4131080.667,50786,3,GZ,1,100,-0.610
2.396333,4131120.333,50786,3,GZ,1,100,0.580
2.436000,4131160.000,50786,3,GZ,1,100,0.702
2.475000,4131199.000,50802,2,GZ,1,100,0.610
2.514000,4131238.000,50802,2,GZ,1,100,0.061
2.548667,4131272.667,50818,3,GZ,1,100,-0.275
2.583333,4131307.333,50818,3,GZ,1,100,-0.702
2.618000,4131342.000,50818,3,GZ,1,100,-0.885
2.657000,4131381.000,50832,3,GZ,1,100,-1.617
2.696000,4131420.000,50832,3,GZ,1,100,-1.495
2.735000,4131459.000,50832,3,GZ,1,100,-0.946
2.773333,4131497.333,50849,3,GZ,1,100,-0.641
2.811667,4131535.667,50849,3,GZ,1,100,-0.824
2.850000,4131574.000,50849,3,GZ,1,100,-1.373
2.889000,4131613.000,50864,2,GZ,1,100,-1.404
2.928000,4131652.000,50864,2,GZ,1,100,-1.068
2.967000,4131691.000,50882,3,GZ,1,100,0.183
3.006000,4131730.000,50882,3,GZ,1,100,-0.763
3.045000,4131769.000,50882,3,GZ,1,100,-0.885
3.084000,4131808.000,50897,2,GZ,1,100,-0.824
3.123000,4131847.000,50897,2,GZ,1,100,-0.854
3.162000,4131886.000,50915,3,GZ,1,100,-0.031
3.201000,4131925.000,50915,3,GZ,1,100,-0.214
3.240000,4131964.000,50915,3,GZ,1,100,0.031
3.279000,4132003.000,50930,3,GZ,1,100,0.305
3.318000,4132042.000,50930,3,GZ,1,100,0.702
3.357000,4132081.000,50930,3,GZ,1,100,1.587
3.395500,4132119.500,50947,2,GZ,1,100,2.441
3.434000,4132158.000,50947,2,GZ,1,100,1.038
3.472667,4132196.667,50962,3,GZ,1,100,1.648
3.511333,4132235.333,50962,3,GZ,1,100,2.441
3.550000,4132274.000,50962,3,GZ,1,100,2.594
3.589000,4132313.000,50977,2,GZ,1,100,1.801
3.628000,4132352.000,50977,2,GZ,1,100,2.045
3.667000,4132391.000,50993,3,GZ,1,100,1.678
3.706000,4132430.000,50993,3,GZ,1,100,0.488
3.745000,4132469.000,50993,3,GZ,1,100,0.183
3.784000,4132508.000,51009,3,GZ,1,100,0.702
3.823000,4132547.000,51009,3,GZ,1,100,0.153
3.862000,4132586.000,51009,3,GZ,1,100,0.214
3.902000,4132626.000,51024,2,GZ,1,100,0.397
3.942000,4132666.000,51024,2,GZ,1,100,0.153
