TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
4128724.000000,4145835.000000,0.000000,17.111000,0,4.12872e+06,4.14584e+06,1.8.4
