LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1699365089.527893,121962.000,16936,4,DC,2,100,EA
1699365089.527893,121962.000,16936,4,DC,2,100,1
1699365089.527893,121962.000,16936,4,DC,2,100,EL
1699365089.527893,121962.000,16936,4,DC,2,100,1
1699365089.553731,121987.250,16952,4,DC,2,100,EA
1699365089.579569,122012.500,16952,4,DC,2,100,1
1699365089.605407,122037.750,16952,4,DC,2,100,EL
1699365089.631245,122063.000,16952,4,DC,2,100,1
1699365089.708759,122138.750,17000,4,DC,2,100,EA
1699365089.786273,122214.500,17000,4,DC,2,100,2
1699365089.863786,122290.250,17000,4,DC,2,100,EL
1699365089.941300,122366.000,17000,4,DC,2,100,2
1699365089.967394,122391.500,17017,4,DC,2,100,EA
1699365089.993488,122417.000,17017,4,DC,2,100,1
1699365090.019581,122442.500,17017,4,DC,2,100,EL
1699365090.045675,122468.000,17017,4,DC,2,100,1
1699365090.071257,122493.000,17036,4,DC,2,100,EA
1699365090.096839,122518.000,17036,4,DC,2,100,2
1699365090.122421,122543.000,17036,4,DC,2,100,EL
1699365090.148004,122568.000,17036,4,DC,2,100,2
1699365090.251355,122669.000,17099,4,DC,2,100,EA
1699365090.354707,122770.000,17099,4,DC,2,100,1
1699365090.458059,122871.000,17099,4,DC,2,100,EL
1699365090.561410,122972.000,17099,4,DC,2,100,1
1699365090.587504,122997.500,17116,4,DC,2,100,EA
1699365090.613598,123023.000,17116,4,DC,2,100,2
1699365090.639692,123048.500,17116,4,DC,2,100,EL
1699365090.665785,123074.000,17116,4,DC,2,100,2
1699365090.691367,123099.000,17133,4,DC,2,100,EA
1699365090.716949,123124.000,17133,4,DC,2,100,1
1699365090.742532,123149.000,17133,4,DC,2,100,EL
1699365090.768114,123174.000,17133,4,DC,2,100,1
1699365090.793952,123199.250,17148,4,DC,2,100,EA
1699365090.819789,123224.500,17148,4,DC,2,100,2
1699365090.845627,123249.750,17148,4,DC,2,100,EL
1699365090.871465,123275.000,17148,4,DC,2,100,2
1699365090.897303,123300.250,17165,4,DC,2,100,EA
1699365090.923141,123325.500,17165,4,DC,2,100,1
1699365090.948979,123350.750,17165,4,DC,2,100,EL
1699365090.974817,123376.000,17165,4,DC,2,100,1
1699365091.000911,123401.500,17184,4,DC,2,100,EA
1699365091.027004,123427.000,17184,4,DC,2,100,2
1699365091.053098,123452.500,17184,4,DC,2,100,EL
1699365091.079192,123478.000,17184,4,DC,2,100,2
1699365091.104774,123503.000,17201,4,DC,2,100,EA
1699365091.130356,123528.000,17201,4,DC,2,100,1
1699365091.155938,123553.000,17201,4,DC,2,100,EL
1699365091.181520,123578.000,17201,4,DC,2,100,1
1699365091.207358,123603.250,17217,4,DC,2,100,EA
1699365091.233196,123628.500,17217,4,DC,2,100,2
1699365091.259034,123653.750,17217,4,DC,2,100,EL
1699365091.284872,123679.000,17217,4,DC,2,100,2
1699365091.310966,123704.500,17234,4,DC,2,100,EA
1699365091.337059,123730.000,17234,4,DC,2,100,2
1699365091.363153,123755.500,17234,4,DC,2,100,EL
1699365091.389247,123781.000,17234,4,DC,2,100,2
1699365091.414829,123806.000,17250,4,DC,2,100,EA
1699365091.440411,123831.000,17250,4,DC,2,100,1
1699365091.465993,123856.000,17250,4,DC,2,100,EL
1699365091.491575,123881.000,17250,4,DC,2,100,1
1699365091.517413,123906.250,17267,4,DC,2,100,EA
1699365091.543251,123931.500,17267,4,DC,2,100,2
1699365091.569089,123956.750,17267,4,DC,2,100,EL
1699365091.594927,123982.000,17267,4,DC,2,100,2
1699365091.621021,124007.500,17284,4,DC,2,100,EA
1699365091.647115,124033.000,17284,4,DC,2,100,1
1699365091.673208,124058.500,17284,4,DC,2,100,EL
1699365091.699302,124084.000,17284,4,DC,2,100,1
1699365091.724884,124109.000,17300,4,DC,2,100,EA
1699365091.750466,124134.000,17300,4,DC,2,100,2
1699365091.776048,124159.000,17300,4,DC,2,100,EL
1699365091.801630,124184.000,17300,4,DC,2,100,2
1699365091.827468,124209.250,17316,4,DC,2,100,EA
1699365091.853307,124234.500,17316,4,DC,2,100,1
1699365091.879144,124259.750,17316,4,DC,2,100,EL
1699365091.904982,124285.000,17316,4,DC,2,100,1
1699365091.931076,124310.500,17334,4,DC,2,100,EA
1699365091.957170,124336.000,17334,4,DC,2,100,2
1699365091.983263,124361.500,17334,4,DC,2,100,EL
1699365092.009357,124387.000,17334,4,DC,2,100,2
1699365092.034939,124412.000,17352,4,DC,2,100,EA
1699365092.060521,124437.000,17352,4,DC,2,100,1
1699365092.086104,124462.000,17352,4,DC,2,100,EL
1699365092.111686,124487.000,17352,4,DC,2,100,1
1699365092.137524,124512.250,17369,4,DC,2,100,EA
