LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1699365019.664195,53688.000,6168,2,RD,1,100,TL
1699365019.664195,53688.000,6168,2,RD,1,100,TU
1699365022.277151,56241.500,6929,2,RD,1,100,TL
1699365024.890107,58795.000,6929,2,RD,1,100,TU
1699365027.511761,61357.000,7747,2,RD,1,100,TL
1699365030.133415,63919.000,7747,2,RD,1,100,TU
1699365032.764278,66490.000,8568,2,RD,1,100,TL
1699365035.395141,69061.000,8568,2,RD,1,100,TU
1699365037.999911,71606.500,9386,2,RD,1,100,TL
1699365040.604681,74152.000,9386,2,RD,1,100,TU
1699365043.232986,76720.500,10202,2,RD,1,100,TL
1699365045.861291,79289.000,10202,2,RD,1,100,TU
1699365048.491131,81859.000,11022,2,RD,1,100,TL
1699365051.120971,84429.000,11022,2,RD,1,100,TU
1699365053.733416,86982.000,11811,2,RD,1,100,TL
1699365056.345860,89535.000,11811,2,RD,1,100,TU
1699365058.970072,92099.500,12624,2,RD,1,100,TL
1699365061.594284,94664.000,12624,2,RD,1,100,TU
1699365064.206728,97217.000,13429,2,RD,1,100,TL
1699365066.819173,99770.000,13429,2,RD,1,100,TU
1699365069.427524,102319.000,14241,2,RD,1,100,TL
1699365072.035875,104868.000,14241,2,RD,1,100,TU
1699365074.649343,107422.000,15059,2,RD,1,100,TL
1699365077.262810,109976.000,15059,2,RD,1,100,TU
1699365102.160336,134307.000,22852,2,RD,1,100,TL
1699365127.057861,158638.000,22852,2,RD,1,100,TU
1699365129.677468,161198.000,23655,2,RD,1,100,TL
1699365132.297076,163758.000,23655,2,RD,1,100,TU
1699365134.904403,166306.000,24473,2,RD,1,100,TL
1699365137.511731,168854.000,24473,2,RD,1,100,TU
1699365140.132362,171415.000,25292,2,RD,1,100,TL
1699365142.752992,173976.000,25292,2,RD,1,100,TU
1699365145.365948,176529.500,26111,2,RD,1,100,TL
1699365147.978904,179083.000,26111,2,RD,1,100,TU
1699365150.604140,181648.500,26930,2,RD,1,100,TL
1699365153.229375,184214.000,26930,2,RD,1,100,TU
1699365155.842842,186768.000,27735,2,RD,1,100,TL
