LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1699365019.663172,53687.000,6167,2,AK,1,100,5385
1699365019.663172,53687.000,6167,2,AK,1,100,RD
1699365022.276639,56241.000,6928,2,AK,1,100,6168
1699365024.890107,58795.000,6928,2,AK,1,100,RD
1699365027.511761,61357.000,7746,2,AK,1,100,6929
1699365030.133415,63919.000,7746,2,AK,1,100,RD
1699365032.758138,66484.000,8565,2,AK,1,100,7747
1699365035.382862,69049.000,8565,2,AK,1,100,RD
1699365035.389002,69055.000,8567,2,AK,1,100,7747
1699365035.395141,69061.000,8567,2,AK,1,100,RD
1699365035.410491,69076.000,8570,2,AK,1,100,8568
1699365035.425840,69091.000,8570,2,AK,1,100,RD
1699365038.014749,71621.000,9385,2,AK,1,100,8568
1699365040.603657,74151.000,9385,2,AK,1,100,RD
1699365043.226846,76714.500,10199,2,AK,1,100,9386
1699365045.850035,79278.000,10199,2,AK,1,100,RD
1699365045.855663,79283.500,10201,2,AK,1,100,9386
1699365045.861291,79289.000,10201,2,AK,1,100,RD
1699365048.484992,81853.000,11019,2,AK,1,100,10202
1699365051.108692,84417.000,11019,2,AK,1,100,RD
1699365051.114320,84422.500,11021,2,AK,1,100,10202
1699365051.119948,84428.000,11021,2,AK,1,100,RD
1699365053.726764,86975.500,11808,2,AK,1,100,11022
1699365056.333580,89523.000,11808,2,AK,1,100,RD
1699365056.339720,89529.000,11810,2,AK,1,100,11022
1699365056.345860,89535.000,11810,2,AK,1,100,RD
1699365058.963421,92093.000,12621,2,AK,1,100,11811
1699365061.580981,94651.000,12621,2,AK,1,100,RD
1699365061.587633,94657.500,12623,2,AK,1,100,11811
1699365061.594284,94664.000,12623,2,AK,1,100,RD
1699365064.206217,97216.500,13428,2,AK,1,100,12624
1699365066.818149,99769.000,13428,2,AK,1,100,RD
1699365099.557101,131763.000,23654,2,AK,1,100,22852
1699365132.296052,163757.000,23654,2,AK,1,100,RD
1699365132.325727,163786.000,23657,2,AK,1,100,23655
1699365132.355403,163815.000,23657,2,AK,1,100,RD
1699365137.554198,168895.500,25291,2,AK,1,100,24473
1699365142.752992,173976.000,25291,2,AK,1,100,RD
1699365145.365948,176529.500,26110,2,AK,1,100,25292
1699365147.978904,179083.000,26110,2,AK,1,100,RD
1699365150.603628,181648.000,26929,2,AK,1,100,26111
