LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1699365015.429845,49550.000,5507,5,PG,1,100,8120
1699365015.429845,49550.000,5507,5,PG,1,100,8124
1699365015.429845,49550.000,5507,5,PG,1,100,8121
1699365015.429845,49550.000,5507,5,PG,1,100,8117
1699365015.429845,49550.000,5507,5,PG,1,100,8126
1699365015.469754,49589.000,5523,3,PG,1,100,8122
1699365015.509661,49628.000,5523,3,PG,1,100,8138
1699365015.549570,49667.000,5523,3,PG,1,100,8146
1699365015.589478,49706.000,5538,2,PG,1,100,8141
1699365015.629386,49745.000,5538,2,PG,1,100,8147
1699365015.669294,49784.000,5554,3,PG,1,100,8142
1699365015.709202,49823.000,5554,3,PG,1,100,8139
1699365015.749110,49862.000,5554,3,PG,1,100,8142
1699365015.789018,49901.000,5570,2,PG,1,100,8151
1699365015.828926,49940.000,5570,2,PG,1,100,8145
1699365015.868834,49979.000,5587,3,PG,1,100,8145
1699365015.908742,50018.000,5587,3,PG,1,100,8154
1699365015.948650,50057.000,5587,3,PG,1,100,8154
1699365015.987876,50095.333,5602,3,PG,1,100,8153
1699365016.027102,50133.667,5602,3,PG,1,100,8151
1699365016.066328,50172.000,5602,3,PG,1,100,8169
1699365016.106236,50211.000,5619,2,PG,1,100,8171
1699365016.146144,50250.000,5619,2,PG,1,100,8164
1699365016.186052,50289.000,5636,3,PG,1,100,8177
1699365016.225960,50328.000,5636,3,PG,1,100,8180
1699365016.265868,50367.000,5636,3,PG,1,100,8183
1699365016.305777,50406.000,5652,2,PG,1,100,8184
1699365016.345685,50445.000,5652,2,PG,1,100,8204
1699365016.385252,50483.667,5667,3,PG,1,100,8199
1699365016.424819,50522.333,5667,3,PG,1,100,8198
1699365016.464386,50561.000,5667,3,PG,1,100,8196
1699365016.503953,50599.667,5683,3,PG,1,100,8193
1699365016.543519,50638.333,5683,3,PG,1,100,8186
1699365016.583086,50677.000,5683,3,PG,1,100,8187
1699365016.621971,50715.000,5698,2,PG,1,100,8196
1699365016.660856,50753.000,5698,2,PG,1,100,8190
1699365016.700253,50791.500,5714,2,PG,1,100,8188
1699365016.739649,50830.000,5714,2,PG,1,100,8187
1699365016.783650,50873.000,5730,3,PG,1,100,8186
1699365016.827652,50916.000,5730,3,PG,1,100,8185
1699365016.871653,50959.000,5730,3,PG,1,100,8186
1699365016.912584,50999.000,5745,3,PG,1,100,8193
1699365016.953515,51039.000,5745,3,PG,1,100,8189
1699365016.994447,51079.000,5745,3,PG,1,100,8193
1699365017.034355,51118.000,5760,2,PG,1,100,8196
1699365017.074263,51157.000,5760,2,PG,1,100,8193
1699365017.114171,51196.000,5779,3,PG,1,100,8197
1699365017.154079,51235.000,5779,3,PG,1,100,8197
1699365017.193987,51274.000,5779,3,PG,1,100,8194
1699365017.233895,51313.000,5796,2,PG,1,100,8199
1699365017.273803,51352.000,5796,2,PG,1,100,8188
1699365017.313711,51391.000,5811,3,PG,1,100,8195
1699365017.353619,51430.000,5811,3,PG,1,100,8193
1699365017.393528,51469.000,5811,3,PG,1,100,8189
1699365017.432753,51507.333,5827,3,PG,1,100,8201
1699365017.471979,51545.667,5827,3,PG,1,100,8199
1699365017.511205,51584.000,5827,3,PG,1,100,8196
1699365017.552137,51624.000,5843,2,PG,1,100,8195
1699365017.593068,51664.000,5843,2,PG,1,100,8199
1699365017.633317,51703.333,5858,3,PG,1,100,8198
1699365017.673566,51742.667,5858,3,PG,1,100,8197
1699365017.713815,51782.000,5858,3,PG,1,100,8209
1699365017.753724,51821.000,5877,2,PG,1,100,8202
1699365017.793632,51860.000,5877,2,PG,1,100,8196
1699365017.833540,51899.000,5893,3,PG,1,100,8201
1699365017.873448,51938.000,5893,3,PG,1,100,8205
1699365017.913356,51977.000,5893,3,PG,1,100,8201
1699365017.953264,52016.000,5909,2,PG,1,100,8190
1699365017.993172,52055.000,5909,2,PG,1,100,8196
1699365018.032739,52093.667,5925,3,PG,1,100,8193
1699365018.072306,52132.333,5925,3,PG,1,100,8194
1699365018.111873,52171.000,5925,3,PG,1,100,8184
1699365018.152122,52210.333,5943,3,PG,1,100,8191
1699365018.192371,52249.667,5943,3,PG,1,100,8201
1699365018.232620,52289.000,5943,3,PG,1,100,8192
1699365018.278668,52334.000,5957,2,PG,1,100,8200
