RD,TS_received,TS_sent,AK,RoundTrip,
593818,598942,2023-11-07_14-59-33-064772,598946,5124,
598946,604056,2023-11-07_14-59-38-367799,604059,5110,
604059,609216,2023-11-07_14-59-43-574659,609225,5157,
609237,609261,2023-11-07_14-59-48-375298,609264,24,
614322,619431,2023-11-07_14-59-54-092429,619435,5109,
619435,
624551,
629659,634776,2023-11-07_15-00-11-134641,634791,5117,
634803,639920,2023-11-07_15-00-16-043308,639923,5117,
639924,645028,2023-11-07_15-00-20-912826,645037,5104,
645049,
650161,655276,2023-11-07_15-00-32-339185,655280,5115,
655280,660400,2023-11-07_15-00-37-166829,660408,5120,
660420,665507,2023-11-07_15-00-43-004344,665509,5087,
665510,670614,2023-11-07_15-00-47-571778,670618,5104,
670618,675728,2023-11-07_15-00-53-148701,675732,5110,
675732,
680842,685967,2023-11-07_15-01-04-107842,685977,5125,
685990,691107,2023-11-07_15-01-08-877356,691116,5117,
691127,696232,2023-11-07_15-01-13-724720,696241,5105,
696252,701350,2023-11-07_15-01-19-266310,701352,5098,
701353,706477,2023-11-07_15-01-24-752482,706480,5124,
706480,
711597,716724,2023-11-07_15-01-35-598094,716727,5127,
716728,721832,2023-11-07_15-01-39-999508,721840,5104,
721853,726967,2023-11-07_15-01-45-289385,726977,5114,
726989,732097,2023-11-07_15-01-50-886154,732099,5108,
732100,
737217,
742336,747463,2023-11-07_15-02-06-691814,747472,5127,
747485,752593,2023-11-07_15-02-11-139295,752596,5108,
752596,757700,2023-11-07_15-02-16-770201,757709,5104,
757721,762809,2023-11-07_15-02-22-723246,762817,5088,
762829,767916,2023-11-07_15-02-27-316770,767920,5087,
767920,773093,2023-11-07_15-02-33-191316,773108,5173,
773121,
778199,783315,2023-11-07_15-02-43-653574,783317,5116,
783318,
788421,793566,2023-11-07_15-02-53-893709,793576,5145,
793588,798674,2023-11-07_15-02-59-087920,798677,5086,
798677,803796,2023-11-07_15-03-05-196455,803799,5119,
803799,808904,2023-11-07_15-03-10-567146,808913,5105,
808925,814031,2023-11-07_15-03-14-556766,814034,5106,
814034,819146,2023-11-07_15-03-19-910469,819156,5112,
819168,
824260,829402,2023-11-07_15-03-30-133702,829412,5142,
829424,834546,2023-11-07_15-03-35-451100,834555,5122,
834567,839684,2023-11-07_15-03-40-982249,839687,5117,
839687,844815,2023-11-07_15-03-45-064418,844824,5128,
844836,
849947,
855055,860171,2023-11-07_15-04-01-907643,860173,5116,
860174,865279,2023-11-07_15-04-06-111491,865282,5105,
865282,870415,2023-11-07_15-04-12-558365,870417,5133,
870418,
875514,880630,2023-11-07_15-04-22-860142,880639,5116,
880652,
885757,
890865,895981,2023-11-07_15-04-39-083341,895984,5116,
895984,901090,2023-11-07_15-04-43-714525,901099,5106,
901112,906224,2023-11-07_15-04-48-761579,906233,5112,
906245,911360,2023-11-07_15-04-54-300469,911370,5115,
911382,
916473,921588,2023-11-07_15-05-04-594903,921591,5115,
921591,
926692,931820,2023-11-07_15-05-15-523329,931823,5128,
931823,936959,2023-11-07_15-05-20-200027,936961,5136,
936962,942070,2023-11-07_15-05-25-989972,942072,5108,
942073,947193,2023-11-07_15-05-31-054077,947195,5120,
947196,
952292,957407,2023-11-07_15-05-41-439142,957411,5115,
957412,
962508,967660,2023-11-07_15-05-51-222362,967669,5152,
967681,
972759,
977891,983008,2023-11-07_15-06-07-554207,983018,5117,
983030,0,,988120,-983030,
988120,993234,2023-11-07_15-06-16-840896,993237,5114,
993237,0,,998337,-993237,
998337,1003451,2023-11-07_15-06-28-246623,1003459,5114,
1003471,
1008572,1013691,2023-11-07_15-06-38-164264,1013700,5119,
1013711,
1018822,1023942,2023-11-07_15-06-49-937989,1023945,5120,
1023945,
1029041,
1034149,0,,1039277,-1034149,
1039277,1044390,2023-11-07_15-07-09-510514,1044399,5113,
1044412,1049514,2023-11-07_15-07-15-246513,1049523,5102,
1049535,1054635,2023-11-07_15-07-20-912172,1054644,5100,
1054648,1059761,2023-11-07_15-07-26-068706,1059764,5113,
1059764,1064884,2023-11-07_15-07-30-756401,1064893,5120,
1064905,0,,1070010,-1064905,
1070011,1075125,2023-11-07_15-07-41-773335,1075133,5114,
1075145,
1080225,1085341,2023-11-07_15-07-52-342828,1085344,5116,
1085344,1090449,2023-11-07_15-07-57-408115,1090458,5105,
1090470,
1095578,1100695,2023-11-07_15-08-07-882287,1100697,5117,
1100698,1105810,2023-11-07_15-08-13-773561,1105813,5112,
1105813,1110920,2023-11-07_15-08-18-300945,1110929,5107,
1110942,
1116020,
1121128,1126245,2023-11-07_15-08-34-540766,1126248,5117,
1126248,1131352,2023-11-07_15-08-39-162291,1131355,5104,
1131356,1136474,2023-11-07_15-08-44-650862,1136484,5118,
1136496,
1141596,
1146703,1151819,2023-11-07_15-08-59-885761,1151823,5116,
1151824,1156934,2023-11-07_15-09-06-058196,1156937,5110,
1156937,1162050,2023-11-07_15-09-10-890121,1162058,5113,
1162071,1167179,2023-11-07_15-09-16-542448,1167182,5108,
1167182,1172287,2023-11-07_15-09-21-868939,1172290,5105,
1172290,1177399,2023-11-07_15-09-26-972470,1177402,5109,
1177402,1182530,2023-11-07_15-09-31-779543,1182539,5128,
1182552,1187637,2023-11-07_15-09-37-198048,1187646,5085,
1187664,1192746,2023-11-07_15-09-42-703131,1192754,5082,
1192767,1197862,2023-11-07_15-09-47-918939,1197865,5095,
1197866,
1202976,1208092,2023-11-07_15-09-57-141229,1208101,5116,
1208114,1213330,2023-11-07_15-10-03-250853,1213333,5216,
1213334,
1218464,1223587,2023-11-07_15-10-13-922186,1223590,5123,
1223590,1228703,2023-11-07_15-10-18-655782,1228718,5113,
1228731,1233833,2023-11-07_15-10-24-064911,1233837,5102,
1233837,1238972,2023-11-07_15-10-29-599525,1238980,5135,
1238993,
1244104,
1249212,1254327,2023-11-07_15-10-45-320098,1254331,5115,
1254331,1259467,2023-11-07_15-10-50-229446,1259476,5136,
1259488,1264606,2023-11-07_15-10-55-508208,1264609,5118,
1264609,
1269706,1274821,2023-11-07_15-11-06-525547,1274832,5115,
1274844,1279947,2023-11-07_15-11-11-688593,1279957,5103,
1279968,
1285046,
1290154,1295269,2023-11-07_15-11-27-014169,1295272,5115,
1295274,1300379,2023-11-07_15-11-32-262152,1300382,5105,
1300382,
1305510,1310626,2023-11-07_15-11-42-476810,1310629,5116,
1310629,1315736,2023-11-07_15-11-48-320167,1315739,5107,
1315739,1320897,2023-11-07_15-11-52-858038,1320905,5158,
1320917,
