TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
69088.000000,1192746.000000,1699365035.422770,1699366185.244131,177,49462,1.32376e+06,1.8.4
