LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1699365015.403240,49524,5584,1,SR,1,100,0.466667
1699365016.132842,50237,5793,1,SR,1,100,1.066667
1699365017.593068,51664,5873,1,SR,1,100,0.066667
1699365018.726867,52772,6035,1,SR,1,100,0.066667
1699365018.924361,52965,6068,1,SR,1,100,0.066667
1699365019.258975,53292,6118,1,SR,1,100,0.066667
1699365019.992669,54009,6235,1,SR,1,100,0.066667
1699365020.192209,54204,6271,1,SR,1,100,0.066667
1699365020.788784,54787,6353,1,SR,1,100,0.066667
1699365021.118282,55109,6436,1,SR,1,100,0.333333
1699365021.722019,55699,6549,1,SR,1,100,0.466667
1699365022.451621,56412,6583,1,SR,1,100,0.066667
1699365022.654231,56610,6616,1,SR,1,100,0.066667
1699365022.853771,56805,6684,1,SR,1,100,0.400000
1699365023.382809,57322,6720,1,SR,1,100,0.066667
1699365023.586443,57521,6752,1,SR,1,100,0.066667
1699365024.718195,58627,6931,1,SR,1,100,0.133333
1699365025.253373,59150,7045,1,SR,1,100,0.333333
1699365026.651179,60516,7221,1,SR,1,100,0.066667
1699365026.849696,60710,7255,1,SR,1,100,0.066667
1699365027.317337,61167,7321,1,SR,1,100,0.066667
1699365027.647857,61490,7404,1,SR,1,100,0.200000
1699365028.377459,62203,7516,1,SR,1,100,0.200000
1699365028.710026,62528,7550,1,SR,1,100,0.133333
1699365029.107061,62916,7616,1,SR,1,100,0.066667
1699365029.309671,63114,7665,1,SR,1,100,0.200000
1699365029.775265,63569,7783,1,SR,1,100,0.533333
1699365030.570357,64346,7848,1,SR,1,100,0.200000
1699365031.040044,64805,7897,1,SR,1,100,0.066667
1699365031.238561,64999,7931,1,SR,1,100,0.066667
1699365031.439125,65195,7995,1,SR,1,100,0.266667
1699365031.838206,65585,8029,1,SR,1,100,0.066667
1699365032.034676,65777,8082,1,SR,1,100,0.133333
1699365032.301754,66038,8131,1,SR,1,100,0.200000
1699365033.557323,67265,8373,1,SR,1,100,0.533333
1699365034.493628,68180,8484,1,SR,1,100,0.333333
1699365035.094296,68767,8573,1,SR,1,100,0.266667
1699365035.493377,69157,8653,1,SR,1,100,0.333333
1699365035.959994,69613,8685,1,SR,1,100,0.066667
1699365036.290515,69936,8737,1,SR,1,100,0.066667
1699365036.892206,70524,8896,1,SR,1,100,0.466667
1699365037.757904,71370,8963,1,SR,1,100,0.066667
1699365038.225545,71827,9076,1,SR,1,100,0.266667
1699365038.758676,72348,9142,1,SR,1,100,0.133333
1699365039.823915,73389,9302,1,SR,1,100,0.133333
