LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1699365015.429845,49550.000,5505,5,PI,1,100,147543
1699365015.429845,49550.000,5505,5,PI,1,100,147548
1699365015.429845,49550.000,5505,5,PI,1,100,147562
1699365015.429845,49550.000,5505,5,PI,1,100,147565
1699365015.429845,49550.000,5505,5,PI,1,100,147570
1699365015.469754,49589.000,5521,3,PI,1,100,147555
1699365015.509661,49628.000,5521,3,PI,1,100,147591
1699365015.549570,49667.000,5521,3,PI,1,100,147584
1699365015.589478,49706.000,5536,2,PI,1,100,147643
1699365015.629386,49745.000,5536,2,PI,1,100,147711
1699365015.669294,49784.000,5552,3,PI,1,100,147695
1699365015.709202,49823.000,5552,3,PI,1,100,147730
1699365015.749110,49862.000,5552,3,PI,1,100,147773
1699365015.789018,49901.000,5568,2,PI,1,100,147810
1699365015.828926,49940.000,5568,2,PI,1,100,147825
1699365015.868834,49979.000,5585,3,PI,1,100,147885
1699365015.908742,50018.000,5585,3,PI,1,100,147914
1699365015.948650,50057.000,5585,3,PI,1,100,147934
1699365015.987876,50095.333,5600,3,PI,1,100,147956
1699365016.027102,50133.667,5600,3,PI,1,100,147981
1699365016.066328,50172.000,5600,3,PI,1,100,147990
1699365016.106236,50211.000,5617,2,PI,1,100,147986
1699365016.146144,50250.000,5617,2,PI,1,100,147987
1699365016.186052,50289.000,5634,3,PI,1,100,148010
1699365016.225960,50328.000,5634,3,PI,1,100,148015
1699365016.265868,50367.000,5634,3,PI,1,100,148034
1699365016.305777,50406.000,5650,2,PI,1,100,148037
1699365016.345685,50445.000,5650,2,PI,1,100,148059
1699365016.385252,50483.667,5665,3,PI,1,100,148050
1699365016.424819,50522.333,5665,3,PI,1,100,148053
1699365016.464386,50561.000,5665,3,PI,1,100,147998
1699365016.503953,50599.667,5681,3,PI,1,100,147971
1699365016.543519,50638.333,5681,3,PI,1,100,147949
1699365016.583086,50677.000,5681,3,PI,1,100,147935
1699365016.621971,50715.000,5696,2,PI,1,100,147943
1699365016.660856,50753.000,5696,2,PI,1,100,147926
1699365016.700253,50791.500,5712,2,PI,1,100,147922
1699365016.739649,50830.000,5712,2,PI,1,100,147922
