LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1699365017.913356,51977,5889,1,BI,1,100,5120
1699365019.682614,53706,6170,1,BI,1,100,1760
1699365020.936137,54931,6350,1,BI,1,100,1240
1699365023.396112,57335,6700,1,BI,1,100,2440
1699365026.024929,59904,7092,1,BI,1,100,2600
1699365027.474922,61321,7339,1,BI,1,100,1440
1699365030.239836,64023,7765,1,BI,1,100,2760
1699365032.102213,65843,8046,1,BI,1,100,1840
1699365033.175638,66892,8227,1,BI,1,100,1080
1699365037.609528,71225,8929,1,BI,1,100,4400
1699365039.025753,72609,9139,1,BI,1,100,1400
1699365041.806016,75326,9565,1,BI,1,100,2760
1699365047.922185,81303,10512,1,BI,1,100,6080
1699365052.393937,85673,11216,1,BI,1,100,4440
1699365055.733936,88937,11726,1,BI,1,100,3320
1699365057.395749,90561,11975,1,BI,1,100,1640
1699365058.398568,91541,12123,1,BI,1,100,1000
1699365060.897428,93983,12507,1,BI,1,100,2480
1699365063.149676,96184,12864,1,BI,1,100,2240
1699365066.587910,99544,13394,1,BI,1,100,3400
1699365069.034583,101935,13768,1,BI,1,100,2440
1699365069.967818,102847,13915,1,BI,1,100,920
1699365072.578216,105398,14324,1,BI,1,100,2600
1699365075.147682,107909,14734,1,BI,1,100,2560
1699365076.437020,109169,14929,1,BI,1,100,1280
1699365078.538845,111223,15238,1,BI,1,100,2080
1699365080.309127,112953,15511,1,BI,1,100,1760
1699365081.916706,114524,15771,1,BI,1,100,1600
1699365086.746607,119244,16519,1,BI,1,100,4800
1699365087.922361,120393,16694,1,BI,1,100,1160
1699365088.934389,121382,16853,1,BI,1,100,1000
1699365114.516491,146382,20939,1,BI,1,100,25400
1699365116.567152,148386,21257,1,BI,1,100,2040
1699365119.191876,150951,21655,1,BI,1,100,2600
1699365122.483781,154168,22164,1,BI,1,100,3280
1699365123.970613,155621,22404,1,BI,1,100,1480
1699365126.436727,158031,22773,1,BI,1,100,2440
1699365129.609931,161132,23246,1,BI,1,100,3160
1699365130.781592,162277,23423,1,BI,1,100,1160
1699365132.352333,163812,23659,1,BI,1,100,1560
1699365153.266213,184250,26932,1,BI,1,100,20760
1699365154.438897,185396,27107,1,BI,1,100,1160
1699365156.641004,187548,27444,1,BI,1,100,2200
1699365158.548406,189412,27737,1,BI,1,100,1880
1699365160.041377,190871,27981,1,BI,1,100,1480
1699365161.766634,192557,28238,1,BI,1,100,1720
1699365163.139881,193899,28452,1,BI,1,100,1360
1699365166.117638,196809,28908,1,BI,1,100,2960
1699365168.240952,198884,29250,1,BI,1,100,2120
1699365169.648992,200260,29463,1,BI,1,100,1400
1699365170.577110,201167,29610,1,BI,1,100,920
1699365171.991289,202549,29818,1,BI,1,100,1400
1699365174.078788,204589,30138,1,BI,1,100,2080
1699365175.249425,205733,30316,1,BI,1,100,1160
1699365176.298291,206758,30476,1,BI,1,100,1040
1699365177.455626,207889,30668,1,BI,1,100,1160
1699365178.466630,208877,30816,1,BI,1,100,1000
1699365179.516520,209903,30986,1,BI,1,100,1040
1699365180.115141,210488,31068,1,BI,1,100,600
1699365181.483272,211825,31295,1,BI,1,100,1360
1699365182.376599,212698,31427,1,BI,1,100,880
1699365184.265582,214544,31714,1,BI,1,100,1880
1699365186.158657,216394,32011,1,BI,1,100,1880
1699365187.127707,217341,32156,1,BI,1,100,960
1699365188.174527,218364,32320,1,BI,1,100,1040
1699365189.092412,219261,32467,1,BI,1,100,920
1699365190.222118,220365,32634,1,BI,1,100,1120
1699365192.113147,222213,32943,1,BI,1,100,1880
1699365193.167130,223243,33108,1,BI,1,100,1040
1699365194.142320,224196,33256,1,BI,1,100,960
1699365195.014158,225048,33404,1,BI,1,100,880
1699365196.031302,226042,33556,1,BI,1,100,1000
1699365196.805928,226799,33673,1,BI,1,100,760
1699365198.004194,227970,33866,1,BI,1,100,1200
1699365199.745823,229672,34128,1,BI,1,100,1720
1699365201.479267,231366,34394,1,BI,1,100,1720
1699365202.513807,232377,34558,1,BI,1,100,1040
1699365203.410204,233253,34686,1,BI,1,100,880
1699365204.424278,234244,34850,1,BI,1,100,1000
1699365205.339094,235138,34997,1,BI,1,100,920
1699365206.311214,236088,35135,1,BI,1,100,960
1699365207.243426,236999,35284,1,BI,1,100,920
1699365208.326061,238057,35447,1,BI,1,100,1080
1699365209.417905,239124,35609,1,BI,1,100,1080
1699365210.067690,239759,35726,1,BI,1,100,640
1699365211.066415,240735,35865,1,BI,1,100,1000
1699365212.036489,241683,36029,1,BI,1,100,960
1699365212.932885,242559,36160,1,BI,1,100,880
1699365213.965379,243568,36324,1,BI,1,100,1040
1699365214.859729,244442,36457,1,BI,1,100,880
1699365215.791941,245353,36589,1,BI,1,100,920
1699365216.827505,246365,36740,1,BI,1,100,1040
1699365218.693975,248189,37032,1,BI,1,100,1840
1699365219.458368,248936,37150,1,BI,1,100,760
1699365221.223533,250661,37426,1,BI,1,100,1760
1699365222.314354,251727,37594,1,BI,1,100,1080
1699365224.084635,253457,37871,1,BI,1,100,1760
1699365225.098710,254448,38035,1,BI,1,100,1000
1699365226.028875,255357,38183,1,BI,1,100,920
1699365227.108440,256412,38350,1,BI,1,100,1080
1699365227.959812,257244,38482,1,BI,1,100,840
1699365228.716019,257983,38595,1,BI,1,100,760
1699365229.732141,258976,38759,1,BI,1,100,1000
1699365230.745192,259966,38925,1,BI,1,100,1000
1699365231.583261,260785,39052,1,BI,1,100,840
1699365232.753898,261929,39234,1,BI,1,100,1160
1699365233.684064,262838,39376,1,BI,1,100,920
1699365234.323616,263463,39476,1,BI,1,100,640
1699365235.615001,264725,39671,1,BI,1,100,1280
1699365238.361495,267409,40087,1,BI,1,100,2720
1699365239.214914,268243,40218,1,BI,1,100,840
1699365240.247408,269252,40380,1,BI,1,100,1040
1699365241.140735,270125,40526,1,BI,1,100,880
1699365241.994154,270959,40656,1,BI,1,100,840
1699365243.442101,272374,40870,1,BI,1,100,1440
1699365244.559527,273466,41050,1,BI,1,100,1120
1699365245.571555,274455,41212,1,BI,1,100,1000
1699365247.264067,276109,41471,1,BI,1,100,1680
1699365252.671100,281393,42291,1,BI,1,100,5360
1699365253.309629,282017,42392,1,BI,1,100,640
1699365253.962485,282655,42492,1,BI,1,100,640
1699365255.128005,283794,42689,1,BI,1,100,1160
1699365255.969145,284616,42822,1,BI,1,100,840
1699365257.176620,285796,43002,1,BI,1,100,1200
1699365258.872202,287453,43266,1,BI,1,100,1680
1699365259.642735,288206,43394,1,BI,1,100,760
1699365260.643507,289184,43540,1,BI,1,100,1000
1699365261.454971,289977,43671,1,BI,1,100,800
1699365262.422997,290923,43835,1,BI,1,100,960
1699365263.303022,291783,43954,1,BI,1,100,880
1699365264.035693,292499,44069,1,BI,1,100,720
1699365265.123444,293562,44249,1,BI,1,100,1080
1699365265.844860,294267,44364,1,BI,1,100,720
