LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1699365015.429845,49550.000,5511,10,AY,1,100,0.905
1699365015.429845,49550.000,5511,10,AY,1,100,0.902
1699365015.429845,49550.000,5511,10,AY,1,100,0.899
1699365015.429845,49550.000,5511,10,AY,1,100,0.901
1699365015.429845,49550.000,5511,10,AY,1,100,0.906
1699365015.429845,49550.000,5511,10,AY,1,100,0.922
1699365015.429845,49550.000,5511,10,AY,1,100,0.905
1699365015.429845,49550.000,5511,10,AY,1,100,0.905
1699365015.429845,49550.000,5511,10,AY,1,100,0.893
1699365015.429845,49550.000,5511,10,AY,1,100,0.881
1699365015.469754,49589.000,5528,3,AY,1,100,0.917
1699365015.509661,49628.000,5528,3,AY,1,100,0.939
1699365015.549570,49667.000,5528,3,AY,1,100,0.891
1699365015.589478,49706.000,5543,2,AY,1,100,0.872
1699365015.629386,49745.000,5543,2,AY,1,100,0.896
1699365015.669294,49784.000,5559,3,AY,1,100,0.880
1699365015.709202,49823.000,5559,3,AY,1,100,0.852
1699365015.749110,49862.000,5559,3,AY,1,100,0.890
1699365015.789018,49901.000,5574,2,AY,1,100,0.875
1699365015.828926,49940.000,5574,2,AY,1,100,0.870
1699365015.868834,49979.000,5592,3,AY,1,100,0.885
1699365015.908742,50018.000,5592,3,AY,1,100,0.877
1699365015.948650,50057.000,5592,3,AY,1,100,0.884
1699365015.987876,50095.333,5607,3,AY,1,100,0.879
1699365016.027102,50133.667,5607,3,AY,1,100,0.885
1699365016.066328,50172.000,5607,3,AY,1,100,0.891
1699365016.106236,50211.000,5624,2,AY,1,100,0.871
1699365016.146144,50250.000,5624,2,AY,1,100,0.886
1699365016.186052,50289.000,5641,3,AY,1,100,0.876
1699365016.225960,50328.000,5641,3,AY,1,100,0.905
1699365016.265868,50367.000,5641,3,AY,1,100,0.864
1699365016.305777,50406.000,5656,2,AY,1,100,0.899
1699365016.345685,50445.000,5656,2,AY,1,100,0.836
1699365016.380817,50479.333,5672,3,AY,1,100,0.890
1699365016.415950,50513.667,5672,3,AY,1,100,0.914
1699365016.451083,50548.000,5672,3,AY,1,100,0.867
1699365016.490991,50587.000,5688,3,AY,1,100,0.883
1699365016.530899,50626.000,5688,3,AY,1,100,0.883
1699365016.570807,50665.000,5688,3,AY,1,100,0.864
1699365016.609692,50703.000,5703,3,AY,1,100,0.837
1699365016.648577,50741.000,5703,3,AY,1,100,0.838
1699365016.687462,50779.000,5703,3,AY,1,100,0.862
1699365016.727370,50818.000,5719,2,AY,1,100,0.870
1699365016.767278,50857.000,5719,2,AY,1,100,0.874
1699365016.806845,50895.667,5734,3,AY,1,100,0.924
1699365016.846412,50934.333,5734,3,AY,1,100,0.855
1699365016.885979,50973.000,5734,3,AY,1,100,0.893
1699365016.926910,51013.000,5750,2,AY,1,100,0.855
1699365016.967841,51053.000,5750,2,AY,1,100,0.883
1699365017.007749,51092.000,5765,3,AY,1,100,0.863
1699365017.047657,51131.000,5765,3,AY,1,100,0.904
1699365017.087566,51170.000,5765,3,AY,1,100,0.916
1699365017.127474,51209.000,5784,2,AY,1,100,0.909
1699365017.167382,51248.000,5784,2,AY,1,100,0.912
1699365017.207290,51287.000,5800,3,AY,1,100,0.894
1699365017.247198,51326.000,5800,3,AY,1,100,0.899
1699365017.287106,51365.000,5800,3,AY,1,100,0.874
1699365017.327014,51404.000,5816,3,AY,1,100,0.872
1699365017.366922,51443.000,5816,3,AY,1,100,0.896
1699365017.406830,51482.000,5816,3,AY,1,100,0.850
1699365017.445715,51520.000,5832,2,AY,1,100,0.900
1699365017.484600,51558.000,5832,2,AY,1,100,0.893
1699365017.525531,51598.000,5848,3,AY,1,100,0.889
1699365017.566463,51638.000,5848,3,AY,1,100,0.867
1699365017.607394,51678.000,5848,3,AY,1,100,0.883
1699365017.647302,51717.000,5863,2,AY,1,100,0.894
1699365017.687210,51756.000,5863,2,AY,1,100,0.880
1699365017.727118,51795.000,5881,3,AY,1,100,0.896
1699365017.767026,51834.000,5881,3,AY,1,100,0.910
1699365017.806934,51873.000,5881,3,AY,1,100,0.901
1699365017.846842,51912.000,5898,3,AY,1,100,0.908
1699365017.886750,51951.000,5898,3,AY,1,100,0.908
1699365017.926659,51990.000,5898,3,AY,1,100,0.908
1699365017.966567,52029.000,5914,2,AY,1,100,0.894
1699365018.006475,52068.000,5914,2,AY,1,100,0.911
1699365018.046383,52107.000,5930,3,AY,1,100,0.893
1699365018.086291,52146.000,5930,3,AY,1,100,0.900
1699365018.126199,52185.000,5930,3,AY,1,100,0.904
1699365018.161673,52219.667,5947,3,AY,1,100,0.920
1699365018.197147,52254.333,5947,3,AY,1,100,0.895
1699365018.232620,52289.000,5947,3,AY,1,100,0.879
1699365018.272529,52328.000,5962,2,AY,1,100,0.881
1699365018.312437,52367.000,5962,2,AY,1,100,0.902
1699365018.352004,52405.667,5978,3,AY,1,100,0.885
1699365018.391571,52444.333,5978,3,AY,1,100,0.852
1699365018.431138,52483.000,5978,3,AY,1,100,0.875
1699365018.471046,52522.000,5994,2,AY,1,100,0.848
1699365018.510954,52561.000,5994,2,AY,1,100,0.860
1699365018.551885,52601.000,6010,3,AY,1,100,0.878
1699365018.592817,52641.000,6010,3,AY,1,100,0.880
1699365018.633748,52681.000,6010,3,AY,1,100,0.897
1699365018.673656,52720.000,6024,3,AY,1,100,0.927
1699365018.713564,52759.000,6024,3,AY,1,100,0.955
1699365018.753472,52798.000,6024,3,AY,1,100,0.901
1699365018.793380,52837.000,6043,2,AY,1,100,0.894
1699365018.833288,52876.000,6043,2,AY,1,100,0.923
1699365018.872514,52914.333,6058,3,AY,1,100,0.833
1699365018.911740,52952.667,6058,3,AY,1,100,0.863
1699365018.950966,52991.000,6058,3,AY,1,100,0.979
1699365018.990874,53030.000,6076,2,AY,1,100,0.870
1699365019.030782,53069.000,6076,2,AY,1,100,0.910
1699365019.070946,53108.250,6092,4,AY,1,100,0.940
1699365019.111110,53147.500,6092,4,AY,1,100,0.868
1699365019.151274,53186.750,6092,4,AY,1,100,0.882
1699365019.191438,53226.000,6092,4,AY,1,100,0.855
1699365019.232369,53266.000,6109,2,AY,1,100,0.823
1699365019.273300,53306.000,6109,2,AY,1,100,0.908
1699365019.313209,53345.000,6126,3,AY,1,100,0.969
1699365019.353117,53384.000,6126,3,AY,1,100,0.952
1699365019.393025,53423.000,6126,3,AY,1,100,0.920
1699365019.432933,53462.000,6143,2,AY,1,100,0.930
1699365019.472841,53501.000,6143,2,AY,1,100,0.940
1699365019.512408,53539.667,6158,3,AY,1,100,0.868
1699365019.551975,53578.333,6158,3,AY,1,100,0.928
1699365019.591542,53617.000,6158,3,AY,1,100,0.883
1699365019.631450,53656.000,6179,4,AY,1,100,0.840
1699365019.671358,53695.000,6179,4,AY,1,100,0.838
1699365019.711266,53734.000,6179,4,AY,1,100,0.850
1699365019.751174,53773.000,6179,4,AY,1,100,0.881
1699365019.792105,53813.000,6195,3,AY,1,100,0.872
1699365019.833037,53853.000,6195,3,AY,1,100,0.870
1699365019.873968,53893.000,6195,3,AY,1,100,0.883
1699365019.909442,53927.667,6210,3,AY,1,100,0.892
1699365019.944916,53962.333,6210,3,AY,1,100,0.902
1699365019.980390,53997.000,6210,3,AY,1,100,0.900
1699365020.020298,54036.000,6225,2,AY,1,100,0.877
1699365020.060206,54075.000,6225,2,AY,1,100,0.892
1699365020.100114,54114.000,6244,3,AY,1,100,0.883
1699365020.140022,54153.000,6244,3,AY,1,100,0.891
1699365020.179930,54192.000,6244,3,AY,1,100,0.899
1699365020.219838,54231.000,6261,2,AY,1,100,0.896
1699365020.259746,54270.000,6261,2,AY,1,100,0.920
1699365020.298972,54308.333,6279,3,AY,1,100,0.909
1699365020.338198,54346.667,6279,3,AY,1,100,0.915
1699365020.377424,54385.000,6279,3,AY,1,100,0.924
1699365020.417332,54424.000,6294,3,AY,1,100,0.909
1699365020.457240,54463.000,6294,3,AY,1,100,0.910
1699365020.497148,54502.000,6294,3,AY,1,100,0.901
1699365020.537056,54541.000,6310,3,AY,1,100,0.904
1699365020.576964,54580.000,6310,3,AY,1,100,0.907
1699365020.616873,54619.000,6310,3,AY,1,100,0.897
1699365020.656780,54658.000,6325,3,AY,1,100,0.893
1699365020.696689,54697.000,6325,3,AY,1,100,0.896
1699365020.736597,54736.000,6325,3,AY,1,100,0.888
1699365020.776505,54775.000,6342,2,AY,1,100,0.918
1699365020.816413,54814.000,6342,2,AY,1,100,0.897
1699365020.856321,54853.000,6361,3,AY,1,100,0.905
1699365020.896229,54892.000,6361,3,AY,1,100,0.911
1699365020.936137,54931.000,6361,3,AY,1,100,0.905
1699365020.975363,54969.333,6377,3,AY,1,100,0.889
1699365021.014589,55007.667,6377,3,AY,1,100,0.909
1699365021.053815,55046.000,6377,3,AY,1,100,0.894
1699365021.093723,55085.000,6395,3,AY,1,100,0.889
1699365021.133631,55124.000,6395,3,AY,1,100,0.902
1699365021.173539,55163.000,6395,3,AY,1,100,0.874
1699365021.213447,55202.000,6410,3,AY,1,100,0.928
1699365021.253355,55241.000,6410,3,AY,1,100,0.926
1699365021.293263,55280.000,6410,3,AY,1,100,0.893
1699365021.333171,55319.000,6425,2,AY,1,100,0.891
1699365021.373079,55358.000,6425,2,AY,1,100,0.911
1699365021.413755,55397.750,6444,4,AY,1,100,0.907
1699365021.454431,55437.500,6444,4,AY,1,100,0.922
1699365021.495106,55477.250,6444,4,AY,1,100,0.892
1699365021.535782,55517.000,6444,4,AY,1,100,0.888
1699365021.575690,55556.000,6459,3,AY,1,100,0.888
1699365021.615598,55595.000,6459,3,AY,1,100,0.901
1699365021.655506,55634.000,6459,3,AY,1,100,0.914
1699365021.688762,55666.500,6475,2,AY,1,100,0.892
1699365021.722019,55699.000,6475,2,AY,1,100,0.883
1699365021.761245,55737.333,6491,3,AY,1,100,0.888
1699365021.800471,55775.667,6491,3,AY,1,100,0.907
1699365021.839697,55814.000,6491,3,AY,1,100,0.871
1699365021.880628,55854.000,6506,3,AY,1,100,0.892
1699365021.921560,55894.000,6506,3,AY,1,100,0.911
1699365021.962491,55934.000,6506,3,AY,1,100,0.925
1699365022.002399,55973.000,6521,2,AY,1,100,0.907
1699365022.042307,56012.000,6521,2,AY,1,100,0.902
1699365022.082215,56051.000,6538,3,AY,1,100,0.887
1699365022.122123,56090.000,6538,3,AY,1,100,0.905
1699365022.162031,56129.000,6538,3,AY,1,100,0.902
1699365022.201940,56168.000,6557,2,AY,1,100,0.897
1699365022.241848,56207.000,6557,2,AY,1,100,0.900
1699365022.281756,56246.000,6572,3,AY,1,100,0.903
1699365022.321664,56285.000,6572,3,AY,1,100,0.907
1699365022.361572,56324.000,6572,3,AY,1,100,0.899
1699365022.401480,56363.000,6591,5,AY,1,100,0.884
1699365022.441388,56402.000,6591,5,AY,1,100,0.907
1699365022.481296,56441.000,6591,5,AY,1,100,0.909
1699365022.521204,56480.000,6591,5,AY,1,100,0.888
1699365022.561112,56519.000,6591,5,AY,1,100,0.873
1699365022.601225,56558.200,6606,5,AY,1,100,0.917
1699365022.641338,56597.400,6606,5,AY,1,100,0.911
1699365022.681450,56636.600,6606,5,AY,1,100,0.924
1699365022.721563,56675.800,6606,5,AY,1,100,0.908
1699365022.761676,56715.000,6606,5,AY,1,100,0.859
1699365022.801584,56754.000,6625,3,AY,1,100,0.895
1699365022.841492,56793.000,6625,3,AY,1,100,0.940
1699365022.881400,56832.000,6625,3,AY,1,100,0.916
1699365022.921308,56871.000,6640,4,AY,1,100,0.902
1699365022.961216,56910.000,6640,4,AY,1,100,0.924
1699365023.001124,56949.000,6640,4,AY,1,100,0.890
1699365023.041033,56988.000,6640,4,AY,1,100,0.926
1699365023.080940,57027.000,6657,2,AY,1,100,0.895
1699365023.120849,57066.000,6657,2,AY,1,100,0.880
1699365023.160416,57104.667,6674,3,AY,1,100,0.887
1699365023.199983,57143.333,6674,3,AY,1,100,0.898
1699365023.239550,57182.000,6674,3,AY,1,100,0.912
1699365023.279117,57220.667,6692,3,AY,1,100,0.908
1699365023.318684,57259.333,6692,3,AY,1,100,0.927
1699365023.358251,57298.000,6692,3,AY,1,100,0.885
1699365023.391507,57330.500,6710,2,AY,1,100,0.909
1699365023.424764,57363.000,6710,2,AY,1,100,0.917
1699365023.465013,57402.333,6727,3,AY,1,100,0.896
1699365023.505262,57441.667,6727,3,AY,1,100,0.900
1699365023.545511,57481.000,6727,3,AY,1,100,0.910
1699365023.586102,57520.667,6742,3,AY,1,100,0.872
1699365023.626692,57560.333,6742,3,AY,1,100,0.927
1699365023.667282,57600.000,6742,3,AY,1,100,0.900
1699365023.707191,57639.000,6760,2,AY,1,100,0.903
1699365023.747098,57678.000,6760,2,AY,1,100,0.893
1699365023.787007,57717.000,6776,3,AY,1,100,0.901
1699365023.826915,57756.000,6776,3,AY,1,100,0.909
1699365023.866823,57795.000,6776,3,AY,1,100,0.919
1699365023.905708,57833.000,6792,2,AY,1,100,0.906
1699365023.944592,57871.000,6792,2,AY,1,100,0.897
1699365023.984500,57910.000,6806,3,AY,1,100,0.878
1699365024.024409,57949.000,6806,3,AY,1,100,0.899
1699365024.064317,57988.000,6806,3,AY,1,100,0.907
1699365024.104566,58027.333,6825,3,AY,1,100,0.901
1699365024.144815,58066.667,6825,3,AY,1,100,0.897
1699365024.185064,58106.000,6825,3,AY,1,100,0.919
1699365024.225996,58146.000,6840,2,AY,1,100,0.909
