LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1699365019.661125,53685.000,6166,1,TL,1,100,2023-11-07_14-50-14-982739
1699365024.887037,58792.000,6927,1,TL,1,100,2023-11-07_14-50-19-960947
1699365030.130345,63916.000,7745,1,TL,1,100,2023-11-07_14-50-25-286174
1699365035.374676,69041.000,8564,1,TL,1,100,2023-11-07_14-50-30-246031
1699365035.392071,69058.000,8566,1,TL,1,100,2023-11-07_14-50-30-282787
1699365035.422770,69088.000,8569,1,TL,1,100,2023-11-07_14-50-35-409270
1699365040.601611,74149.000,9384,1,TL,1,100,2023-11-07_14-50-35-483851
1699365045.840825,79269.000,10198,1,TL,1,100,2023-11-07_14-50-41-111332
1699365045.858221,79286.000,10200,1,TL,1,100,2023-11-07_14-50-41-111485
1699365051.099482,84408.000,11018,1,TL,1,100,2023-11-07_14-50-46-116800
1699365051.117902,84426.000,11020,1,TL,1,100,2023-11-07_14-50-46-354081
1699365056.324371,89514.000,11807,1,TL,1,100,2023-11-07_14-50-51-234903
1699365056.342790,89532.000,11809,1,TL,1,100,2023-11-07_14-50-51-287574
1699365061.572795,94643.000,12620,1,TL,1,100,2023-11-07_14-50-56-454731
1699365061.589168,94659.000,12622,1,TL,1,100,2023-11-07_14-50-57-120715
1699365066.816103,99767.000,13427,1,TL,1,100,2023-11-07_14-51-02-043422
1699365132.294006,163755.000,23653,1,TL,1,100,2023-11-07_14-52-07-282211
1699365132.328797,163789.000,23656,1,TL,1,100,2023-11-07_14-52-12-355219
1699365142.749923,173973.000,25290,1,TL,1,100,2023-11-07_14-52-18-172421
1699365147.975834,179080.000,26109,1,TL,1,100,2023-11-07_14-52-23-612396
1699365153.225282,184210.000,26928,1,TL,1,100,2023-11-07_14-52-28-438566
1699365158.451194,189317.000,27733,1,TL,1,100,2023-11-07_14-52-34-284313
1699365163.679152,194426.000,28532,1,TL,1,100,2023-11-07_14-52-39-955023
1699365168.907110,199535.000,29349,1,TL,1,100,2023-11-07_14-52-45-303903
1699365179.378377,209768.000,30964,1,TL,1,100,2023-11-07_14-52-54-947058
1699365179.396796,209786.000,30966,1,TL,1,100,2023-11-07_14-52-54-947176
1699365184.645220,214915.000,31778,1,TL,1,100,2023-11-07_14-53-00-664728
1699365184.662616,214932.000,31780,1,TL,1,100,2023-11-07_14-53-00-665017
1699365195.156394,225187.000,33422,1,TL,1,100,2023-11-07_14-53-11-067844
1699365195.173790,225204.000,33424,1,TL,1,100,2023-11-07_14-53-11-067994
1699365200.392539,230304.000,34226,1,TL,1,100,2023-11-07_14-53-16-704573
1699365200.409935,230321.000,34228,1,TL,1,100,2023-11-07_14-53-17-090785
1699365205.621521,235414.000,35031,1,TL,1,100,2023-11-07_14-53-21-976333
1699365205.639940,235432.000,35033,1,TL,1,100,2023-11-07_14-53-21-976497
1699365210.866875,240540.000,35842,1,TL,1,100,2023-11-07_14-53-26-704898
1699365210.885294,240558.000,35844,1,TL,1,100,2023-11-07_14-53-26-964995
1699365221.327908,250763.000,37443,1,TL,1,100,2023-11-07_14-53-37-242008
1699365226.555867,255872.000,38264,1,TL,1,100,2023-11-07_14-53-42-678405
1699365231.800198,260997.000,39088,1,TL,1,100,2023-11-07_14-53-47-995785
1699365237.017923,266096.000,39886,1,TL,1,100,2023-11-07_14-53-53-331721
1699365237.036342,266114.000,39888,1,TL,1,100,2023-11-07_14-53-53-337665
1699365242.243835,271203.000,40690,1,TL,1,100,2023-11-07_14-53-58-823734
1699365247.472817,276313.000,41504,1,TL,1,100,2023-11-07_14-54-03-854869
1699365247.491236,276331.000,41506,1,TL,1,100,2023-11-07_14-54-03-855005
1699365263.216043,291698.000,43950,1,TL,1,100,2023-11-07_14-54-19-065173
